기준일ID,시간대구분,행정동코드,총생활인구수
20191227,1,11440660,55487.5716
20191227,1,11440710,21445.1333
20191227,2,11440660,53324.466
20191227,2,11440710,21588.0241
20191227,3,11440660,51610.1787
20191227,3,11440710,21695.0821
20191227,4,11440660,50414.7323
20191227,4,11440710,21608.0058
20191227,5,11440660,49957.2707
20191227,5,11440710,21228.0128
20191227,6,11440660,50202.2177
20191227,6,11440710,20617.5662
20191227,7,11440660,53774.6559
20191227,7,11440710,19617.8246
20191227,8,11440710,18111.7745
20191227,8,11440660,63509.0496
20191227,9,11440660,74580.3631
20191227,9,11440710,17246.493
20191227,10,11440660,82629.20609999998
20191227,10,11440710,16819.3789
20191227,11,11440710,16802.8752
20191227,11,11440660,89984.58199999998
20191227,12,11440660,98663.0895
20191227,12,11440710,17309.6695
20191227,13,11440660,105397.3123
20191227,13,11440710,18044.2945
20191227,14,11440710,18160.2851
20191227,14,11440660,110066.0017
20191227,15,11440660,114564.8612
20191227,15,11440710,18529.9397
20191227,16,11440660,118175.594
20191227,16,11440710,18604.9673
20191227,17,11440660,122254.782
20191227,17,11440710,19242.3084
20191227,18,11440710,20658.4571
20191227,18,11440660,130231.3025
20191227,19,11440660,135643.3874
20191227,19,11440710,22313.4292
20191227,20,11440660,132294.1309
20191227,20,11440710,22887.1071
20191227,21,11440660,122923.2791
20191227,21,11440710,22587.1498
20191227,22,11440660,107542.2276
20191227,22,11440710,22125.3668
20191227,23,11440660,81905.4557
20191227,23,11440710,22762.7959
20191228,0,11440710,22285.9458
20191228,0,11440660,73752.3981
20191228,1,11440660,69224.7324
20191228,1,11440710,22012.256
20191228,2,11440660,64979.9192
20191228,2,11440710,21994.2482
20191228,3,11440710,22018.5025
20191228,3,11440660,61380.5421
20191228,4,11440660,58136.7461
20191228,4,11440710,21934.7725
20191228,5,11440660,55618.7625
20191228,5,11440710,21637.9607
20191228,6,11440660,52972.5294
20191228,6,11440710,21360.1382
20191228,7,11440660,52944.6339
20191228,7,11440710,20938.3835
20191228,8,11440660,56001.887
20191228,8,11440710,20004.6482
20191228,9,11440660,62770.6388
20191228,9,11440710,19183.2337
20191228,10,11440660,71955.7202
20191228,10,11440710,18453.9413
20191228,11,11440710,18108.6898
20191228,11,11440660,83898.2673
20191228,12,11440710,18680.0759
20191228,12,11440660,98287.4323
20191228,13,11440660,111326.1844
20191228,13,11440710,19542.3857
20191228,14,11440660,122271.5368
20191228,14,11440710,20363.4449
20191228,15,11440660,129731.4319
20191228,15,11440710,21235.94
20191228,16,11440660,135168.5328
20191228,16,11440710,22101.473
20191228,17,11440710,22623.3489
20191228,17,11440660,141008.5131
20191228,18,11440660,146046.0259
20191228,18,11440710,23181.9163
20191228,19,11440660,145151.4239
20191228,19,11440710,23534.0846
20191228,20,11440660,138816.8759
20191228,20,11440710,23480.3658
20191228,21,11440710,22946.3411
20191228,21,11440660,127566.3653
20191228,22,11440660,109491.9768
20191228,22,11440710,22129.5638
20191228,23,11440660,81668.4612
20191228,23,11440710,23685.6961
20191229,0,11440660,76574.65339999998
20191229,0,11440710,22037.8348
20191229,1,11440660,71667.9164
20191229,1,11440710,21832.5667
20191229,2,11440660,67172.795
20191229,2,11440710,21736.5015
20191229,3,11440660,63362.7953
20191229,3,11440710,21581.8923
20191229,4,11440660,60318.2496
20191229,4,11440710,21596.1462
20191229,5,11440660,56917.7222
20191229,5,11440710,21286.7356
20191229,6,11440660,52703.0423
20191229,6,11440710,21178.7919
20191229,7,11440710,20906.2545
20191229,7,11440660,51767.0326
20191229,8,11440660,53918.7982
20191229,8,11440710,20401.4354
20191229,9,11440660,58632.914
20191229,9,11440710,19505.6915
20191229,10,11440710,19188.0671
20191229,10,11440660,66313.8044
20191229,11,11440660,77214.7106
20191229,11,11440710,19152.1054
20191229,12,11440660,89041.1746
20191229,12,11440710,19690.2588
20191229,13,11440660,101251.5603
20191229,13,11440710,20565.8736
20191229,14,11440660,110506.3196
20191229,14,11440710,21006.8025
20191229,15,11440710,21220.0426
20191229,15,11440660,116476.2418
20191229,16,11440660,119514.8221
20191229,16,11440710,20924.523
20191229,17,11440660,120898.9654
20191229,17,11440710,21462.5926
20191229,18,11440660,118636.034
20191229,18,11440710,21832.6267
20191229,19,11440660,111461.8683
20191229,19,11440710,21964.8052
20191229,20,11440660,102658.2322
20191229,20,11440710,21553.4779
20191229,21,11440660,90956.0546
20191229,21,11440710,20998.2848
20191229,22,11440660,77649.76769999998
20191229,22,11440710,20681.2997
20191229,23,11440660,56786.0701
20191229,23,11440710,22210.7627
20191230,0,11440660,53248.8828
20191230,0,11440710,21970.9924
20191230,1,11440660,51346.3555
20191230,1,11440710,21937.4369
20191230,2,11440660,49802.964
20191230,2,11440710,21977.6517
20191230,3,11440660,48804.6682
20191230,3,11440710,21889.8165
20191230,4,11440710,21775.9639
20191230,4,11440660,47759.5679
20191230,5,11440660,47720.3221
20191230,5,11440710,21556.6314
20191230,6,11440660,47892.6944
20191230,6,11440710,20853.1286
20191230,7,11440660,51873.1785
20191230,7,11440710,19663.7452
20191230,8,11440660,60862.1542
20191230,8,11440710,18393.9254
20191230,9,11440660,70972.6598
20191230,9,11440710,17793.5431
20191230,10,11440660,79298.2081
20191230,10,11440710,17284.7594
20191230,11,11440660,87545.3937
20191230,11,11440710,17156.6646
20191230,12,11440710,17446.1172
20191230,12,11440660,96232.164
20191230,13,11440660,103200.8254
20191230,13,11440710,17451.8102
20191230,14,11440660,108321.6054
20191230,14,11440710,17795.3272
20191230,15,11440660,112576.2938
20191230,15,11440710,17825.4518
20191230,16,11440660,115859.8876
20191230,16,11440710,18152.3566
20191230,17,11440710,18821.0952
20191230,17,11440660,118288.5657
20191230,18,11440710,19767.3062
20191230,18,11440660,122007.4399
20191230,19,11440660,119791.2243
20191230,19,11440710,20538.4543
20191230,20,11440710,20521.0106
20191230,20,11440660,113716.7764
20191230,21,11440710,20148.4729
20191230,21,11440660,101899.5423
20191230,22,11440660,85402.4284
20191230,22,11440710,19597.5273
20191230,23,11440710,21064.6847
20191230,23,11440660,61387.913
20191231,0,11440660,55752.1754
20191231,0,11440710,21075.0202
20191231,1,11440710,20926.1426
20191231,1,11440660,52575.248
20191231,2,11440710,21093.4122
20191231,2,11440660,50694.6009
20191231,3,11440710,21104.247
20191231,3,11440660,49089.2321
20191231,4,11440660,47911.5282
20191231,4,11440710,21079.6851
20191231,5,11440660,47642.3685
20191231,5,11440710,20870.7924
20191231,6,11440660,48070.6802
20191231,6,11440710,20292.9562
20191231,7,11440660,51589.9936
20191231,7,11440710,19589.4563
20191231,8,11440710,18325.5418
20191231,8,11440660,59613.1428
20191231,9,11440660,69310.7801
20191231,9,11440710,17892.9882
20191231,10,11440710,17478.0619
20191231,10,11440660,76918.3146
20191231,11,11440660,85741.33569999998
20191231,11,11440710,17442.5554
20191231,12,11440660,92889.4474
20191231,12,11440710,17226.5921
20191231,13,11440660,99016.6015
20191231,13,11440710,17505.8524
20191231,14,11440710,17469.8682
20191231,14,11440660,102906.4955
20191231,15,11440660,105389.9157
20191231,15,11440710,17660.9273
20191231,16,11440660,107336.9744
20191231,16,11440710,17734.8161
20191231,17,11440710,17969.9236
20191231,17,11440660,108135.9746
20191231,18,11440660,107678.9374
20191231,18,11440710,19388.8953
20191231,19,11440710,20248.9121
20191231,19,11440660,109736.5662
20191231,20,11440710,20517.6347
20191231,20,11440660,109055.9029
20191231,21,11440710,20664.3081
20191231,21,11440660,105723.0862
20191231,22,11440660,100042.0193
20191231,22,11440710,20459.7492
20191231,23,11440660,87473.224
20191231,23,11440710,22385.6346
20200101,0,11440710,21998.3541
20200101,0,11440660,83779.39
20200101,1,11440710,21628.0535
20200101,1,11440660,81034.001
20200101,2,11440710,20999.7203
20200101,2,11440660,78063.8249
20200101,3,11440710,20896.7987
20200101,3,11440660,74184.2623
20200101,4,11440710,20608.4142
20200101,4,11440660,70876.8658
20200101,5,11440710,20433.8644
20200101,5,11440660,64780.4391
20200101,6,11440660,57057.7691
20200101,6,11440710,20114.2286
20200101,7,11440710,19452.2438
20200101,7,11440660,53035.1956
20200101,8,11440660,52788.924
20200101,8,11440710,19230.0538
20200101,9,11440660,53341.4761
20200101,9,11440710,18961.5924
20200101,10,11440660,55641.7009
20200101,10,11440710,18688.1033
20200101,11,11440710,18188.8009
20200101,11,11440660,60547.1462
20200101,12,11440710,18699.8567
20200101,12,11440660,68012.038
20200101,13,11440660,75622.9439
20200101,13,11440710,18795.2251
20200101,14,11440660,81703.43
20200101,14,11440710,18798.9271
20200101,15,11440710,19444.4569
20200101,15,11440660,87199.9094
20200101,16,11440710,19252.0091
20200101,16,11440660,90778.5109
20200101,17,11440660,93476.395
20200101,17,11440710,19746.7161
20200101,18,11440710,19730.0003
20200101,18,11440660,94209.8215
20200101,19,11440660,92090.9985
20200101,19,11440710,20111.2871
20200101,20,11440660,86134.2581
20200101,20,11440710,19873.87
20200101,21,11440710,19669.1951
20200101,21,11440660,78418.7016
20200101,22,11440710,19709.9874
20200101,22,11440660,68681.9184
20200101,23,11440710,20874.8149
20200101,23,11440660,52759.0416
20200102,0,11440660,50475.3049
20200102,0,11440710,20888.5322
20200102,1,11440660,48942.7213
20200102,1,11440710,20882.2107
20200102,2,11440660,47803.0079
20200102,2,11440710,20879.3422
20200102,3,11440660,46867.5199
20200102,3,11440710,21038.7299
20200102,4,11440660,46098.9628
20200102,4,11440710,20970.4048
20200102,5,11440710,20930.6404
20200102,5,11440660,46142.7297
20200102,6,11440710,20267.4792
20200102,6,11440660,46616.9154
20200102,7,11440710,19055.3167
20200102,7,11440660,50654.255
20200102,8,11440710,17273.8038
20200102,8,11440660,60828.4281
20200102,9,11440660,71937.1128
20200102,9,11440710,16905.4404
20200102,10,11440660,79470.361
20200102,10,11440710,16664.8199
20200102,11,11440710,16567.7196
20200102,11,11440660,86543.2949
20200102,12,11440710,16979.8889
20200102,12,11440660,94020.7047
20200102,13,11440660,100930.4455
20200102,13,11440710,17168.3202
20200102,14,11440660,105245.7956
20200102,14,11440710,17453.262
20200102,15,11440660,109058.4663
20200102,15,11440710,17879.3473
20200102,16,11440660,111304.6951
20200102,16,11440710,18365.2422
20200102,17,11440710,18694.4047
20200102,17,11440660,113156.5732
20200102,18,11440710,18845.6868
20200102,18,11440660,115416.7974
20200102,19,11440710,19884.6283
20200102,19,11440660,112112.2104
20200102,20,11440710,20028.9298
20200102,20,11440660,104862.9451
20200102,21,11440710,20006.7295
20200102,21,11440660,94441.2034
20200102,22,11440660,79530.7457
20200102,22,11440710,19842.6084
20200102,23,11440660,59699.8227
20200102,23,11440710,21283.6315
20200103,0,11440660,55232.7267
20200103,0,11440710,21206.4067
20200103,1,11440710,20893.6591
20200103,1,11440660,52757.0991
20200103,2,11440710,20871.7222
20200103,2,11440660,51055.7924
20200103,3,11440660,49619.5439
20200103,3,11440710,20937.9773
20200103,4,11440660,48579.1557
20200103,4,11440710,20792.1709
20200103,5,11440710,20619.7144
20200103,5,11440660,48308.0048
20200103,6,11440710,20114.5652
20200103,6,11440660,48640.2887
20200103,7,11440710,18867.3941
20200103,7,11440660,52488.9725
20200103,8,11440660,62000.0248
20200103,8,11440710,17502.7461
20200103,9,11440660,73198.7037
20200103,9,11440710,16908.7921
20200103,10,11440710,16528.0422
20200103,10,11440660,80718.2878
20200103,11,11440660,88988.1659
20200103,11,11440710,16508.1456
20200103,12,11440710,16598.7514
20200103,12,11440660,97880.1227
20200103,13,11440660,105276.2919
20200103,13,11440710,17134.1593
20200103,14,11440660,109374.7674
20200103,14,11440710,17309.2298
20200103,15,11440710,17907.913
20200103,15,11440660,112909.0407
20200103,16,11440660,117192.2361
20200103,16,11440710,18513.1094
20200103,17,11440660,118710.073
20200103,17,11440710,18859.0247
20200103,18,11440710,19814.777
20200103,18,11440660,124245.6107
20200103,19,11440710,21160.0379
20200103,19,11440660,126853.2918
20200103,20,11440660,122715.0599
20200103,20,11440710,21802.6317
20200103,21,11440660,113286.9354
20200103,21,11440710,21940.6692
20200103,22,11440710,21452.7674
20200103,22,11440660,97612.0354
20200103,23,11440660,75046.5328
20200103,23,11440710,22790.2031
20200104,0,11440660,68241.6152
20200104,0,11440710,22022.8483
20200104,1,11440710,21975.4475
20200104,1,11440660,64078.3503
20200104,2,11440660,60595.8208
20200104,2,11440710,21945.9721
20200104,3,11440710,22096.8617
20200104,3,11440660,57756.636
20200104,4,11440710,21924.5712
20200104,4,11440660,55647.715
20200104,5,11440710,21765.3766
20200104,5,11440660,53418.4479
20200104,6,11440660,51142.1178
20200104,6,11440710,21600.7776
20200104,7,11440660,51209.7912
20200104,7,11440710,20845.1445
20200104,8,11440710,20101.9224
20200104,8,11440660,53938.8548
20200104,9,11440710,19035.7527
20200104,9,11440660,60726.4698
20200104,10,11440660,69411.4481
20200104,10,11440710,18426.3707
20200104,11,11440660,80052.2377
20200104,11,11440710,18392.677
20200104,12,11440710,18632.6928
20200104,12,11440660,94088.9469
20200104,13,11440660,107086.3981
20200104,13,11440710,19754.0956
20200104,14,11440660,117885.991
20200104,14,11440710,20721.0132
20200104,15,11440660,126109.7121
20200104,15,11440710,21226.9968
20200104,16,11440660,131132.7467
20200104,16,11440710,21698.5599
20200104,17,11440710,22089.7346
20200104,17,11440660,136817.3238
20200104,18,11440660,139251.1158
20200104,18,11440710,22781.9016
20200104,19,11440660,137214.858
20200104,19,11440710,23429.107
20200104,20,11440660,130823.8042
20200104,20,11440710,23291.4056
20200104,21,11440710,22716.0988
20200104,21,11440660,119024.0583
20200104,22,11440710,22077.1443
20200104,22,11440660,101099.1048
20200104,23,11440710,23588.1048
20200104,23,11440660,75226.2257
20200105,0,11440710,22059.2409
20200105,0,11440660,70572.0478
20200105,1,11440660,66866.5725
20200105,1,11440710,21884.4443
20200105,2,11440710,21824.6405
20200105,2,11440660,63180.2032
20200105,3,11440660,60051.4695
20200105,3,11440710,21857.3687
20200105,4,11440710,21809.4983
20200105,4,11440660,57883.3005
20200105,5,11440710,21553.4924
20200105,5,11440660,55077.3823
20200105,6,11440660,51975.718
20200105,6,11440710,21398.9644
20200105,7,11440660,51420.0306
20200105,7,11440710,21030.3296
20200105,8,11440710,20602.6492
20200105,8,11440660,53430.2011
20200105,9,11440660,58339.1023
20200105,9,11440710,19832.8062
20200105,10,11440710,19364.5075
20200105,10,11440660,65974.7886
20200105,11,11440660,74975.9093
20200105,11,11440710,19193.7023
20200105,12,11440660,85624.4024
20200105,12,11440710,19553.6512
20200105,13,11440710,20021.3706
20200105,13,11440660,95969.0468
20200105,14,11440710,20734.4252
20200105,14,11440660,103849.1647
20200105,15,11440710,20907.6871
20200105,15,11440660,109460.4487
20200105,16,11440660,112059.0147
20200105,16,11440710,21417.7734
20200105,17,11440660,113198.3716
20200105,17,11440710,21364.7018
20200105,18,11440660,111314.6792
20200105,18,11440710,21466.1712
20200105,19,11440710,21773.7708
20200105,19,11440660,105892.5227
20200105,20,11440710,21645.4677
20200105,20,11440660,97413.9964
20200105,21,11440710,21090.5801
20200105,21,11440660,86439.1712
20200105,22,11440710,20903.2239
20200105,22,11440660,72919.0507
20200105,23,11440660,53988.2716
20200105,23,11440710,21941.168
20200106,0,11440660,50788.2872
20200106,0,11440710,21720.4494
20200106,1,11440710,21738.4538
20200106,1,11440660,49078.4392
20200106,2,11440710,21714.9538
20200106,2,11440660,48027.2948
20200106,3,11440710,21783.0779
20200106,3,11440660,47045.7948
20200106,4,11440660,46367.7493
20200106,4,11440710,21674.395
20200106,5,11440660,46451.7628
20200106,5,11440710,21387.1082
20200106,6,11440710,20742.8369
20200106,6,11440660,47113.3236
20200106,7,11440710,19802.2664
20200106,7,11440660,51802.6686
20200106,8,11440660,61842.1747
20200106,8,11440710,17829.5128
20200106,9,11440660,73464.0285
20200106,9,11440710,17323.8425
20200106,10,11440710,17008.2526
20200106,10,11440660,80349.5645
20200106,11,11440660,87230.7693
20200106,11,11440710,16667.7889
20200106,12,11440660,93524.773
20200106,12,11440710,17105.0652
20200106,13,11440710,17129.2529
20200106,13,11440660,98686.412
20200106,14,11440660,102542.8873
20200106,14,11440710,17072.5146
20200106,15,11440710,17579.8089
20200106,15,11440660,105175.9846
20200106,16,11440710,17586.3124
20200106,16,11440660,106694.4773
20200106,17,11440710,18152.4113
20200106,17,11440660,107567.1104
20200106,18,11440660,107731.1192
20200106,18,11440710,18414.726
20200106,19,11440660,104559.3877
20200106,19,11440710,19461.8682
20200106,20,11440710,19997.0758
20200106,20,11440660,97543.9497
20200106,21,11440710,19666.0697
20200106,21,11440660,87375.446
20200106,22,11440660,73687.0163
20200106,22,11440710,19604.4026
20200106,23,11440660,54660.7035
20200106,23,11440710,21177.7924
20200107,0,11440710,21345.673
20200107,0,11440660,50592.9963
20200107,1,11440660,48317.4476
20200107,1,11440710,21504.9804
20200107,2,11440710,21722.7219
20200107,2,11440660,46977.5141
20200107,3,11440660,45903.5084
20200107,3,11440710,21850.1214
20200107,4,11440710,21705.4384
20200107,4,11440660,45286.8695
20200107,5,11440660,45823.1048
20200107,5,11440710,21338.1794
20200107,6,11440710,20807.4819
20200107,6,11440660,46748.7912
20200107,7,11440710,19570.8775
20200107,7,11440660,50815.1357
20200107,8,11440660,60287.3221
20200107,8,11440710,17780.96
20200107,9,11440660,72525.9101
20200107,9,11440710,17086.6319
20200107,10,11440660,80097.6186
20200107,10,11440710,16703.2002
20200107,11,11440710,16691.188
20200107,11,11440660,85730.7067
20200107,12,11440710,16713.6065
20200107,12,11440660,92703.2532
20200107,13,11440660,97141.5004
20200107,13,11440710,17363.0946
20200107,14,11440660,101397.3931
20200107,14,11440710,17098.0657
20200107,15,11440710,17383.3466
20200107,15,11440660,102607.4911
20200107,16,11440660,104250.6876
20200107,16,11440710,17614.1002
20200107,17,11440660,105047.6829
20200107,17,11440710,18269.3637
20200107,18,11440660,105785.6551
20200107,18,11440710,18553.0767
20200107,19,11440710,19181.2168
20200107,19,11440660,103323.5613
20200107,20,11440660,96531.128
20200107,20,11440710,19558.1035
20200107,21,11440710,19489.539
20200107,21,11440660,87223.5019
20200107,22,11440660,72974.6226
20200107,22,11440710,19688.3457
20200107,23,11440660,54132.3153
20200107,23,11440710,21204.0923
20200108,0,11440660,50210.0735
20200108,0,11440710,21350.1605
20200108,1,11440660,48417.5852
20200108,1,11440710,21426.2834
20200108,2,11440660,47088.1999
20200108,2,11440710,21550.3491
20200108,3,11440660,46146.7013
20200108,3,11440710,21638.977
20200108,4,11440710,21585.7287
20200108,4,11440660,45327.9289
20200108,5,11440660,45527.7728
20200108,5,11440710,21453.639
20200108,6,11440660,46891.2049
20200108,6,11440710,20823.0357
20200108,7,11440710,19563.655
20200108,7,11440660,51029.7198
20200108,8,11440710,17818.9869
20200108,8,11440660,61239.3553
20200108,9,11440660,72789.2704
20200108,9,11440710,17308.0995
20200108,10,11440710,17296.5189
20200108,10,11440660,80945.4991
20200108,11,11440660,89003.5716
20200108,11,11440710,17375.7506
20200108,12,11440660,96679.4546
20200108,12,11440710,17577.507
20200108,13,11440660,101128.0373
20200108,13,11440710,17694.5395
20200108,14,11440710,17620.9141
20200108,14,11440660,105025.4603
20200108,15,11440660,107880.8036
20200108,15,11440710,17597.7765
20200108,16,11440660,110498.6717
20200108,16,11440710,17888.0544
20200108,17,11440710,18375.0626
20200108,17,11440660,113300.731
20200108,18,11440710,19491.0224
20200108,18,11440660,115538.9353
20200108,19,11440660,113737.2198
20200108,19,11440710,20545.9121
20200108,20,11440710,20878.4328
20200108,20,11440660,107044.1742
20200108,21,11440710,20528.4843
20200108,21,11440660,95962.4743
20200108,22,11440710,20069.2231
20200108,22,11440660,80186.0693
20200108,23,11440660,58575.7
20200108,23,11440710,21079.9936
20200109,0,11440660,53633.8259
20200109,0,11440710,20977.2584
20200109,1,11440660,51277.4149
20200109,1,11440710,21429.3409
20200109,2,11440710,21552.0899
20200109,2,11440660,49485.1786
20200109,3,11440710,21631.2288
20200109,3,11440660,47866.9354
20200109,4,11440660,47141.079
20200109,4,11440710,21556.7896
20200109,5,11440710,21403.6609
20200109,5,11440660,47382.3467
20200109,6,11440660,48432.8804
20200109,6,11440710,20904.4361
20200109,7,11440660,52775.5249
20200109,7,11440710,19775.2257
20200109,8,11440660,62839.4003
20200109,8,11440710,18088.4391
20200109,9,11440660,74305.7696
20200109,9,11440710,17283.7788
20200109,10,11440660,81669.0486
20200109,10,11440710,17064.5601
20200109,11,11440710,16678.8123
20200109,11,11440660,89304.2303
20200109,12,11440710,17193.2469
20200109,12,11440660,97238.5554
20200109,13,11440710,17517.5813
20200109,13,11440660,102453.8612
20200109,14,11440710,17744.1819
20200109,14,11440660,107342.1829
20200109,15,11440660,110479.6566
20200109,15,11440710,18128.3014
20200109,16,11440710,18589.8775
20200109,16,11440660,112989.0582
20200109,17,11440660,115467.3571
20200109,17,11440710,18912.3618
20200109,18,11440710,19641.1638
20200109,18,11440660,118563.7894
20200109,19,11440660,117391.1771
20200109,19,11440710,20970.9554
20200109,20,11440710,21214.7888
20200109,20,11440660,111079.2594
20200109,21,11440710,20453.5577
20200109,21,11440660,99149.8259
20200109,22,11440660,82342.5822
20200109,22,11440710,20449.1512
20200109,23,11440660,59664.3994
20200109,23,11440710,21513.4741
20200110,0,11440710,21415.4182
20200110,0,11440660,54919.8437
20200110,1,11440660,52648.6017
20200110,1,11440710,21500.4351
20200110,2,11440660,51164.1633
20200110,2,11440710,21429.7265
20200110,3,11440660,49698.9777
20200110,3,11440710,21458.933
20200110,4,11440710,21511.4763
20200110,4,11440660,48854.7878
20200110,5,11440710,21175.6606
20200110,5,11440660,48762.0265
20200110,6,11440660,49326.5722
20200110,6,11440710,20824.3954
20200110,7,11440660,52858.5929
20200110,7,11440710,19336.9279
20200110,8,11440660,62749.4263
20200110,8,11440710,17785.8445
20200110,9,11440710,17447.5557
20200110,9,11440660,74338.8338
20200110,10,11440660,81212.7978
20200110,10,11440710,17240.2263
20200110,11,11440660,89711.7005
20200110,11,11440710,16990.8255
20200110,12,11440710,17275.8974
20200110,12,11440660,96931.7025
20200110,13,11440660,103226.2705
20200110,13,11440710,17513.0797
20200110,14,11440660,108047.0579
20200110,14,11440710,17893.1609
20200110,15,11440710,18169.9252
20200110,15,11440660,111397.0652
20200110,16,11440710,18328.8292
20200110,16,11440660,115210.879
20200110,17,11440660,118359.1337
20200110,17,11440710,18964.4911
20200110,18,11440660,124396.7908
20200110,18,11440710,20512.615
20200110,19,11440710,22086.0139
20200110,19,11440660,127682.1132
20200110,20,11440660,125209.2976
20200110,20,11440710,22616.9603
20200110,21,11440710,22170.078
20200110,21,11440660,116623.421
20200110,22,11440710,22062.8944
20200110,22,11440660,101596.3044
20200110,23,11440710,22977.6033
20200110,23,11440660,77350.3731
20200111,0,11440660,70133.7977
20200111,0,11440710,22146.2726
20200111,1,11440660,65954.8351
20200111,1,11440710,21981.6397
20200111,2,11440710,21796.505
20200111,2,11440660,62820.2025
20200111,3,11440710,21912.6648
20200111,3,11440660,59827.4919
20200111,4,11440660,57360.2259
20200111,4,11440710,21792.1054
20200111,5,11440660,55530.2385
20200111,5,11440710,21623.6356
20200111,6,11440710,21151.3821
20200111,6,11440660,53166.8565
20200111,7,11440660,53360.1337
20200111,7,11440710,20832.3471
20200111,8,11440710,20165.6819
20200111,8,11440660,55927.8213
20200111,9,11440710,19157.3205
20200111,9,11440660,63290.6903
20200111,10,11440710,18306.8076
20200111,10,11440660,72628.6772
20200111,11,11440710,18163.6384
20200111,11,11440660,84353.3195
20200111,12,11440710,19288.1537
20200111,12,11440660,99617.5027
20200111,13,11440710,20208.2817
20200111,13,11440660,113789.3738
20200111,14,11440710,21326.5495
20200111,14,11440660,125115.844
20200111,15,11440710,21774.1693
20200111,15,11440660,135004.057
20200111,16,11440660,141592.1366
20200111,16,11440710,22159.4799
20200111,17,11440710,23108.0651
20200111,17,11440660,145976.7866
20200111,18,11440710,23557.5542
20200111,18,11440660,147956.5918
20200111,19,11440710,24169.174
20200111,19,11440660,144733.0891
20200111,20,11440660,136207.122
20200111,20,11440710,23749.2691
20200111,21,11440660,123714.0562
20200111,21,11440710,23269.862
20200111,22,11440710,22665.3312
20200111,22,11440660,106219.992
20200111,23,11440710,23997.2718
20200111,23,11440660,79072.3685
20200112,0,11440710,22548.0905
20200112,0,11440660,74934.2916
20200112,1,11440710,22345.8253
20200112,1,11440660,70793.9955
20200112,2,11440660,66858.8084
20200112,2,11440710,22038.4673
20200112,3,11440660,63248.4501
20200112,3,11440710,21992.7306
20200112,4,11440660,60509.1739
20200112,4,11440710,21935.4459
20200112,5,11440710,21696.8861
20200112,5,11440660,57265.2932
20200112,6,11440660,54077.5669
20200112,6,11440710,21378.6185
20200112,7,11440710,21029.0525
20200112,7,11440660,53504.7942
20200112,8,11440710,20715.1802
20200112,8,11440660,55544.8232
20200112,9,11440710,19994.0267
20200112,9,11440660,60891.2181
20200112,10,11440710,19409.2185
20200112,10,11440660,68673.8947
20200112,11,11440660,78767.2893
20200112,11,11440710,19132.4209
20200112,12,11440710,19522.8212
20200112,12,11440660,90473.7525
20200112,13,11440660,100435.3203
20200112,13,11440710,20538.1792
20200112,14,11440710,21194.2314
20200112,14,11440660,109420.49
20200112,15,11440710,21804.8155
20200112,15,11440660,113458.683
20200112,16,11440660,117286.3482
20200112,16,11440710,21847.2157
20200112,17,11440660,118142.239
20200112,17,11440710,21694.0738
20200112,18,11440710,22174.1186
20200112,18,11440660,115882.9614
20200112,19,11440660,108604.6757
20200112,19,11440710,22455.3645
20200112,20,11440660,99350.9141
20200112,20,11440710,21623.8268
20200112,21,11440710,20930.389
20200112,21,11440660,87243.1722
20200112,22,11440660,73044.3677
20200112,22,11440710,20467.194
20200112,23,11440710,21501.8961
20200112,23,11440660,53595.461
20200113,0,11440710,21311.9852
20200113,0,11440660,50395.5262
20200113,1,11440660,48902.5962
20200113,1,11440710,21161.0329
20200113,2,11440660,46363.8947
20200113,2,11440710,22239.1717
20200113,3,11440660,46021.4651
20200113,3,11440710,21451.74
20200113,4,11440660,45582.3014
20200113,4,11440710,21529.3993
20200113,5,11440660,45906.1966
20200113,5,11440710,21275.8999
20200113,6,11440660,46697.3132
20200113,6,11440710,20497.2361
20200113,7,11440710,19379.2694
20200113,7,11440660,50842.1699
20200113,8,11440660,62154.2948
20200113,8,11440710,17805.4421
20200113,9,11440710,17606.2936
20200113,9,11440660,73427.6179
20200113,10,11440660,80528.7876
20200113,10,11440710,17368.5297
20200113,11,11440710,16938.2698
20200113,11,11440660,87323.1046
20200113,12,11440710,16950.574
20200113,12,11440660,94421.0733
20200113,13,11440710,17191.2394
20200113,13,11440660,99694.622
20200113,14,11440660,104401.6035
20200113,14,11440710,17078.3241
20200113,15,11440710,17583.7978
20200113,15,11440660,106513.5556
20200113,16,11440710,17669.6117
20200113,16,11440660,108566.7811
20200113,17,11440710,18149.6726
20200113,17,11440660,111055.0134
20200113,18,11440710,18954.6565
20200113,18,11440660,111744.5866
20200113,19,11440710,19829.6055
20200113,19,11440660,107724.4445
20200113,20,11440710,19948.735
20200113,20,11440660,101274.4972
20200113,21,11440660,90494.5755
20200113,21,11440710,19778.0964
20200113,22,11440710,19837.1729
20200113,22,11440660,76273.5482
20200113,23,11440660,55905.9908
20200113,23,11440710,20959.7584
20200114,0,11440660,51247.6745
20200114,0,11440710,20985.1602
20200114,1,11440710,21137.7756
20200114,1,11440660,49755.0358
20200114,2,11440660,48582.4347
20200114,2,11440710,21322.4608
20200114,3,11440660,48818.5667
20200114,3,11440710,21351.8106
20200114,4,11440710,21313.5596
20200114,4,11440660,47960.0145
20200114,5,11440660,48026.9906
20200114,5,11440710,21113.088
20200114,6,11440710,20564.2527
20200114,6,11440660,48920.7073
20200114,7,11440660,53207.2199
