기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20212,11440660,서교동,CS300017,시계및귀금속,375482381,2552,285266821,90215560,26235550,84364872,51834858,54891699,67939842,44292616,45922944,0,57013444,96376880,140712486,81379571,0,78848083,194623848,9396993,69827058,29984062,72181159,53378616,38704045,1752,800,371,275,411,290,405,455,345,0,161,817,779,795,0,1084,1394,88,787,561,453,327,262
20212,11440660,서교동,CS100003,일식음식점,8537900747,289564,5575113622,2962787125,907297767,1032653792,1185793756,1093738442,1355629865,1699406918,1263380207,5965575,2157678,1682521910,1071684630,4101204168,1674366786,4316608837,3463610876,180142411,3684141466,2114815039,885594429,684308847,231217508,193936,95628,33801,35975,41472,38063,44625,52304,43324,149,120,85367,49569,124633,29726,138234,138385,10700,144438,63529,26573,24262,7119
20212,11440660,서교동,CS100010,커피-음료,15860691430,1716780,9956650304,5904041126,1702845975,2155166797,2150382648,1766928356,2181326528,3259879287,2644161839,25129928,928619314,4181970010,5221547150,4769625256,733799772,5241529612,9977039798,630483845,7657480983,3663449676,1726175790,1161843044,379136084,1129304,587476,202184,213089,246679,218460,248892,316674,270802,1417,144890,470728,535647,488523,75575,615537,1063704,69165,841693,415394,185987,131971,35040
20212,11440660,서교동,CS200008,한의원,2932537206,28809,2410895980,521641226,573119916,471466024,463148518,441537917,461623605,491043412,30597814,0,323023501,1037863967,768068981,803308809,271948,706373252,2194936190,1906925,512254082,944927020,673386473,565807351,203027591,23768,5041,5763,4422,4399,4172,5012,4394,647,0,4095,9261,7817,7618,18,9079,19700,56,4425,7335,6712,5533,4718
20212,11440660,서교동,CS300010,반찬가게,1398985581,36668,1143029357,255956224,366546490,133363005,129831506,121941954,391346402,154032653,101923571,0,169947754,413129847,636055399,179852581,0,378880943,611331646,27584644,159544906,141730131,189553036,338892480,132907394,21715,14953,3330,3901,5620,4806,4058,9352,5601,0,2855,8052,14804,10957,0,13396,21337,3069,11402,4332,7420,4660,3854
20212,11440710,연남동,CS200007,치과의원,722588102,5759,634573238,88014864,184292365,87420788,215080703,46417831,101361551,88014864,0,0,143727114,335426255,178329466,65105267,0,439294552,283293550,0,27080504,255303630,209480140,108339287,122384541,4969,790,1486,921,1184,439,939,790,0,0,1007,2005,1708,1039,0,2767,2992,0,531,1788,1414,1014,1012
20212,11440710,연남동,CS300018,의약품,126051732,13966,101922026,24129706,20579430,20171767,17010371,20920805,23239653,19830528,4299178,0,16580113,30946866,31999576,37567479,8957698,58117109,67934623,418184,35058948,23325525,13620586,22088465,31540024,11176,2790,2138,2287,2082,2436,2233,2151,639,0,1538,3076,3253,5010,1089,6053,7913,69,4689,2959,1834,2250,2165
20212,11440660,서교동,CS300021,문구,5293609840,186774,3915584028,1378025812,775528209,785600582,738484987,825730263,790239987,705150575,672875237,0,480150058,1302510459,1770111812,1728968980,11868531,1660416064,2756678701,159996739,1419171213,828241170,823428844,906426819,279829977,143650,43124,28963,28764,28574,28771,28578,23355,19769,0,13792,43708,61456,67427,391,57077,110304,9492,66976,30644,25757,27628,6885
20212,11440660,서교동,CS300001,슈퍼마켓,2297702330,173269,1609843747,687858583,299277030,300268728,313490773,310676107,386131109,383743749,304114834,1729039,180510519,429126780,605482696,843335158,237518138,1063248494,1224136891,26166976,596519157,435540462,359931533,417586102,451641158,121056,52213,22884,23667,23658,25098,25749,27886,24327,332,13142,30596,39336,66574,23289,80420,92507,3345,50439,35444,30254,27923,25525
20212,11440660,서교동,CS300022,화장품,20884646008,876956,13922695587,6961950421,2430158684,2668993405,3028175583,2806541766,2988826149,4016615956,2945334465,0,355853803,3592409114,5370207394,9284164795,2282010902,4873010878,15735111185,605719242,10533121937,4093143470,2475971642,2128983741,771182030,576931,300025,103648,104662,125482,111110,132029,161868,138157,0,12439,134174,221412,399882,109049,195936,680137,35050,489632,175310,78418,75853,21812
20212,11440660,서교동,CS300014,신발,5482008019,103928,3146461366,2335546653,600095831,538319584,679037795,639515199,689492957,1217183560,1118363093,0,817249,1316391345,1772256417,2206396640,186146368,2920503842,2561504177,150034155,2625537012,1671294842,564363577,368558556,102219877,60758,43170,10733,11110,13064,11809,14042,23461,19709,0,20,19378,32891,46632,5007,38717,65211,2927,52686,25410,10861,9410,2634
20212,11440660,서교동,CS300028,화초,1198958749,53307,762489610,436469139,108799915,129011323,128657416,127639373,268381583,326276020,110193119,0,44359768,252801961,344405001,479973759,77418260,500825750,637265256,20312472,465038624,382564245,121359321,93927636,54888708,31750,21557,4396,4981,5972,5000,11401,15207,6350,0,1492,10210,14016,23329,4260,21090,31384,1590,25604,15837,4836,3054,1551
20212,11440660,서교동,CS200034,여관,205339259,3767,118543935,86795324,15771581,20640754,20963876,23705601,37462123,48466982,38328342,15599926,5836119,4963572,18429337,56321644,104188661,139225474,54417324,13490807,109922008,48167594,10438150,10437971,1186268,2193,1574,260,452,431,497,553,670,904,253,87,190,531,1105,1601,2612,1020,263,1947,973,216,215,18
20212,11440660,서교동,CS300019,의료기기,30630911,123,30630911,0,0,0,0,0,30630911,0,0,0,0,30630911,0,0,0,30630911,0,0,0,0,0,0,30630911,123,0,0,0,0,0,123,0,0,0,0,123,0,0,0,123,0,0,0,0,0,0,123
20212,11440660,서교동,CS200030,피부관리실,883441901,8939,673829243,209612658,115815269,102898840,137555830,175456434,142102870,168940446,40672212,956612,10366701,228349695,250730899,322546551,70491443,180546990,692067928,2277030,356815769,360096614,83388796,57186422,12850287,6700,2239,1158,1244,1331,1429,1538,1556,683,6,138,2251,2571,3555,418,1501,7407,106,4093,3003,828,721,156
20212,11440660,서교동,CS200006,일반의원,21341083603,304555,18001268203,3339815400,4205144989,3386614543,3032397173,3422555062,3954556436,3094087461,245727939,0,2006723736,7115189142,6440377539,5766582009,12211177,4936135109,16365822357,93121949,6324034212,6305437812,3773626572,3022842496,1782894429,263765,40790,61760,54375,41387,50020,56223,39010,1780,0,53691,91112,95625,64073,54,105763,198519,1650,81575,72042,50956,49082,48978
20212,11440660,서교동,CS200002,외국어학원,1571117991,4841,1278170247,292947744,246647796,482527193,217056470,161589006,170349782,154022682,138925062,0,108930787,273464405,674158823,498538657,16025319,698570815,702000325,9631324,185624123,141403377,433530116,500314419,130067780,4050,791,1101,993,650,748,558,760,31,0,566,1209,1167,1780,119,1774,2573,21,1570,880,716,1026,136
20212,11440660,서교동,CS200001,일반교습학원,249740847,508,237882816,11858031,94765778,59635959,24647234,46610909,12222936,7339042,4518989,0,26538619,15804612,77347622,120612638,9437356,86217264,163523583,0,51510566,66422571,113433707,13938898,4435105,475,33,173,121,46,120,15,15,18,0,39,39,200,207,23,183,325,0,64,109,304,21,10
20212,11440660,서교동,CS300033,철물점,366016509,17005,282020149,83996360,74600508,43741973,50868654,58656724,54152290,45160900,38835460,495313,169432042,79148118,80068817,36872219,0,151023875,62453153,17482,25549414,50224747,61241094,38561581,37882711,13084,3921,2913,1987,2781,2781,2622,2305,1616,26,6543,3893,4026,2517,0,7682,3390,26,1775,2728,2596,1960,1987
20212,11440660,서교동,CS300029,애완동물,361580642,4372,283805564,77775078,18696826,27427933,26436303,186683208,24561294,42331962,35443116,0,3546391,195808284,65088687,85247142,11890138,92892967,254672273,1736207,29712752,58867770,205445029,35187704,16615780,2841,1531,452,529,650,605,605,886,645,0,93,750,1354,1873,302,1945,2278,19,823,1549,764,744,323
20212,11440660,서교동,CS200031,세탁소,44549425,2541,33215311,11334114,8134329,5259680,6160899,5517166,8143237,11334114,0,0,5676918,11684393,13723231,13464883,0,17609616,25029094,301385,6961791,10298691,9712455,10543704,4820684,2004,537,493,360,435,343,373,537,0,0,344,708,627,862,0,1221,1263,5,581,641,562,440,256
20212,11440710,연남동,CS300022,화장품,51695621,1976,29017004,22678617,4062425,1137114,11505268,6597337,5714860,10414986,12263631,0,2005013,12090848,21647930,15951830,0,27010267,24685354,0,7958230,4324448,12348327,8526660,18537956,1084,892,239,26,302,249,268,419,473,0,40,546,845,545,0,1097,879,0,390,149,473,429,535
20212,11440660,서교동,CS100001,한식음식점,37514155813,1455093,25795588787,11718567026,4600973123,4887012946,5160495681,4993012587,6154094450,6924847260,4793719766,158315263,529203183,8133186771,4104344956,17001463454,7587642186,19088420908,14133939305,681438083,12725399903,8333551869,4994693117,4166370376,2320906833,1054208,400885,196805,208434,208319,207008,233642,233127,167758,7435,38174,513286,218007,513930,164261,739115,617538,35203,529497,315872,202686,171136,102243
20212,11440660,서교동,CS200024,스포츠클럽,903518132,2219,771416003,132102129,223737495,139579867,190691629,77262347,140144665,125066489,7035640,0,155259777,189177560,146666064,343632858,68781873,182727037,634799006,0,221326554,352194471,160983577,69696808,13324632,1983,236,642,389,388,234,330,186,50,0,336,460,255,929,239,734,1398,0,838,696,203,345,50
20212,11440660,서교동,CS100002,중식음식점,3690952903,142338,2515118100,1175834803,437589055,474824847,540562841,491839129,570302228,668867671,506967132,13966538,9015068,984559927,560219176,1679217556,443974638,1683047351,1525287050,102846670,1183264634,795085425,499223699,421352294,206561682,101746,40592,18477,19771,20798,19790,22910,22594,17998,603,523,49981,27108,54251,9872,61566,70430,7389,54840,27702,19233,15456,7373
20212,11440660,서교동,CS200025,자동차수리,117393321,677,110703061,6690260,18299120,19115829,27612499,30885860,14789753,5295544,1394716,0,4893823,37812683,36460727,38226088,0,82759943,24246097,0,12613201,12578848,69244816,7136872,5432303,542,135,145,115,121,88,73,96,39,0,98,171,245,163,0,424,123,0,64,112,237,110,25
20213,11440660,서교동,CS200034,여관,183625609,2713,105728713,77896896,36536209,17315196,20338413,14211071,17327824,47336501,30560395,24565219,4149247,5648967,12054049,44916178,92291949,88356149,41006753,4117543,100465880,17278890,4335613,2880428,284548,1398,1315,252,362,192,287,305,720,595,342,121,158,327,765,1000,1700,798,117,1853,393,80,48,4
20213,11440660,서교동,CS300031,가구,1567699210,1454,1015294159,552405051,197815757,242191888,245947628,200559914,128778972,500237676,52167375,0,1179527,254616658,719192521,592710504,0,734687134,831832549,0,17116565,650873736,320510798,392880505,185138079,832,622,130,319,110,124,149,412,210,0,8,258,641,547,0,681,766,0,29,455,403,421,139
20213,11440660,서교동,CS300003,컴퓨터및주변장치판매,267045960,662,258776450,8269510,118474978,27838407,10205898,74425594,27831573,751773,7517737,0,15035474,45812632,173741733,32456121,0,78138901,45022131,0,25163915,9636371,17329524,69527675,1503547,547,115,137,114,68,136,92,92,23,0,46,274,250,92,0,251,274,0,158,115,115,114,23
20213,11440660,서교동,CS200006,일반의원,21719728718,321097,18369073460,3350655258,3712358281,3438472987,3135760997,3874057266,4208423929,3170834728,179820530,0,2108368001,7219178329,6763528227,5593435088,35219073,5711101449,15975595584,98713718,6649748365,6306451880,3604615710,3288771008,1738396351,278701,42396,58475,53077,47483,57272,62394,40868,1528,0,59528,97324,99032,65115,98,113147,207787,2095,85536,75559,52541,53688,51516
20213,11440660,서교동,CS200003,예술학원,9181257039,30270,6838227460,2343029579,1262496916,1379493564,1366480267,1636697299,1193059414,1521602819,821426760,19996290,363932216,1438998110,2227026916,4185116021,946187486,3341251732,5840005307,165392656,1434175087,584013015,3689894420,3027776041,280005820,23909,6361,5036,4862,4538,5560,3913,4058,2303,35,861,4547,6178,16812,1837,9209,21060,1539,7776,3364,9197,7749,643
20213,11440660,서교동,CS200029,네일숍,428882907,6975,300509667,128373240,48874662,77748314,35880763,70208032,67797896,108532251,19840989,0,5144380,91902609,95500355,214563271,21772292,24723194,356291579,2155146,173038978,147141937,30737343,22944829,4996541,5092,1883,924,997,714,1256,1201,1534,349,0,136,1598,1812,3152,277,561,6241,55,3710,2068,511,384,75
20213,11440660,서교동,CS200037,노래방,557258108,58245,354213178,203044930,75980105,64788803,62470572,68708466,82265232,110934873,92110057,28733395,7051284,15174703,77663542,266832084,161803100,322326694,206678137,35816611,230470791,75005475,68857604,60241084,58613270,36161,22084,6854,6032,7095,7462,8718,11549,10535,131,167,3159,13822,33232,7734,32636,25400,7716,38351,6287,2369,2628,679
20213,11440710,연남동,CS100002,중식음식점,1341862542,39270,857431423,484431119,178733469,137256606,155086836,174893278,211461234,251781538,232649581,362696,2220626,194803592,222106412,728073166,194296050,726141904,528449458,48905661,573504401,264525402,164161536,143544666,59949699,25171,14099,5256,4181,4538,5300,5896,7442,6657,5,131,8241,6656,20059,4178,21048,15706,1758,15402,7236,5410,4774,2173
20213,11440710,연남동,CS300036,조명용품,9626159,580,9626159,0,0,0,5798891,3827268,0,0,0,0,9626159,0,0,0,0,9626159,0,0,5798891,0,0,0,3827268,580,0,0,0,290,290,0,0,0,0,580,0,0,0,0,580,0,0,290,0,0,0,290
20213,11440710,연남동,CS200036,고시원,54000000,48,50033898,3966102,19828642,6697674,0,8237288,15270294,3966102,0,0,33223990,9473684,0,0,11302326,0,54000000,0,0,0,0,54000000,0,42,6,14,9,0,6,13,6,0,0,32,7,0,0,9,0,48,0,0,0,0,48,0
20213,11440710,연남동,CS100009,호프-간이주점,1269643178,26733,743320421,526322757,118402095,103333955,142080421,149784360,229719590,304574092,221748665,23124150,0,247240,24872120,632113693,589285975,600490934,653678461,25137516,704960339,352182040,113838888,45624307,12426305,15759,10974,2691,2347,3056,3150,4515,6222,4752,220,0,24,580,13701,12208,12118,14410,520,16070,6859,1690,1112,277
20213,11440660,서교동,CS200030,피부관리실,992578139,10356,744037097,248541042,143571146,133960640,111609349,205402419,149493543,203888547,44652495,3980454,68070465,220776693,324308707,324286446,51155374,224296566,759644847,7939995,415226544,333441200,97009074,71747370,58577231,7494,2862,1329,1235,1392,1859,1679,2099,763,32,380,2512,3065,3945,422,1725,8461,161,5045,3125,788,784,282
20213,11440660,서교동,CS100005,제과점,2256443137,252135,1541638362,714804775,256855752,275141564,303397870,338678042,367565134,424923869,289880906,380620,276063338,503714537,603475814,753824136,118984692,753833839,1397552007,72022244,834523774,506670335,327355122,262642635,148171736,176652,75483,31995,32104,35845,37620,39088,43675,31808,31,35961,55671,61011,85107,14354,82415,163980,9412,102053,57057,34698,28089,15092
20213,11440660,서교동,CS300036,조명용품,1446716947,40879,1282689551,164027396,287685163,157827635,352613097,199714075,284849581,164027396,0,0,504695924,413442717,423977068,104601238,0,703587393,293760881,0,139032122,194311405,177729708,181027467,305247576,34414,6465,7544,4936,6643,7345,7946,6465,0,0,9485,12122,14129,5143,0,19765,11415,0,2636,4279,5441,7827,10997
20213,11440710,연남동,CS200007,치과의원,789739867,5680,744278949,45460918,142873651,138696587,195327865,52146249,215234597,45460918,0,0,89425364,368492760,229288878,102532865,0,448293006,341446861,0,72946710,143586920,215480291,134775349,222950597,4966,714,1215,1176,1056,308,1211,714,0,0,694,2157,2095,734,0,2865,2815,0,736,1585,1206,830,1323
20213,11440710,연남동,CS300033,철물점,102015730,7117,85364691,16651039,23450824,19847525,15044136,18926845,8095361,13820347,2830692,0,12457494,26163538,32355189,31039509,0,52230125,34665642,0,6302753,20025358,39000008,11961816,9605833,5550,1567,1452,1075,962,1171,890,1331,236,0,835,2196,2096,1990,0,3502,2624,0,613,1504,2251,980,779
20213,11440710,연남동,CS200028,미용실,651970923,11213,418238560,233732363,62502420,59112639,84567430,99312670,112743401,182464664,51267699,17418760,5173284,106456402,206019620,280472385,36430472,232020078,418019056,9975978,242950215,195550378,83499880,87629113,30433570,7326,3887,1006,1193,1504,1799,1824,2812,1075,22,225,2646,3777,4227,316,6224,4958,133,3146,3331,1922,1718,932
20213,11440660,서교동,CS300002,편의점,15036315764,2651439,10827319781,4208995983,1987950212,2038816650,2062336424,2346461666,2391754829,2294850106,1914145877,1312044887,2134208610,2045122085,2172558372,4101189070,3271192740,9114811804,5615216065,326131318,5814124620,4040403429,2415150824,1568566491,565651191,1929185,722254,356087,358607,375730,421113,417648,392922,329332,183127,440177,418887,428622,709316,471310,1540090,1080913,80283,1115540,695714,377069,261638,90758
20213,11440660,서교동,CS300004,핸드폰,1671743179,23803,1575582225,96160954,429013787,444303160,266816712,92599255,342849311,51004827,45156127,34339551,381543629,409870947,535407272,42596330,267985450,677760682,993982497,2415292,301108309,193460175,333792062,582733917,258233424,20978,2825,3965,3930,5144,2125,5814,1130,1695,1249,4995,6438,6274,2250,2597,11306,12497,200,6000,4054,4624,5804,3121
20213,11440660,서교동,CS300035,인테리어,40396851,136,31783116,8613735,0,0,0,31783116,0,8613735,0,0,0,0,40396851,0,0,0,8613735,0,0,7342410,0,0,1271325,34,102,0,0,0,34,0,102,0,0,0,0,136,0,0,0,102,0,0,34,0,0,68
20213,11440710,연남동,CS100001,한식음식점,7625508453,206835,4755637546,2869870907,873349484,792270810,936328786,1027614045,1126074421,1484620398,1385250509,26637272,73717243,1773377583,1286596061,3629299563,835880731,4008443509,2932379844,51390132,1770807630,1595507788,1217120542,1365310001,940687261,140168,66667,25949,24753,27961,30077,31428,34989,31678,885,3670,62841,37901,85578,15960,105367,84595,2560,56053,45536,30478,32502,22838
20213,11440710,연남동,CS300011,일반의류,595431532,7789,358570690,236860842,81741473,30437469,116136605,45599316,84655827,163137191,73723651,0,0,184792670,155767188,235694924,19176750,145532428,445102986,6574352,191797530,84959710,144903076,126707956,35692789,4489,3300,1078,537,944,833,1097,1870,1430,0,0,1132,2326,3795,536,1753,5967,332,3951,1067,1041,916,414
20213,11440710,연남동,CS300043,전자상거래업,2319732430,48912,844071034,1475661396,47548791,42235226,77601554,243586290,433099173,1120239372,355422024,0,0,180597860,921790229,1210557057,6787284,206167123,2113565307,711736,1527786511,540105378,78905630,154564603,17658572,21817,27095,1276,1515,3270,7217,8539,17072,10023,0,0,3574,18649,26332,357,4526,44386,108,33520,9470,2342,3077,395
20213,11440710,연남동,CS300010,반찬가게,682264038,16207,633788858,48475180,149610651,101403993,95672899,101914024,185187291,48475180,0,0,30018734,388284456,263960848,0,0,422567745,683219,0,10518394,185142804,142764162,84825606,0,14459,1748,3178,2224,1907,2702,4448,1748,0,0,1431,6991,7785,0,0,12871,159,0,477,6832,3654,2065,0
20213,11440660,서교동,CS200007,치과의원,4568323936,33998,4019687521,548636415,713318887,913539965,695603303,1051609983,645615383,548636415,0,0,501915500,1718661161,1510914586,836611787,220902,2083832988,2474966613,4753211,567702572,671290678,899218546,1196231853,1219602740,30044,3954,5474,6593,4256,6916,6805,3954,0,0,5645,11043,12512,4768,30,14724,19224,217,7178,6035,6595,6979,6942
20213,11440660,서교동,CS300015,가방,235891882,10887,108272037,127619845,18971067,21579062,27169416,22237227,18315265,67638579,59981266,0,613672,29494123,98905343,92675758,14202986,123092035,112493994,7548543,133815938,55837871,23027197,12109001,3247479,5497,5390,961,1179,1181,1181,995,2883,2507,0,36,1607,3882,4617,745,5207,5658,639,5961,2252,1137,662,213
20213,11440710,연남동,CS200031,세탁소,131339408,19619,91531573,39807835,21739002,14928249,21594868,15070478,18198976,25071602,14736233,7090661,11892915,23813877,28539451,44139032,15863472,70190607,59000231,368943,44374686,27733827,34453082,13607670,8652631,13262,6357,3173,1772,3163,2722,2432,2905,3452,1631,1801,3549,3066,6251,3321,11525,7799,34,9198,4152,3611,1569,761
20213,11440710,연남동,CS300024,운동/경기용품,400096356,267,400096356,0,0,0,0,400096356,0,0,0,0,0,0,400096356,0,0,400096356,0,0,0,0,0,400096356,0,267,0,0,0,0,267,0,0,0,0,0,0,267,0,0,267,0,0,0,0,0,267,0
20213,11440710,연남동,CS300020,서적,298825779,421,298825779,0,83598126,140776410,12125000,55944664,6381579,0,0,0,28717105,82298276,110400759,73580692,3828947,154162073,144663706,0,0,158494379,118889624,6381579,15060197,421,0,81,172,44,111,13,0,0,0,13,133,87,175,13,262,159,0,0,164,201,13,43
20213,11440660,서교동,CS200019,PC방,626409458,133558,423745050,202664408,81317745,74701100,86799786,92726606,88199813,100856419,101807989,17726739,50149222,106345978,169009613,244513126,38664780,532086697,94322761,52599161,373478842,121076051,33789727,42039371,3426306,88935,44623,17173,15943,17244,19020,19555,22802,21821,3600,9347,21667,37223,53662,8059,109828,23730,14819,83511,19287,7299,7969,673
20213,11440710,연남동,CS100008,분식전문점,251065755,27550,211663414,39402341,39514898,38824425,39568621,50377520,43377950,34307476,5094865,0,20023342,103814463,57279187,67912866,2035897,126530899,92664015,1371399,61286265,69621272,40900877,33475808,12539294,23444,4106,4202,4479,4764,5176,4823,3818,288,0,2102,11180,6057,8096,115,13240,11836,199,7716,6772,4908,3694,1785
20213,11440710,연남동,CS200037,노래방,5410882,261,2683527,2727355,901745,452961,316533,582580,429708,1489957,1237398,0,0,0,802123,3019351,1589408,4065681,1345201,105040,1435296,2225172,133687,469317,1042370,151,110,56,16,15,44,20,51,59,0,0,0,48,125,88,197,64,20,69,108,10,24,30
20213,11440660,서교동,CS200001,일반교습학원,201317679,379,198309348,3008331,39185943,32080723,31914269,56909823,38218590,0,3008331,8676459,15480741,59658871,35849267,51029003,30623338,60914646,140403033,0,26346630,70125607,89386345,15459097,0,377,2,82,45,57,109,84,0,2,36,20,103,114,85,21,117,262,0,27,86,245,21,0
20213,11440660,서교동,CS300018,의약품,9114314797,595549,7815275760,1299039037,1624808189,1583582263,1307148460,1745789073,1553947775,1117464568,181574469,0,1787997069,2863398468,2686065162,1661761374,115092724,3972806379,5080239477,37060336,1427444248,1479011775,1697421277,1677064285,2735043935,500845,94704,108619,95053,87430,102534,107209,74660,20044,0,106234,172642,170895,135004,10774,243995,350633,4730,152693,112810,96379,100663,127351
20213,11440660,서교동,CS300021,문구,5245185944,160735,3928138725,1317047219,602238184,677755069,789818170,991255736,867071566,678727782,638319437,619811,420632635,1327055839,1783095214,1710239981,3542464,1696489628,2520249703,131389021,1166138182,881617734,799052152,892108488,346433752,123777,36958,22840,22954,23687,28394,25902,20333,16625,14,12796,40669,52003,55089,164,52382,89046,6687,51607,29033,23184,23306,7613
20213,11440660,서교동,CS300028,화초,677101134,30244,463052878,214048256,84750584,73292256,88049339,104063023,112897676,135614660,78433596,0,40074180,169720381,201372269,241250982,24683322,315753987,297355435,17261386,273419085,172425046,67255529,63308097,19440283,19626,10618,3495,3052,3431,4799,4849,6521,4097,0,1172,6751,8705,12280,1336,12863,16238,988,15464,7288,2715,2047,597
20213,11440660,서교동,CS300017,시계및귀금속,334090511,2212,265136205,68954306,40865658,51137666,36795023,82688024,53649834,44893546,24060760,0,17083999,86587591,74381259,156037662,0,167219421,161676612,3658464,60622215,57293357,96452123,46732245,64137629,1510,702,298,273,256,320,363,515,187,0,171,653,653,735,0,959,1229,65,574,391,434,486,238
20213,11440660,서교동,CS300007,육류판매,3150667624,11342,2356625499,794042125,519361406,827024324,448400588,110867833,450971348,782990441,11051684,0,697085268,1551526591,371316243,529922160,817362,2106454162,1037593478,0,34492960,29345499,1376478780,108566453,1595163948,8787,2555,1879,2167,1941,1480,1320,2275,280,0,1039,2853,4259,3137,54,5355,5890,0,1820,1134,1375,2783,4132
20213,11440710,연남동,CS100010,커피-음료,3217440324,340549,1947555246,1269885078,369892358,361698726,372863369,422497348,420603445,644058465,625826613,1971897,165079680,824835814,1242165528,924008882,59378523,1081925450,1946424073,79591059,1433382635,859618051,333576725,256551004,65630059,238959,101590,45202,46496,45469,52686,49106,54951,46639,239,49248,90421,114072,82716,3853,135838,196815,7801,138287,114590,43929,22023,6022
20213,11440710,연남동,CS300028,화초,4856028,197,2526484,2329544,0,213823,540183,1012845,759633,799022,1530522,0,0,787768,2824712,1243548,0,1643059,3212969,0,3111684,1423610,320734,0,0,113,84,0,18,23,50,22,33,51,0,0,33,85,79,0,68,129,0,128,52,17,0,0
20213,11440660,서교동,CS300043,전자상거래업,7544269395,286067,4442230887,3102038508,734883052,715282923,1032692382,903727391,1055645139,1778099748,1323938760,0,54478679,982895710,3370448120,3087742605,48704281,2197958638,4883033733,276392218,3838181585,1853744221,632693287,424895674,55085385,164702,121365,28148,25528,35483,36740,38803,65403,55962,0,773,33306,111644,136722,3622,62152,222846,18217,182333,47961,19134,15549,1803
20213,11440660,서교동,CS300011,일반의류,27847241445,657128,17500447878,10346793567,3090784890,2928552131,3401445878,4106646441,3973018538,5777726207,4569067360,0,65542347,2593634075,8566836437,14295180517,2326048069,8230746500,19071782624,1691297268,16214613233,4067282308,2474765780,2473705599,380864939,410705,246423,72105,70574,80745,93425,93856,136791,109632,0,3504,62112,196408,336861,58243,158089,497048,50037,405102,85133,55349,51552,7963
20213,11440660,서교동,CS100008,분식전문점,2562469834,210276,1754840063,807629771,314920277,319778779,352550721,383106822,384483464,444736860,362892911,46160460,61540445,739063765,520176661,931205497,264323006,1126577886,1273792299,109600853,1058899298,544842560,351504806,265365992,70156684,146804,63472,26513,27270,28998,32527,31496,34769,28703,3604,6956,58216,43299,76548,21653,91317,111364,10291,91004,44069,29425,22221,5662
20213,11440660,서교동,CS300029,애완동물,290380760,4916,164687484,125693276,27700151,11493622,49436286,32978599,43078826,64075316,61617960,0,8653788,44936338,104219611,110684761,21886262,130820650,146912065,1274319,64726215,74186637,55397872,44891160,37256510,2987,1929,569,319,664,648,787,1114,815,0,125,1000,1596,1972,223,2114,2679,81,1144,1391,965,776,436
20213,11440710,연남동,CS100005,제과점,255376925,29148,165535814,89841111,27119386,25373599,37107701,37875877,38059251,47678043,42163068,0,27362323,61111962,70372961,76426456,20103223,83575264,159997400,2409679,75263146,62043439,44243391,39079439,20533571,19258,9890,3299,2923,4233,4530,4273,5285,4605,0,3817,6999,6864,8778,2690,9703,18455,389,8876,7302,4844,4191,2556
20213,11440660,서교동,CS100009,호프-간이주점,9098880562,238881,5837719776,3261160786,1022400439,1075345579,1055052459,1145827183,1539094116,1958017920,1303142866,95821878,21124222,54159797,448106047,4304899456,4174769162,4988279957,3743756099,277036974,4691175966,1991933040,833450936,668050577,270388569,146739,92142,25702,25901,27760,29825,37551,53991,38151,700,269,2430,12330,125824,97328,123708,111796,9008,140979,48183,17296,15987,4063
20213,11440660,서교동,CS200026,자동차미용,15019452,436,12561062,2458390,2036536,1491035,2291102,2342017,4400372,1621956,836434,0,3469384,4109439,5389547,2051082,0,5389547,3782139,0,472767,2392929,4487652,1214648,603687,356,80,66,37,58,73,122,50,30,0,95,124,158,59,0,160,116,0,14,66,145,37,14
20213,11440660,서교동,CS200016,당구장,260571801,12560,162591816,97979985,37377590,34476923,28918578,34247606,27571119,51904753,46075232,0,11639637,33195162,57060781,115662999,43013222,185732535,74423949,2823925,116843557,57274066,47884697,25820573,9509666,7649,4911,1659,1472,1448,1712,1358,2486,2425,0,490,1663,2746,5435,2226,9516,3029,225,5179,2581,2626,1419,516
