기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20202,11440660,서교동,CS200005,스포츠 강습,265062771,775,258297482,6765289,71872835,59294833,40373068,60055625,26701121,4018996,2746293,5418695,10493410,31158332,23214817,180739580,14037937,40873034,220870785,0,85247882,97881197,35657265,28850977,14106499,725,50,225,148,160,94,98,19,31,51,54,97,101,408,64,175,557,0,217,274,115,91,36
20202,11440660,서교동,CS300004,핸드폰,584488017,7805,527258713,57229304,197968560,147103774,51402217,52929239,77854923,2577569,54651735,0,264914027,131314207,171297110,14483175,2479498,396344613,94490083,699918,84970870,997756,161336322,233128156,9701674,6738,1067,1314,1363,2603,709,749,236,831,0,3122,1397,2076,1021,189,5355,1825,80,1193,1324,1343,2568,672
20202,11440710,연남동,CS300007,육류판매,56498881,2124,40078650,16420231,8226795,13195286,7405055,4735869,6515645,9239093,7181138,0,1122089,4382703,7326958,40563110,3104021,27759145,20020720,0,5223245,9140453,14083659,8179906,11152605,1383,741,311,450,107,211,304,425,316,0,48,182,240,1516,138,1078,989,0,325,449,512,329,449
20202,11440660,서교동,CS100004,양식음식점,7835424022,257493,4596586250,3238837772,747731480,902854955,806956064,972247774,1166795977,1781182671,1457655101,731173099,45308548,1304956211,1288920381,3059610548,1405455235,3590884133,3759441931,141711565,3660720429,2041123319,820109856,535095365,151565522,153256,104237,26798,29117,28145,31554,37642,54693,49544,21806,1634,56179,48131,95075,34668,114091,135767,6622,130934,63810,25412,18114,4974
20202,11440710,연남동,CS100002,중식음식점,1635550007,43529,1015711911,619838096,231279556,172312354,183905602,194861342,233353057,335076934,284761162,126562822,2920890,179075184,156596456,706449885,463944770,873618838,635973582,21518397,605632487,474142045,201329448,152160879,54809167,26917,16612,5843,4707,4849,5472,6046,8540,8072,2220,134,7116,5620,18766,9673,22664,18383,755,16632,11221,5738,4754,1950
20202,11440660,서교동,CS100010,커피-음료,11727393975,1222991,7634083720,4093310255,1272195871,1511954516,1479803649,1496729972,1873399712,2327096456,1766213799,208436048,728225611,2723229213,3360875197,3717081193,989546713,4117962745,6852941229,349427346,5564858697,2771163638,1218081621,801624293,265748383,820050,402941,151051,161189,164507,166985,176318,225547,177394,15300,103544,299524,357794,354341,92488,462509,727080,37799,614312,294910,128307,88003,26274
20202,11440660,서교동,CS200006,일반의원,19960145191,290507,16920772752,3039372439,3654665136,3302800147,3250185590,3060801441,3652320438,2920617157,118755282,0,1956342471,6197915065,6292110730,5484397036,29379889,4979306668,14962556102,60721375,6190479507,6016236135,3315548854,2804910865,1553966033,254073,36434,61745,47898,44769,46866,52795,34797,1637,0,48587,84469,95581,61762,108,104763,185671,1232,84499,68599,46291,46491,43322
20202,11440660,서교동,CS300010,반찬가게,2989757362,70844,2414698567,575058795,346545559,472418869,848299038,400510455,346924646,498059451,76999344,32035175,208928831,1176968518,1216706054,347002249,8116535,1731225629,711715224,10845990,311412009,183889127,1103497755,329986696,503309272,61072,9772,11883,13230,11242,13716,11001,6468,3304,287,20813,25388,14559,9079,718,35748,30982,718,17592,15946,15060,8968,8450
20202,11440710,연남동,CS300011,일반의류,587813096,3934,404153071,183660025,110715461,46840696,103140775,46491985,96964154,173834686,9825339,885598,0,204131142,214383041,156970453,11442862,206215095,381598001,787843,29546422,145182675,217963355,140670759,53662042,2723,1211,612,416,612,378,705,897,314,35,0,498,1284,1813,304,1243,2691,35,901,639,1344,643,370
20202,11440710,연남동,CS300010,반찬가게,606388601,18114,558159699,48228902,105055242,85335637,101110050,121122010,145536760,48228902,0,0,8239938,196433394,392645934,9069335,0,473199037,88046268,0,122836413,141528013,69697867,201641747,25541266,16683,1431,3177,3019,3018,3338,4131,1431,0,0,795,5720,11122,477,0,12552,3337,0,2383,6355,2065,4131,954
20202,11440660,서교동,CS300020,서적,1960512190,79921,1270754333,689757857,218877095,281685765,223269141,166573795,380348537,402005624,287752233,199667,13679555,312733648,746172500,826234493,61492327,817213819,1103979158,38827379,884742244,604213813,141931958,211895211,39582373,49162,30759,8179,10342,10143,8262,12236,18121,12638,46,611,10528,26091,39238,3407,28539,50669,1932,43045,21160,5925,5854,1293
20202,11440660,서교동,CS300031,가구,2311800422,2053,1224322995,1087477427,290063632,501817225,265349458,95920093,71172587,454609498,632867929,0,0,764518822,837811797,709469803,0,1696119627,596263416,0,59629399,343564647,1107361043,396470336,385357619,1045,1008,304,286,175,147,133,511,497,0,0,639,746,668,0,1288,685,0,67,530,761,400,216
20202,11440660,서교동,CS200017,골프연습장,93638650,2087,72935685,20702965,13965002,10083642,30349370,8215786,10321885,13331925,7371040,4460054,5878462,15881539,20126729,23448108,23843758,76742042,9849649,0,8183615,30349149,32403882,11618910,4036136,1514,573,264,273,398,277,302,346,227,120,16,136,493,732,590,1677,224,0,281,653,655,185,126
20202,11440660,서교동,CS300035,인테리어,5608785,34,0,5608785,0,0,0,0,0,5608785,0,0,0,0,5608785,0,0,5608785,0,0,0,5608785,0,0,0,0,34,0,0,0,0,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,0
20202,11440710,연남동,CS100003,일식음식점,1424224777,39560,863148679,561076098,115902864,173935815,179679462,178482780,215147758,308168746,252907352,131992768,717075,197606339,190052557,527004193,376851845,664196869,686711685,10648877,717460250,367384013,129432494,95293137,30689789,24451,15109,3277,4922,5100,5226,5926,7905,7204,2061,28,8848,6968,15176,6479,18361,20039,514,20718,9719,3586,2966,898
20202,11440710,연남동,CS100009,호프-간이주점,1676492867,36516,1036208084,640284783,174729775,170388159,185349554,207023247,298717349,389548281,250736502,515797599,7581687,1899149,8572815,355034844,787606773,841237780,805145147,7906622,850277885,542875561,128433855,82387800,34501209,22608,13908,3930,3727,4344,4628,5979,8118,5790,10422,51,104,740,8443,16756,17668,18464,411,19975,10660,2482,1932,672
20202,11440710,연남동,CS100004,양식음식점,2968764314,81175,1687353177,1281411137,265753334,295184256,347443197,348278503,430693887,725000432,556410705,253573903,4480866,433816175,523435258,1192303708,561154404,1128564527,1766539598,27208411,1716894372,778862813,190261251,148604594,33272687,47961,33214,7459,8892,9843,10080,11687,18390,14824,4314,129,15792,17257,32868,10815,28658,51144,1206,48676,19179,5101,4719,918
20202,11440710,연남동,CS300020,서적,209738764,433,173577274,36161490,24287632,18525255,35129718,35812384,59822285,36161490,0,0,35812384,71291208,24287632,78347540,0,127200534,82538230,0,0,65584661,105865466,38288637,0,390,43,81,62,103,62,82,43,0,0,62,147,81,143,0,309,124,0,0,101,204,128,0
20202,11440710,연남동,CS100008,분식전문점,249045401,30203,205836876,43208525,40582979,41337045,47687062,40482272,35747518,29438700,13769825,0,22460792,102726692,50538965,71719589,1599363,113010770,101615875,814514,66515883,65921282,42787175,30334608,8253184,25146,5057,5053,5023,5555,4979,4536,3444,1613,0,2214,12016,6413,9385,175,14612,13403,139,9309,8693,5438,3390,1045
20202,11440660,서교동,CS100003,일식음식점,6636740010,234729,4339463796,2297276214,796061670,794526619,812062956,878590448,1058222103,1304425324,992850890,427533293,2709907,1249570461,783289372,2729807003,1443829974,3538112485,2488164104,96847073,2906059603,1704546738,671410059,473927474,173485644,155439,79290,29464,28934,29622,31147,36272,43281,36009,16683,132,61503,35484,88999,31928,122030,104080,6175,121948,53845,21590,17631,4922
20202,11440660,서교동,CS100006,패스트푸드점,1970470802,156988,1227604482,742866320,237005093,229277726,237992117,245775924,277553622,401842485,341023835,125064331,43866993,304894837,369435419,816548868,310660354,985413329,939887445,58475799,1032929078,451575359,191232425,151250593,39837520,101439,55549,19612,19159,19948,20455,22265,29342,26207,11021,4748,29528,31409,58305,21977,80298,75249,5574,83665,34643,15909,12500,3260
20202,11440660,서교동,CS200007,치과의원,3941246906,27905,3590702764,350544142,711380807,964313644,532443329,735758839,646806145,350544142,0,0,528696845,1225380493,1412503621,769317447,5348500,1912253352,2028993554,27716351,429359725,691787900,678762623,1063809592,1049810715,25329,2576,5467,5491,3822,5264,5285,2576,0,0,4579,8614,10839,3845,28,12531,15374,135,5903,4780,5334,6171,5582
20202,11440660,서교동,CS300007,육류판매,1126605280,15411,864876134,261729146,109439350,164483612,335121724,128784593,127046855,252823578,8905568,0,637408427,186676083,175202710,123909791,3408269,478845028,644936245,245207,52422211,115019590,333360353,80710201,542023711,12222,3189,2768,2638,2084,2147,2585,2789,400,0,3097,3732,4302,4107,173,8106,7272,22,2610,3313,2360,2297,4777
20202,11440710,연남동,CS100010,커피-음료,3137935657,432147,2107362577,1030573080,391329179,410050002,398191576,461122403,446669417,572247796,458325284,1804119,286093348,741399815,1100581624,927455452,80601299,1085384265,1925827127,55454826,1446109327,940568480,352991133,171894232,44193391,337427,94720,67526,67170,66456,68806,67469,53305,41415,87,100098,108889,127693,88269,7111,185121,240746,6081,168683,162159,62393,21591,4954
20202,11440710,연남동,CS200003,예술학원,224025715,329,223152950,872765,1555556,73332408,28736933,19819570,99708483,0,872765,0,0,406607,149519538,74099570,0,89064483,134198843,0,1962163,30478539,31683138,159139486,0,303,26,4,71,28,23,177,0,26,0,0,5,189,135,0,111,213,0,9,68,60,187,0
20202,11440710,연남동,CS200029,네일숍,105975376,872,83445746,22529630,5256618,23275721,21467176,11325903,22120328,22529630,0,0,3867363,9261847,26539666,65169935,1136565,12847577,93127799,803632,54646229,22757831,6295883,14447311,7024490,694,178,38,182,180,113,181,178,0,0,8,127,263,451,23,96,776,11,549,149,57,87,19
20202,11440660,서교동,CS100009,호프-간이주점,13254922214,342013,8019655391,5235266823,1345220148,1487695830,1654826069,1516890498,2015022846,2909208044,2326058779,5431427454,191719276,35655256,194159829,2043124562,5358835837,7627409862,5172023268,284869626,7333920481,2802819721,1371390332,805182848,201250125,198742,143271,35122,35389,38631,37703,51897,78284,64987,144248,4864,1636,2978,52905,135382,190832,146780,9346,209023,65480,27841,20669,5267
20202,11440660,서교동,CS100002,중식음식점,3285437751,126982,2240918097,1044519654,354984576,477418738,406590089,444893349,557031345,582055002,462464652,78271534,6552710,800131555,452013491,1466349554,482118907,1555658485,1321443299,73631683,1097296663,711791669,439320893,356992282,198068590,91051,35931,16350,17903,17846,18493,20459,20331,15600,1843,359,41116,23162,49214,11288,57926,62423,5542,53028,25489,17321,12915,6061
20202,11440660,서교동,CS300029,애완동물,257924969,4398,160019729,97905240,25462148,16060188,19746508,63834859,34916026,46076463,51828777,468085,4695107,79445305,88524157,80232442,4559873,119849876,138075093,953652,41191023,47551515,115398807,39690865,13139107,2840,1558,567,429,528,679,637,867,691,11,127,670,1431,1969,190,2010,2388,31,1229,1047,1061,609,421
20202,11440660,서교동,CS200031,세탁소,53673375,3191,41655480,12017895,9401983,5477390,11109031,6992980,8674096,12017895,0,0,8355358,11493686,17705044,15781431,337856,22651118,30416733,0,6893362,14666768,14783099,11241265,5483357,2599,592,656,352,649,460,482,592,0,0,469,734,861,1104,23,1277,1873,0,526,829,761,709,324
20202,11440710,연남동,CS200025,자동차수리,183003820,891,163826256,19177564,35621020,10933188,41885445,63414605,11971998,19177564,0,0,13069939,32466197,93515510,43952174,0,139094782,24235920,0,6487736,20716241,13381014,98573912,24171799,778,113,196,68,189,193,132,113,0,0,142,236,334,179,0,694,74,0,33,42,133,423,136
20202,11440660,서교동,CS300021,문구,5535768488,199856,3944283312,1591485176,790833723,778914302,784774730,803769057,785991500,907953412,683531764,0,341225201,1144705694,1968283086,2063898560,17655947,1951418263,2889937683,173439268,1726975908,971370098,764392547,949643228,255534896,150116,49740,30156,28835,30370,30797,29958,27701,22039,0,13570,41155,66577,78052,502,67818,113144,8125,75921,35191,26607,28682,6446
20202,11440660,서교동,CS300024,운동/경기용품,1208842282,8531,776684656,432157626,143044280,122865491,109749965,247493219,153531701,213580503,218577123,0,105059557,169619479,397053617,519750136,17359493,706423689,396394188,53513342,450079671,245308039,240407287,113191783,317756,5272,3259,991,900,1129,1145,1107,1667,1592,0,94,1288,3034,3955,160,5570,2940,428,3614,2080,1630,748,10
20202,11440660,서교동,CS200032,가전제품수리,130107896,292,130107896,0,51423023,733665,23707741,28795040,25448427,0,0,0,87352064,12905420,12171755,17678657,0,116963815,4923506,0,159108,3889304,85522324,28727817,3588768,292,0,96,27,62,62,45,0,0,0,96,89,98,9,0,133,106,0,9,27,80,54,71
20202,11440660,서교동,CS200029,네일숍,271820166,3077,208581460,63238706,17717661,56649207,40850446,31392621,61971525,42551201,20687505,0,417014,23811719,69488847,96885209,81217377,12293327,234485988,950112,76561476,126220875,27875659,11229331,3941861,2229,848,368,410,413,348,690,586,262,0,22,443,938,1377,297,221,2764,22,1367,1138,277,152,29
20202,11440660,서교동,CS300003,컴퓨터및주변장치판매,431062475,731,427804789,3257686,68525310,26744918,115590899,200632451,16311211,3257686,0,0,113905,86567879,136298847,204824158,3257686,7039335,114497410,0,8223948,7198803,55016165,5900284,45197545,708,23,159,161,206,136,46,23,0,0,22,252,251,183,23,183,230,0,137,115,69,46,46
20202,11440660,서교동,CS300014,신발,4313110562,90292,2585684812,1727425750,420231297,504707365,564284554,502241896,594219700,988267996,739157754,0,3730866,838207630,1266803980,1846675675,357692411,2234066301,2073668949,91158259,2140394134,1155637873,505550716,329068976,85925291,54595,35697,9728,10677,10352,10738,13100,20455,15242,0,118,14325,26183,40451,9215,33078,57095,2356,47166,19537,10966,7771,2374
20202,11440660,서교동,CS200002,외국어학원,1512191253,6757,1169328903,342862350,295783331,242423054,202060027,184636874,244425617,336131192,6731158,0,236825947,470060304,362450562,390337407,52517033,806026257,648566004,74381,376510557,154650660,318869641,529295387,75191636,5669,1088,1448,1162,1154,1084,821,1056,32,0,804,1588,1636,2450,279,2453,3979,6,2775,1105,928,1462,155
20202,11440660,서교동,CS200016,당구장,96086192,6401,68721244,27364948,14229354,12651951,10249863,14575233,17014843,16889658,10475290,23723585,384660,1062363,10152596,36323896,24439092,78536638,16164341,2826573,19029255,16143433,36191032,10427038,10083649,4460,1941,872,916,705,943,1024,1174,767,1440,18,109,695,2447,1692,5089,1245,267,1548,1133,2084,671,629
20202,11440660,서교동,CS300006,미곡판매,524401674,4096,495460305,28941369,18482717,104789007,274923362,50054768,47210451,28941369,0,0,77705063,383113986,63582625,0,0,151855932,241959338,0,0,19903860,89081665,54943447,229886298,3579,517,632,766,1069,560,552,517,0,0,1352,1515,1229,0,0,1830,1297,0,0,444,533,711,1440
20202,11440660,서교동,CS300011,일반의류,32643375833,843817,20126010038,12517365795,3612329836,3658809402,3945869536,4261734315,4647266949,7207999387,5309366408,322376376,93879949,2639621344,9488403160,15839821982,4259273022,9824567426,22601906671,1416053835,18782398527,5344207128,3425181053,2845394917,613238643,518767,325050,93690,98832,100371,107249,118625,184564,140486,6340,4957,65161,235906,415943,115510,209976,633542,47208,515303,120920,77804,68273,14012
20202,11440660,서교동,CS100007,치킨전문점,1095289747,41449,742605351,352684396,127548959,138275136,139447212,162075878,175258166,207639757,145044639,111169182,0,21561595,69744802,408363048,484451120,620227568,424002257,28578317,415104337,245510868,167131039,141514956,46390308,27431,14018,4609,5203,5279,5777,6563,8105,5913,3395,0,1115,3734,17211,15994,22680,17854,1483,16782,8231,6111,5754,2173
20202,11440660,서교동,CS200028,미용실,9495101143,131549,5904698014,3590403129,825497123,1016532755,1192619333,1209730994,1660317809,2345761247,1244641882,4569152,78902188,1515330493,3231464544,4218867547,445967219,3168136691,6298565743,134090947,3776030752,2702243295,1532213985,998404172,323602433,86407,45142,13428,15363,17128,17573,22915,28550,16592,13,2277,26424,43858,55166,3811,64236,67037,1411,52256,37948,20088,14208,5353
20202,11440660,서교동,CS200019,PC방,717907928,148594,473251137,244656791,89799476,90426350,98168971,89796504,105059836,120876966,123779825,159345455,32137338,57962017,109180343,207631355,151651420,578759490,139148438,38352138,517886817,108058576,21476315,28074775,4059307,97418,51176,18757,18495,19991,18451,21724,26252,24924,29521,6902,12409,24604,45294,29864,119281,29313,9998,107656,20704,4223,5287,726
20202,11440710,연남동,CS100005,제과점,217242442,27727,145947801,71294641,28154034,25272660,28727284,30446504,33347319,39849107,31445534,0,20231667,46963526,58750712,70141967,21154570,81220148,124012886,2909066,66411081,49075296,36052806,30804957,19979829,18944,8783,3668,3307,3630,4002,4337,4665,4118,0,3379,5985,6621,8826,2916,10347,16348,405,8607,6661,4915,3636,2471
20202,11440710,연남동,CS100007,치킨전문점,282966101,13730,185689787,97276314,35748747,33554906,33448593,35078627,47858914,50864995,46411319,19742807,0,11851396,23422783,150248087,77701028,156221534,116849183,5909173,66008727,70667784,63649742,45220539,21614748,9010,4720,1649,1584,1665,1769,2343,2395,2325,922,0,568,1057,7408,3775,7406,6037,265,3305,3598,2934,2256,1089
20202,11440710,연남동,CS200005,스포츠 강습,2228988,16,2228988,0,1114494,1114494,0,0,0,0,0,0,0,0,2228988,0,0,2228988,0,0,0,0,2228988,0,0,16,0,8,8,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,16,0,0
20203,11440710,연남동,CS200037,노래방,16794534,410,9152171,7642363,665997,682353,4078282,1888709,1836830,4525245,3117118,10645712,545969,0,0,993534,4609319,9446348,3662893,0,3958936,5645614,1986983,971739,545969,182,228,26,15,32,54,55,120,108,186,5,0,0,41,178,249,149,0,168,173,37,15,5
20203,11440710,연남동,CS100008,분식전문점,228325962,27831,195071567,33254395,39878511,37985790,39935413,41923863,35347990,25240917,8013478,0,12477579,105191244,45672539,63684892,1299708,99031910,94742397,2288472,59138796,59291783,40979048,23754947,8321263,23587,4244,4674,4722,5054,4580,4557,3143,1101,0,1703,11938,5816,8238,136,12403,13176,332,8266,7543,5303,3059,1074
20203,11440710,연남동,CS100004,양식음식점,3103718052,89263,1834855424,1268862628,277204878,326480843,400474872,347392598,483302233,739880250,528982378,206122298,18459765,470054610,539388364,1303259110,566433905,1148860534,1891599097,42822156,1813884200,724259946,233901328,178780880,46811114,54709,34554,8315,10382,11837,10851,13324,19512,15042,3680,259,18604,19176,36719,10825,30458,57601,1921,54074,18798,6394,5689,1185
20203,11440710,연남동,CS100003,일식음식점,1643369298,42229,1066114934,577254364,133587246,202831852,245448846,200826754,283420236,334344466,242909898,192476408,1461730,218417439,212760119,585245248,433008354,768748768,756034997,19951797,791781899,430968566,135972146,107050400,39058949,27620,14609,3571,5515,6388,5448,6698,8166,6443,2949,38,9092,7606,15705,6839,19256,21311,829,22518,9798,3445,3045,931
20203,11440660,서교동,CS300010,반찬가게,2266485872,62969,1771884271,494601601,330891330,364856097,527447874,123936185,424752785,383411007,111190594,0,209517908,711277678,1167037100,159977972,18675214,1112415604,937189293,47047174,256731444,103010212,810680434,713895656,118239979,51530,11439,9804,11380,11636,9497,9213,6760,4679,0,16904,20094,16781,7897,1293,31122,28397,2155,13321,10781,13099,14375,5791
20203,11440660,서교동,CS200031,세탁소,28353136,2141,23084815,5268321,5976528,5757260,4662754,2860321,3827952,5268321,0,0,4904511,7134749,8402152,7720273,191451,9864163,18488973,0,6053289,6119307,5342511,9226703,1611326,1816,325,435,367,421,267,326,325,0,0,292,495,681,662,11,874,1267,0,514,407,537,546,137
20203,11440660,서교동,CS100001,한식음식점,34517032894,1330509,24254968343,10262064551,4278377040,4572665120,4884233644,4756817019,5762875520,6037651343,4224413208,3285502706,666455294,6612438818,3243796880,12972324287,7736514909,17883259085,12720415604,552397235,12713469027,7295076733,4578360652,3574604733,1889766308,979075,351434,178735,190958,199579,191748,218055,203947,147487,98694,44550,410720,176866,409383,190296,688628,557886,31102,535189,280961,179305,143994,75959
20203,11440660,서교동,CS100009,호프-간이주점,13946324325,366976,8468696707,5477627618,1406581011,1501056057,1667522996,1565579032,2327957611,3147822730,2329804888,5461758960,237237384,53509778,179435486,2515721581,5498661136,8013847206,5447614870,332798511,7855340666,3034181381,1268862421,783608378,186670717,210774,156202,37146,34306,42647,39223,57452,86968,69234,157824,6219,1358,2752,58738,140085,201886,160308,10331,233676,65096,27876,20666,4563
20203,11440660,서교동,CS300020,서적,2149588942,74821,1575609726,573979216,190853264,356986014,327722295,218876295,481171858,323651507,250327709,122872,83755847,306343461,888376952,805693883,65295927,995118878,964985957,49143967,737707031,527247396,337556382,253182943,55267119,47498,27323,6619,9410,10090,8966,12413,15932,11391,30,1118,10310,22540,37500,3323,27983,46175,2554,38762,20684,5761,5229,1171
20203,11440660,서교동,CS300003,컴퓨터및주변장치판매,112948302,320,99644185,13304117,47749019,10479269,728993,9818620,30868284,13304117,0,0,0,6538153,58683909,47726240,0,38636611,44787487,0,34536027,10410926,13304117,24603502,569526,297,23,45,68,69,69,46,23,0,0,0,69,159,92,0,115,137,0,91,92,23,23,23
20203,11440660,서교동,CS300017,시계및귀금속,369797651,2330,288043512,81754139,80290433,30434269,37152070,79326355,60840385,57541402,24212737,0,32590057,72441458,192602293,72163843,0,138218734,224497882,1031039,39416981,176401414,42674427,51559616,51633139,1659,671,345,369,300,322,323,402,269,0,121,580,910,719,0,1020,1300,18,677,540,386,400,298
20203,11440660,서교동,CS200002,외국어학원,1112180179,5668,990329809,121850370,240864772,260674537,171254100,143581454,173954946,116940284,4910086,0,120022915,273684040,366792459,295312228,56368537,432714921,616192967,1968390,305468691,147057399,311007754,247493066,35912586,4870,798,1310,1222,877,793,668,771,27,0,851,1352,1604,1627,234,2002,3327,18,1991,1017,1094,968,238
20203,11440710,연남동,CS200036,고시원,18000000,12,18000000,0,0,0,0,18000000,0,0,0,0,0,0,0,18000000,0,0,18000000,0,0,0,0,18000000,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,12,0
20203,11440710,연남동,CS200031,세탁소,77492449,5401,61379416,16113033,11926045,11250022,13060116,11529920,13613313,12918990,3194043,1890351,7044032,16105665,19191866,30587969,2672566,40656785,34150061,260738,16491121,23160757,18579261,8484421,7830549,4296,1105,852,838,869,825,912,884,221,138,595,946,1488,2000,234,2899,2431,20,1241,1613,1147,758,549
20203,11440710,연남동,CS300007,육류판매,110875380,3621,80793548,30081832,17686724,9075560,14281020,13277909,26472335,16518001,13563831,0,8652182,17188829,26847082,54382209,3805078,52863704,41189704,0,7732740,20777093,23345211,11958934,30239430,2594,1027,504,387,450,427,826,554,473,0,324,489,771,1899,138,1797,1591,0,433,891,881,400,783
20203,11440660,서교동,CS300006,미곡판매,545600937,5747,471819478,73781459,129684000,89506604,51846862,112855089,87926923,73781459,0,0,174285124,202058149,60121040,109136624,0,260369507,201029429,0,0,51136927,11830200,55090584,343341226,5070,677,1831,676,1093,643,827,677,0,0,1919,1887,1593,348,0,2118,3013,0,0,978,916,1032,2206
20203,11440660,서교동,CS100005,제과점,2940335755,342123,2053597322,886738433,370955855,398693797,419709483,407106241,457131946,528654097,358084336,1536870,311993315,606073325,737056430,1065081045,218594770,962083226,1841675613,85922090,1174813272,648962781,423099706,317229057,153731939,244341,97782,44361,48424,50213,48537,52806,56424,41358,153,41623,69785,81164,123748,25650,105780,228906,12668,147668,77430,46202,35023,15698
20203,11440660,서교동,CS200003,예술학원,7639573020,18114,5473538957,2166034063,923801090,1191735030,1092700087,1142259556,1123043194,1635002208,531031855,9097064,180903848,1040123359,2075794745,3253361837,1080292167,2838498150,4798380533,169323030,964790895,462529384,3737793380,2172308381,130133613,13608,4506,2516,2850,2696,3081,2465,3525,981,20,379,2839,5080,7873,1923,6854,11249,414,4278,2275,6553,4277,307
20203,11440660,서교동,CS100006,패스트푸드점,2254734886,174497,1424653201,830081685,258919511,269909291,286135440,273671417,336017542,460990556,369091129,125787745,64497706,402574014,445091710,867284692,349499019,1042475865,1122818672,78032454,1170829631,476010298,206421046,176478189,57522927,114078,60419,20660,22617,23083,21798,25920,32205,28214,11007,6452,36150,36441,60675,23772,83317,88068,7169,91176,37594,17230,14180,4039
20203,11440710,연남동,CS100002,중식음식점,1597837792,45699,988207766,609630026,203236849,134400732,216681698,182016800,251871687,317529422,292100604,131728623,2882305,197900716,175653337,710506954,379165857,878049443,618998975,31049952,690535210,354651406,222249162,141262840,57299849,28653,17046,5833,4175,6317,5356,6972,8802,8244,2659,148,7986,6525,19788,8593,24090,19161,1361,20132,8427,6424,4735,2173
20203,11440710,연남동,CS300036,조명용품,3914251,290,3914251,0,0,0,3914251,0,0,0,0,0,0,0,0,3914251,0,0,3914251,0,0,3914251,0,0,0,290,0,0,0,290,0,0,0,0,0,0,0,0,290,0,0,290,0,0,290,0,0,0
20203,11440660,서교동,CS300035,인테리어,897406,68,897406,0,0,0,897406,0,0,0,0,0,0,0,897406,0,0,897406,0,0,0,897406,0,0,0,68,0,0,0,68,0,0,0,0,0,0,0,68,0,0,68,0,0,0,68,0,0,0
20203,11440710,연남동,CS100006,패스트푸드점,18025188,752,12337141,5688047,2409128,1669704,1885066,3031228,3342015,3521395,2166652,2283458,517285,3107881,1919482,5898715,4298367,11015769,4101777,249256,3493237,4223276,3818626,2661514,671636,505,247,94,72,84,131,124,147,100,94,21,116,78,255,188,465,198,10,152,182,168,114,37
20203,11440710,연남동,CS200003,예술학원,169453158,242,123285220,46167938,0,59677698,22214357,0,41393165,46167938,0,0,1035088,0,135535662,32882408,0,62624566,106828592,0,23950338,24020514,28330327,93151979,0,173,69,0,79,36,0,58,69,0,0,9,0,175,58,0,98,144,0,65,61,23,93,0
20203,11440710,연남동,CS100010,커피-음료,3025065912,408170,2024493436,1000572476,368615135,402303546,402072323,383300227,468202205,569428032,431144444,3536977,242727657,757120358,1040735938,889068773,91876209,1034482176,1900594599,67134778,1430967827,858403473,327522318,194163218,56885164,316311,91859,57983,65393,65037,62377,65521,52049,39810,222,88969,107839,117269,85933,7938,167117,234685,6869,165979,143655,57869,23115,4314
20203,11440660,서교동,CS200026,자동차미용,6269621,196,5840494,429127,632781,1891069,1054635,1236468,1025541,429127,0,0,1025541,1047362,2276556,1920162,0,2305649,1687416,0,407308,1680142,836434,429127,640054,181,15,22,42,36,44,37,15,0,0,37,36,80,43,0,58,59,0,14,36,29,14,22
20203,11440660,서교동,CS300019,의료기기,6098400,9,6098400,0,0,0,0,6098400,0,0,0,0,0,0,0,6098400,0,6098400,0,0,0,0,6098400,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,9,0,0
20203,11440660,서교동,CS200024,스포츠클럽,640656928,1589,541833094,98823834,130309260,82790907,105038606,91364768,132329553,97927895,895939,1293693,70967734,131438012,122763539,240132364,74061586,201488933,369596364,0,286469629,165880720,38713132,27301793,52720021,1416,173,400,246,276,312,182,92,81,10,184,352,211,626,206,605,932,0,775,441,86,170,65
