기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20192,11140665,동화동,1883001,861349,1021652,241705,243734,287802,307974,329901,471885,447234,384481,237630,246069,336366,231221,268376,269091,273676,271981,270413,263986,265479
20193,11140665,동화동,2582312,1199696,1382615,327837,339575,407010,422734,443249,641906,599128,524012,334388,343827,464504,316451,372728,375318,374271,372592,361973,362518,362911
20194,11140665,동화동,2738064,1254646,1483417,351337,354888,420364,442482,487504,681491,637740,554440,350938,360068,496236,338643,393440,395678,399087,394888,391992,383562,379416
20201,11140665,동화동,3091253,1416210,1675043,411540,401558,468983,484189,561087,763898,723221,626774,401849,409877,554341,375193,441461,446608,446511,444037,442400,436970,433267
20202,11140665,동화동,3139947,1455476,1684473,416393,412995,490642,491960,571022,756936,730570,639990,409756,418321,561402,379911,449669,453268,454143,452059,451775,442475,436558
20203,11140665,동화동,3106582,1449559,1657024,399022,412705,486678,496988,559045,752143,718120,626873,406617,418329,561056,375588,446892,446815,448907,448307,445212,437782,432664
20204,11140665,동화동,2963270,1385489,1577780,378229,394570,464104,475570,527428,723368,684755,596237,388854,400633,536259,356532,424969,428380,430349,424997,421685,415195,417695
20211,11140665,동화동,2912356,1367677,1544679,378874,386032,458771,464463,523559,700657,669204,587789,385507,395918,526340,347597,417232,420102,419030,417491,415435,414266,408800
20212,11140665,동화동,2838487,1323154,1515333,352373,383090,442610,447420,522377,690619,656468,566368,370479,386690,516850,341632,404746,409559,408503,410092,409852,401929,393806
20213,11140665,동화동,2545658,1197739,1347918,318890,342036,405843,401931,471799,605159,616718,508907,325198,335613,447795,311428,360602,367141,366117,370293,368056,357035,356414
20214,11140665,동화동,2454302,1157677,1296625,297530,319063,394665,397062,454224,591758,610921,490047,306085,316268,427039,303942,351841,351185,354076,352379,354277,347853,342692
20221,11140665,동화동,2472955,1165778,1307178,303859,326815,385736,403738,449697,603109,610799,497486,312670,320719,427709,303573,350279,353276,357536,357572,356985,352961,344345
20222,11140665,동화동,2637631,1230761,1406870,305962,357005,403507,430607,477965,662585,661541,524617,325176,337218,460096,328983,377521,379012,381309,378137,377805,373259,370587
20223,11140665,동화동,2868966,1350942,1518025,318351,387759,459008,457399,517892,728559,697608,573036,366535,375795,502400,353593,409176,419061,422454,418171,409920,396324,393860
20224,11140665,동화동,3289273,1553091,1736181,388643,435067,514617,515867,595904,839174,800965,657681,414207,427365,580848,408206,474063,471023,475072,471903,469929,463871,463411
20231,11140665,동화동,3419860,1617996,1801865,411764,448537,525463,533881,611440,888776,810323,682949,439991,453521,613010,420068,484053,489539,497309,493389,491827,482803,480941
20232,11140665,동화동,3263410,1534469,1728942,377538,417991,511310,513769,594564,848239,783921,643987,412516,428252,589649,405086,465778,468026,468539,470190,471160,461041,458676
20233,11140665,동화동,3105627,1452199,1653428,371857,397302,475129,491976,564193,805171,744666,615547,396475,408941,555940,384060,444928,447510,451525,448040,443029,435528,435067
20234,11140665,동화동,3369049,1589450,1779598,409700,445280,514022,543730,606615,849701,799641,673142,432279,445578,604327,414081,482507,485961,488868,485611,484304,474204,467597
20191,11140615,신당동,6320342,3062321,3258022,439649,1098460,1257720,1085271,1099080,1340161,1499177,1265418,847349,836973,1059245,812180,923189,920754,938333,961157,963781,860774,752355
20191,11140650,신당5동,5075589,2364996,2710593,560250,715279,842079,814262,872823,1270896,1151058,1016909,663238,673744,928455,642184,713392,716518,726680,735665,738140,733244,711949
20192,11140615,신당동,4250794,2045339,2205455,294662,722680,858686,733429,748193,893145,1013709,861708,569565,555590,704837,545385,630370,646627,646754,638880,639642,557981,490540
20192,11140650,신당5동,3245142,1490079,1755062,342852,466428,559001,515460,555682,805719,739976,652969,421529,425454,595140,410072,459080,461769,466393,465544,468216,465293,458846
20193,11140615,신당동,5940463,2892312,3048150,405129,1027051,1212828,1032140,1024171,1239143,1414649,1212973,799092,773790,980848,759111,883939,921315,908339,879835,887864,772090,687080
20193,11140650,신당5동,4939129,2286021,2653108,522165,719065,858480,785900,807158,1246363,1172885,1014228,630963,631224,874237,615592,707443,711187,709674,704474,691432,706160,708760
20194,11140615,신당동,6088089,2929783,3158307,417453,1047829,1278857,1051928,1052648,1239375,1439663,1227965,814091,797953,1022297,786120,905425,921721,914392,911769,928904,802558,703322
20194,11140650,신당5동,5334809,2471739,2863070,590556,753190,898077,837244,889950,1365793,1241384,1083778,680994,690684,964972,672997,762658,766644,767812,757501,753045,762520,764631
20201,11140615,신당동,6030407,2956140,3074267,388562,1039030,1252111,1047182,1075115,1228408,1433451,1210538,792802,787828,1030858,774930,881862,917633,913854,905569,902405,786213,722871
20201,11140650,신당5동,4964450,2293094,2671356,560876,709344,825293,800500,835093,1233344,1107602,997759,647714,667225,926999,617151,701258,713833,711851,710787,710261,714031,702430
20202,11140615,신당동,5950993,2952283,2998710,386653,1024975,1233916,1037447,1064228,1203773,1440534,1210491,785051,764194,985468,765256,888284,902708,899627,896776,895104,768703,699791
20202,11140650,신당5동,5098130,2355830,2742298,608018,744609,854526,832726,851847,1206402,1123830,1026152,668448,692759,958323,628616,723831,723920,725281,725256,728397,740646,730802
20203,11140615,신당동,5790153,2865523,2924631,384719,1024405,1192338,996274,1019304,1173114,1411603,1184794,762561,740183,952238,738774,858154,879476,860001,877279,879750,754065,681428
20203,11140650,신당5동,4981455,2317272,2664182,605130,736801,835798,805512,838034,1160181,1099583,1006802,653320,677602,932137,612008,710703,708877,706331,708187,712064,724666,710630
20204,11140615,신당동,5751376,2837742,2913634,366102,995799,1194776,1000149,1007628,1186923,1411795,1170996,754255,731449,944119,738763,863697,888785,882563,846679,845286,739674,684693
20204,11140650,신당5동,4847489,2256058,2591431,579417,722336,817295,780268,823292,1124882,1066619,973107,632319,663056,916500,595887,692041,690475,691554,683891,684198,705411,699919
20211,11140615,신당동,5564426,2737453,2826972,343577,965791,1142122,960428,969179,1183329,1340654,1126530,738304,723441,931472,704023,827552,855861,844053,830419,813811,721364,671365
20211,11140650,신당5동,4773473,2220863,2552611,559521,711944,817134,765362,825752,1093759,1051121,947708,623168,656699,909516,585262,675643,678676,677415,673726,668424,701799,697794
20212,11140615,신당동,5809012,2831831,2977183,389461,994308,1192777,1007101,1006531,1218833,1391617,1182908,773855,753815,968777,738038,864687,884140,868989,875936,878328,753829,683102
20212,11140650,신당5동,4748354,2177303,2571050,521506,723956,802809,767395,832151,1100536,1046497,937704,615377,648567,910659,589551,668974,673712,673305,675432,676044,697187,683701
20213,11140615,신당동,5809273,2842759,2966514,381069,1014930,1184373,991809,1001792,1235300,1350725,1183390,789926,778473,990585,716172,844219,865618,871426,878747,886137,764291,698837
20213,11140650,신당5동,4785231,2215376,2569855,533371,728658,810838,757784,839805,1114776,1071470,952226,623323,645866,899846,592501,673002,674689,683441,688384,688104,696855,680757
20214,11140615,신당동,6048726,2955385,3093341,395189,1077013,1228600,1056150,1027359,1264414,1407351,1216298,821195,812207,1035448,756228,882195,913148,917189,909906,909061,790415,726810
20214,11140650,신당5동,4862802,2262002,2600800,526476,759922,817675,775135,856551,1127043,1093113,959948,623842,651918,923039,610942,684613,692737,696612,693278,695753,707267,692542
20221,11140615,신당동,5806240,2838310,2967930,383907,1036176,1151195,1026486,994103,1214372,1341165,1177810,788324,782294,998871,717776,849619,862582,867393,877173,881436,760018,708020
20221,11140650,신당5동,4743028,2213020,2530008,520628,734272,796927,768801,829150,1093248,1052375,934859,615621,643416,904890,591867,663863,667683,671890,674819,680438,700703,683631
20222,11140615,신당동,6096949,2944472,3152476,433426,1078718,1195294,1070073,1052380,1267059,1402070,1236479,830148,812374,1050430,765448,907867,934258,929543,921296,897947,757464,748574
20222,11140650,신당5동,4674236,2150972,2523265,491551,725556,788944,750465,834820,1082900,1041866,916183,597048,622108,899495,597537,660252,664315,666361,660654,665035,682784,674837
20223,11140615,신당동,5775806,2796862,2978944,379036,1056206,1146886,996244,989131,1208303,1336427,1173465,785308,765545,992962,722099,845490,886918,900587,884685,841157,708466,708504
20223,11140650,신당5동,4184784,1930584,2254201,454269,643932,708749,659383,734967,983484,950904,820872,530226,549051,793704,540029,592075,597642,592427,594172,595418,608166,604884
20224,11140615,신당동,6102354,2964320,3138036,397141,1120270,1234299,1056046,1026592,1268006,1417135,1234148,833770,808198,1042954,766149,908117,929336,935525,931339,894515,754862,748660
20224,11140650,신당5동,3922010,1818335,2103675,408643,609662,675425,620351,683543,924387,914431,767580,487902,503782,735534,512783,548915,553850,554289,554085,557297,580059,573516
20231,11140615,신당동,5752925,2801104,2951821,342752,1036299,1171718,997942,983188,1221026,1325444,1156593,787207,767553,992511,723619,850116,872149,871885,884957,852899,723098,697823
20231,11140650,신당5동,3970529,1857015,2113515,429239,604601,686781,627127,684697,938086,939819,774082,489179,505561,740154,521732,552638,559561,562001,562207,569855,588213,576057
20232,11140615,신당동,6048607,2916373,3132234,379799,1101750,1241689,1030659,1051512,1243197,1389797,1215357,816485,799653,1060867,766448,899192,918489,923841,926345,888581,753682,738476
20232,11140650,신당5동,3839049,1795462,2043587,448392,584771,655700,595571,651122,903495,911823,745215,465559,483960,720023,512471,541917,540487,540364,541841,546561,566051,561828
20233,11140615,신당동,5954272,2864916,3089357,385809,1080887,1220034,1017373,1013226,1236943,1374427,1198797,800797,789894,1041037,749321,896383,910855,905785,889605,867928,751694,732022
20233,11140650,신당5동,3692785,1725235,1967550,429223,559816,642200,569970,619728,871847,864544,719987,454882,470059,695361,487951,519914,519609,520975,516521,521570,545340,548856
20234,11140615,신당동,5797143,2800390,2996752,370722,1031813,1177515,1019426,981783,1215884,1380744,1164234,771014,752102,991643,737402,851732,878632,893849,892264,864287,713571,702808
20234,11140650,신당5동,3723350,1751937,1971413,424410,561072,641438,582961,637201,876267,891343,734323,452203,466302,691532,487648,517064,519522,520705,522888,529795,559921,553455
20191,11170685,한남동,6481007,3136764,3344242,501843,1184315,1539827,1127171,819518,1308332,1551267,1361570,841369,860204,1092878,773717,904459,918592,924293,930311,946056,941216,916081
20192,11170685,한남동,4221149,2052374,2168775,305156,774033,1020983,752094,543080,825803,1001107,886703,549776,563167,715995,504401,588695,598991,612627,607258,613178,610711,589689
20193,11170685,한남동,6279022,3072159,3206862,482262,1161428,1514741,1110139,810171,1200281,1473216,1323665,825446,838968,1068803,748923,885149,899226,900760,892629,909807,907806,883643
20194,11170685,한남동,6869216,3353155,3516061,537480,1264343,1639119,1227155,895220,1305899,1588066,1424324,901823,918759,1201041,835202,957604,976554,978491,974930,996275,1015489,969874
20201,11170685,한남동,7252958,3564337,3688621,597616,1309558,1738815,1289197,942223,1375549,1664065,1506937,957445,977589,1270906,876018,1021190,1041299,1038690,1043709,1049093,1043862,1015114
20202,11170685,한남동,6644565,3247934,3396630,513506,1167130,1640164,1211087,876075,1236604,1530685,1383992,875728,892578,1160452,801131,944300,958736,961789,963011,972278,939381,905069
20203,11170685,한남동,6302638,3054611,3248027,495292,1093889,1550106,1164259,831155,1167938,1452340,1313947,837484,850650,1096561,751656,893602,913707,906157,916051,922348,889808,860966
20204,11170685,한남동,6137315,2980850,3156465,472190,1013797,1517291,1149780,832822,1151435,1417232,1282266,814257,824757,1067974,730828,876019,892123,894016,883036,883093,864504,844524
20211,11170685,한남동,6074336,2945215,3129120,483406,994082,1509580,1144246,818199,1124824,1377985,1266454,815955,834686,1070696,708560,866748,880542,881889,875335,869988,856330,843502
20212,11170685,한남동,6122475,2965366,3157109,474478,1041229,1527970,1144793,824178,1109826,1387637,1258232,816844,844573,1097187,718002,866132,879309,881851,881573,887290,873686,852635
20213,11170685,한남동,5934848,2890409,3044439,474055,976498,1475117,1119670,804803,1084704,1351192,1231513,799854,825484,1041345,685458,837498,846466,856312,861203,869603,841040,822726
20214,11170685,한남동,6180334,2993555,3186779,501930,1038946,1552074,1171164,836957,1079262,1390024,1263893,826746,860645,1115525,723501,859827,878701,889001,889607,902552,899145,861501
20221,11170685,한남동,6027435,2913319,3114115,538500,970813,1476426,1148364,828434,1064897,1369067,1244036,806944,839915,1074141,693331,844959,855954,867604,871645,883288,867611,836371
20222,11170685,한남동,6136017,2958289,3177728,503037,1048632,1530854,1169179,838557,1045757,1386918,1237938,816227,851586,1112036,731314,849652,863687,871995,873398,890300,913814,873172
20223,11170685,한남동,5940086,2854659,3085426,501594,1012285,1456291,1136969,821942,1011005,1350151,1199380,790015,822466,1072827,705247,822707,837617,852283,853030,864889,870162,839397
20224,11170685,한남동,5901425,2846551,3054873,512568,955806,1436391,1142928,837667,1016063,1318022,1208413,789463,819231,1062330,703967,816650,833020,848077,851381,864542,862911,824843
20231,11170685,한남동,5920967,2855503,3065465,516217,964144,1430516,1145679,835972,1028439,1299049,1218766,808730,836557,1062102,695767,820750,847385,859318,857926,862535,855077,817976
20232,11170685,한남동,5778926,2803180,2975746,491552,936203,1391786,1150016,822886,986483,1279809,1182391,782709,808606,1038968,686444,796523,822003,832825,838306,843981,840146,805143
20233,11170685,한남동,5547533,2675636,2871896,476805,910953,1316616,1086964,787832,968364,1221310,1133423,753927,778773,999351,660749,781132,791151,800742,796358,807275,799000,771874
20234,11170685,한남동,5613231,2693842,2919389,487821,889713,1316990,1127109,805046,986552,1216905,1148198,768135,799037,1017870,663086,776567,798012,815579,816016,829567,808457,769033
20191,11140590,광희동,6232642,3257347,2975295,355442,1179459,1220282,1121908,1046723,1308829,952711,1213663,1092722,1134233,1205513,633801,936250,919762,954635,1004611,990904,785978,640503
20192,11140590,광희동,4319371,2249513,2069858,249075,830747,855315,772869,719968,891395,672311,846437,758358,769035,826591,446639,658758,671468,682574,671164,680441,530480,424487
20193,11140590,광희동,6309320,3259103,3050218,387435,1236387,1264502,1137053,1018724,1265217,989543,1244585,1097708,1119164,1207279,651039,969867,1009664,1001350,957587,971280,769878,629692
20194,11140590,광희동,6574591,3439829,3134763,382630,1259827,1297731,1214342,1100611,1319450,997075,1280756,1162307,1193696,1269861,670895,1018548,1042040,997567,1013109,1054892,805033,643402
20201,11140590,광희동,5945600,3211770,2733830,271434,1078193,1196516,1160039,1044025,1195394,896673,1216335,1075179,1092885,1101426,563102,920851,965272,951840,968900,943759,651604,543374
20202,11140590,광희동,5940741,3211657,2729083,270640,1089412,1213344,1158642,1035687,1173016,920547,1231108,1071456,1075534,1078210,563887,945956,942693,952669,955472,950595,657408,535946
20203,11140590,광희동,5867432,3184855,2682577,270788,1111488,1178002,1139952,1017927,1149274,931969,1233826,1039341,1043305,1056919,562073,905211,937505,915734,951141,949163,662659,546016
20204,11140590,광희동,5919261,3209028,2710232,263090,1118737,1205437,1150336,1016392,1165266,945560,1245353,1037973,1049967,1069921,570488,943829,968465,962313,919681,891172,670401,563402
20211,11140590,광희동,5648100,3060268,2587832,255510,1073734,1167551,1089483,970865,1090957,875695,1191092,1003325,1016789,1034981,526220,888785,926790,921278,889396,855428,628460,537963
20212,11140590,광희동,6100604,3265921,2834682,312446,1152307,1280437,1166939,1026074,1162401,960955,1295242,1078717,1081328,1103980,580383,961781,975328,935335,976938,971523,690307,589392
20213,11140590,광희동,5419794,2874559,2545235,264909,1051296,1138450,1030823,897934,1036381,882588,1159214,950675,951927,962161,513229,815307,834547,847432,881383,875953,627044,538128
20214,11140590,광희동,5735433,3014882,2720550,286134,1129384,1206827,1092802,940145,1080141,923087,1206258,1003074,1016566,1033608,552839,850966,900276,911264,911564,902199,678116,581049
20221,11140590,광희동,5429807,2833203,2596602,287533,1099513,1130382,1023823,882982,1005572,909695,1136136,926318,937402,981761,538492,832984,821485,826783,870652,868119,643239,566543
20222,11140590,광희동,6021149,3116893,2904255,358845,1219222,1247791,1111281,972452,1111560,988232,1261863,1037404,1038602,1088541,606511,912887,951689,933430,938903,942581,716471,625187
20223,11140590,광희동,5985472,3099815,2885658,374582,1224840,1229020,1096058,976472,1084501,1002308,1265506,1019225,1022073,1072258,604103,886587,941571,960890,963102,920424,688986,623911
20224,11140590,광희동,6200061,3205233,2994828,387660,1297909,1272325,1121194,1004402,1116570,1028826,1290280,1059862,1071149,1121366,628579,913631,974276,985050,993875,967848,720867,644515
20231,11140590,광희동,6115111,3155428,2959684,362302,1290026,1285986,1093202,993150,1090444,1015801,1274558,1039467,1052915,1110295,622075,934380,955732,957548,986342,951587,703715,625810
20232,11140590,광희동,6356267,3255902,3100366,414786,1321416,1344074,1127142,1016148,1132703,1059727,1324149,1081963,1090717,1147079,652632,955782,990901,1022265,1037940,983953,721520,643910
20233,11140590,광희동,6133269,3131211,3002057,353443,1272231,1334958,1102011,986510,1084115,1006496,1287744,1052053,1057844,1106744,622387,965465,968889,982208,960776,933172,696184,626574
20234,11140590,광희동,6737324,3402159,3335164,391854,1456410,1427945,1194304,1074585,1192225,1092117,1398867,1143854,1162386,1245704,694394,984735,1050438,1085777,1091723,1057548,774561,692541
20191,11200520,왕십리2동,4486970,1975593,2511377,751365,624452,766277,674088,624678,1046108,1313577,931162,465829,463931,697233,615236,633314,632010,629923,625409,624343,664575,677398
20192,11200520,왕십리2동,2952196,1282506,1669690,474861,420485,522079,450310,409062,675397,883279,613114,295448,294409,454595,411350,416139,413416,414029,415406,413861,431967,447378
20193,11200520,왕십리2동,4642989,2042389,2600599,756870,663024,837870,713020,641738,1030466,1385492,963588,473809,472212,712045,635844,661741,658360,657603,651191,644676,675435,693984
20194,11200520,왕십리2동,5196239,2279948,2916291,855169,721134,935866,818932,712048,1153091,1538870,1079927,531984,532240,803143,710075,734721,730340,742624,736818,719443,752392,779898
20201,11200520,왕십리2동,5354686,2347133,3007553,929476,743696,956518,834173,731011,1159814,1523520,1116124,582535,571354,843395,717760,757243,754996,759081,752116,749974,778221,803054
20202,11200520,왕십리2동,5238169,2305718,2932450,917186,735534,929060,818713,723740,1113937,1455387,1087052,579714,574953,843253,697811,741265,741476,738856,737762,735678,763413,779721
20203,11200520,왕십리2동,5181971,2282303,2899667,884532,738806,909368,806639,733062,1109564,1437327,1067580,573617,575235,839083,689129,733684,728600,735502,731923,725400,752297,774566
20204,11200520,왕십리2동,5044051,2223860,2820191,847318,712556,893321,787133,730536,1073186,1385711,1035005,557526,562284,828427,675097,709453,708437,711066,711080,711329,733927,758757
20211,11200520,왕십리2동,4970209,2197906,2772301,814072,711448,869711,789741,722146,1063091,1352839,1022290,557971,559128,815422,662557,704498,698259,698556,699846,699338,725857,743856
20212,11200520,왕십리2동,4717184,2071915,2645269,746689,694827,822479,751879,695429,1005879,1311313,963894,513235,521486,771420,635835,664794,664435,668296,663385,666135,686498,703641
20213,11200520,왕십리2동,4502488,2002367,2500120,728441,645255,795349,723255,651894,958295,1246502,923107,496021,497802,732819,606239,634219,636623,642160,634648,632685,655277,666876
20214,11200520,왕십리2동,4293136,1915712,2377424,658820,626262,759190,700947,626739,921181,1203983,880545,462086,465973,699519,581031,611343,605714,602867,600174,600834,628327,643878
20221,11200520,왕십리2동,4639702,2079112,2560590,697224,702256,823460,745480,677815,993468,1280417,953865,512632,512175,759312,621301,653624,652897,656831,650672,650631,680533,694514
20222,11200520,왕십리2동,5011373,2224039,2787334,678900,826259,905075,797421,739829,1063889,1451009,1018198,518564,526056,812334,685212,709815,699385,701108,698077,702001,739876,761112
20223,11200520,왕십리2동,4667887,2075247,2592640,641789,777539,847332,721977,694100,985147,1359065,946081,484774,490170,747956,639840,665531,655397,654448,653088,652924,683629,702867
20224,11200520,왕십리2동,4727549,2077940,2649609,640864,801551,858173,729512,695922,1001528,1376585,958710,484790,493417,763691,650356,670691,655272,658424,655932,658457,705906,722867
20231,11200520,왕십리2동,4699053,2074646,2624407,636107,784444,859454,718921,690486,1009641,1351807,959506,493392,497369,758678,638302,657882,653813,659364,653595,655260,701549,717589
20232,11200520,왕십리2동,4437285,1960271,2477014,580652,735266,835259,692016,646477,947616,1311026,899009,449466,457417,709103,611265,625369,619601,618822,614788,617192,664976,676537
20233,11200520,왕십리2동,4457637,1968318,2489319,603944,720180,837751,688755,643571,963435,1315373,901032,456635,464937,710018,609641,628822,623565,621627,620873,616290,660411,686048
20234,11200520,왕십리2동,4474283,1988322,2485960,600270,728650,850212,687868,654528,952752,1340872,909007,448049,455657,708652,612045,632519,620545,620315,620128,622230,673060,685485
20191,11200560,행당1동,6702867,3086389,3616478,881038,1274731,1113043,1016844,940495,1476716,1511512,1339423,844407,861207,1281767,864550,939188,942752,955011,966595,976013,982778,940529
20191,11200570,행당2동,4261690,1904205,2357486,829268,463134,651543,691394,579869,1046485,1162256,907694,463904,452309,691071,584457,594846,605949,600288,597252,606439,620887,636031
20192,11200560,행당1동,4258067,1937944,2320123,606279,813052,709245,641873,586722,900897,970678,861988,531568,539199,805864,548771,604446,608611,613827,613345,599782,619036,599021
20192,11200570,행당2동,2658181,1163404,1494777,527481,280028,407537,439006,360183,643948,733663,561431,283403,279283,431822,368578,373990,370759,374308,376558,376752,386984,398829
20193,11200560,행당1동,6453413,2931556,3521858,911310,1210205,1080324,985287,898338,1367949,1526366,1313693,792943,804157,1191568,824685,917597,928662,924523,919462,913149,931275,918746
20193,11200570,행당2동,4019323,1763499,2255825,781142,432922,626159,676335,551276,951491,1129371,850549,425663,418491,639505,555743,577392,565422,570611,566734,559244,578560,601359
20194,11200560,행당1동,6485937,2967470,3518468,954235,1204380,1088232,991315,895669,1352106,1543991,1312924,790118,802348,1206610,829946,895810,906790,915710,922815,935467,967676,941671
20194,11200570,행당2동,4224052,1873569,2350483,844275,436707,673987,710214,580855,978012,1207026,892743,436523,430428,669298,588037,596358,595019,603544,595046,590482,608308,635295
20201,11200560,행당1동,5730530,2637849,3092682,801368,1010543,994302,913022,800477,1210818,1396485,1165434,688015,702236,1045759,732600,809139,813257,819770,816119,815587,832337,824324
20201,11200570,행당2동,4443791,1970710,2473080,896686,477820,701690,743006,608951,1015638,1221462,938147,488469,476427,715267,604018,629120,625584,630099,626047,628802,645728,658411
20202,11200560,행당1동,4865052,2293172,2571880,712097,908329,844318,754752,668766,976791,1170308,987083,577335,595056,902553,632717,694475,698332,700874,696257,701481,699461,674173
20202,11200570,행당2동,4331480,1920423,2411057,910480,472812,674073,731636,587852,954628,1201796,903190,471664,465514,698380,590936,615522,616237,612535,610207,610852,625695,640434
20203,11200560,행당1동,4601077,2172629,2428448,651237,875741,819775,728801,637913,887611,1085849,934708,555927,576466,856119,592009,656765,662807,659024,660301,667159,660707,634314
20203,11200570,행당2동,4457209,1996039,2461171,914948,498733,688064,757117,610412,987938,1242478,926431,485461,479382,716454,607003,638188,627430,630836,628079,626875,645765,660036
20204,11200560,행당1동,4322642,2057032,2265610,631582,832256,743708,681531,606101,827464,992845,873855,535016,555554,817311,548062,615975,622922,622873,617143,620590,624385,598757
20204,11200570,행당2동,4495188,2016747,2478441,921519,498517,706086,764839,611881,992347,1241045,933755,491921,484665,730025,613776,633811,633518,633257,636733,639287,650946,667637
20211,11200560,행당1동,4074871,1935662,2139209,585560,772325,688971,654426,581296,792293,927218,815476,509541,534477,782390,505770,582761,588678,591004,584805,582532,584896,560196
20211,11200570,행당2동,4578123,2051058,2527065,909962,518178,720016,784464,628788,1016715,1265736,958878,501843,490947,737142,623576,652541,646970,643833,645129,648238,665892,675517
20212,11200560,행당1동,4105788,1929952,2175836,621223,781333,697506,666652,572363,766710,926912,818190,506994,534636,796861,522194,587247,581939,586090,590567,597516,595644,566786
20212,11200570,행당2동,4564428,2037064,2527364,920929,524051,718836,775480,627939,997193,1250946,951157,498442,491513,743857,628515,646486,645625,648439,645374,643195,664826,670480
20213,11200560,행당1동,3865396,1827270,2038125,540844,751816,666023,633011,552618,721084,892824,772979,480030,503621,732488,483454,547001,550006,570538,566970,560857,544184,525840
20213,11200570,행당2동,4920541,2207667,2712873,961105,568146,787557,833643,687509,1082581,1325747,1017729,549458,544775,813859,668974,699239,696990,695745,693718,693620,716692,724538
20214,11200560,행당1동,4026649,1916161,2110488,554300,833157,691176,641349,569255,737412,906042,802485,506793,530614,776378,504339,571187,580744,582493,584965,586894,574717,545651
20214,11200570,행당2동,4887684,2187315,2700370,946993,562368,791694,822061,686410,1078158,1325633,1016677,542399,535369,805498,662108,698366,680824,681862,690863,689973,715569,730229
20221,11200560,행당1동,3878188,1844929,2033259,536145,790770,680074,618243,544756,708199,871645,764496,488587,515902,753563,483995,555759,551878,558238,564543,568091,555530,524150
20221,11200570,행당2동,4903561,2205893,2697669,915856,573171,800946,838261,686357,1088972,1307155,1023263,552194,543952,812852,664145,690749,692632,695444,690004,690663,716406,727664
20222,11200560,행당1동,4074946,1900573,2174372,626585,866417,688650,627528,550443,715324,901580,800509,512460,539052,801413,519933,580972,587438,590343,590383,594857,580965,549988
20222,11200570,행당2동,4702856,2076955,2625902,908815,539889,750188,801955,654845,1047164,1289978,986693,516318,507598,762832,639438,675528,667948,663119,662530,658804,676239,698689
20223,11200560,행당1동,4327205,2022785,2304420,633286,896719,736049,667575,606051,787524,934879,856083,551145,578482,857617,549000,613352,628255,632996,634892,629237,607664,580810
20223,11200570,행당2동,4543847,2028861,2514986,878235,513311,718387,770900,647347,1015665,1252540,950055,497586,489863,735046,618757,652867,647089,642906,641170,640264,649438,670113
20224,11200560,행당1동,4625616,2168936,2456680,677142,1011174,765725,709024,633898,828652,970933,918806,600219,632411,924413,578835,653990,670470,673532,672282,677314,658153,619873
20224,11200570,행당2동,4587817,2045249,2542568,890483,533471,731637,779727,640687,1011814,1257754,963213,501191,492854,747127,625680,656763,648551,646867,645181,647942,661400,681113
20231,11200560,행당1동,4487096,2109942,2377154,657853,950885,739507,695805,621299,821747,936563,892052,582345,613296,903756,559082,636636,646065,650717,656104,661754,640876,594943
20231,11200570,행당2동,4495290,2018555,2476735,828871,528492,712993,773211,650042,1001681,1236561,948222,488439,481438,727744,612886,635748,635904,638267,633265,632471,651406,668229
20232,11200560,행당1동,4633560,2187043,2446516,722615,1028632,737625,706443,634503,803739,952951,928408,607541,638490,930013,576155,661522,669074,674311,676037,677855,658567,616195
20232,11200570,행당2동,4409199,1971040,2438159,808080,523233,712656,768576,647113,949539,1222451,920715,476959,472170,711080,605822,631464,627267,625109,618601,618898,637364,650497
20233,11200560,행당1동,4829176,2275931,2553245,713947,1014757,802289,771721,688353,838110,1026703,965186,627021,656335,954813,599118,693217,697535,701216,688026,693073,693699,662411
20233,11200570,행당2동,4487499,1997277,2490222,828143,526108,718112,782005,666871,966260,1250327,941832,490058,480852,715435,608997,638869,636787,634900,632592,625366,646493,672493
20234,11200560,행당1동,5335133,2509733,2825399,766038,1134982,881119,875093,769603,908297,1176746,1070954,688879,716791,1022608,659154,749633,764941,769160,770565,778229,774238,728367
20234,11200570,행당2동,4515011,2005378,2509632,849663,526323,723775,798361,661003,955886,1289298,958182,480742,467189,705032,614568,648982,636673,633502,632616,633319,657578,672339
20191,11170650,이태원1동,2971557,1534712,1436846,181665,886956,664265,420603,322598,495469,680441,489788,355747,391315,613066,441202,368516,371370,370867,383758,443066,544674,489307
20191,11170660,이태원2동,3357347,1591468,1765880,291964,608925,778696,577463,396661,703636,908016,697500,390435,387153,542343,431901,462404,467092,470121,468953,476491,507051,505234
20192,11170650,이태원1동,2052108,1052356,999752,116199,599424,476264,295666,227923,336633,479398,348562,248240,266120,407733,302054,249636,249046,258205,271571,302455,377448,343748
