기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20221,D,발달상권,3120089,구파발역,405785,181183,224602,104483,47253,54515,70632,55280,73623,104210,86232,48656,50107,66817,49762,58064,57277,57975,57319,58096,59132,57924
20221,D,발달상권,3120088,구산역,405440,172499,232942,72915,56246,55275,65172,61607,94223,67578,74248,55642,64493,90838,52642,58560,58167,58314,59482,59191,58605,53122
20221,D,발달상권,3120087,응암역,781874,350546,431328,108411,113364,129977,126125,107658,196339,135210,164266,111368,113405,160967,96657,108481,108423,109152,108058,109284,119064,119414
20221,D,발달상권,3120086,태릉입구역,464608,226618,237990,47770,99345,70774,66499,73136,107082,82567,94201,64673,70080,95843,57243,65689,66367,66431,67432,67751,67069,63869
20221,D,발달상권,3120084,공릉역,686074,332362,353711,103558,146817,92418,96403,90478,156400,136883,131173,91433,98715,143032,84839,95683,95119,95776,95703,96441,104010,103342
20221,D,발달상권,3120081,노원역,4409146,1972720,2436426,739026,802187,631704,639931,703484,892812,643233,792625,699759,786382,1025929,461217,622477,620779,632784,629401,650910,654246,598547
20221,D,발달상권,3120080,마들역,128225,55120,73103,24952,13285,20490,19988,18008,31500,15678,23850,20499,24214,31260,12723,18278,17814,18085,18150,18483,19658,17756
20221,D,발달상권,3120079,창동역,425053,198516,226537,64934,61116,59873,68220,69119,101790,46755,79791,72513,82044,102385,41564,59819,59398,60609,60471,62596,64031,58129
20221,D,발달상권,3120078,미아사거리역,1214655,531506,683149,141470,202546,166991,187401,209845,306403,199611,223273,188850,210160,260859,131902,170593,170012,174358,174149,181222,180450,163871
20221,D,발달상권,3120077,미아역,1482226,678309,803918,154859,230779,194928,210434,259978,431247,361948,315752,186411,183854,251200,183063,211857,209563,210262,212159,213164,214594,210627
20221,D,발달상권,3120076,수유역,4574322,2203561,2370761,411025,1048516,696200,703890,703241,1011451,817900,878803,634150,690641,991125,561703,653448,649824,654836,662942,680947,658214,614113
20221,D,발달상권,3120075,월곡역,448243,202397,245846,59791,98499,66228,62286,71942,89495,99351,91235,59953,60827,82252,54623,63662,64045,64179,64416,64520,64497,62922
20221,D,발달상권,3120074,안암역,691305,353586,337720,97705,318371,77903,59076,59664,78587,117869,121819,103050,107966,154452,86150,103309,102338,103360,106338,101976,88963,85022
20221,D,발달상권,3120070,한성대입구역,655733,295800,359933,97776,131173,107471,94009,97755,127552,98688,117813,92016,109619,155841,81757,96264,94199,94874,97995,99817,90135,82450
20221,D,발달상권,3120069,상봉역,1701111,785120,915991,133371,344098,352314,243508,271057,356764,347497,326770,224079,241710,345824,215233,235647,235331,238422,238951,244200,261832,246727
20221,D,발달상권,3120068,사가정역,339579,161535,178044,35071,56134,50398,53051,60510,84414,64721,61376,44664,48420,73983,46414,49120,48464,48677,48919,49896,48883,45619
20221,D,발달상권,3120066,장한평역(장한평),1460528,761296,699232,106498,243746,290866,251907,246178,321333,285591,311169,217533,217252,264013,164971,214059,213523,215810,221907,221237,191109,182882
20221,D,발달상권,3120065,회기역,1270973,578723,692250,146632,498418,167396,127614,130103,200811,246870,262399,167469,173899,254484,165852,181576,179528,181244,182414,183825,183161,179225
20221,D,발달상권,3120063,청량리역(청량리),662794,321606,341187,47766,95471,86432,90836,115366,226921,81133,129720,122576,131353,138116,59894,94694,94097,94391,95684,98466,97418,88044
20221,D,발달상권,3120062,신설동역,1662677,849301,813377,104252,362081,283935,248674,277228,386508,294548,357932,281222,273878,288426,166672,243733,236854,241487,249140,257390,220741,213332
20221,D,발달상권,3120060,강변역(테크노마트),282210,138815,143395,38921,39174,50326,52124,46822,54841,55455,56513,41728,43619,53337,31558,40254,39063,40485,41237,41864,40996,38309
20221,D,발달상권,3120057,아차산역,1353100,594406,758694,212553,183992,213793,219780,212539,310442,290746,272876,172469,184342,258919,173748,188459,188908,190778,190872,190092,200198,203792
20221,D,발달상권,3120056,구의역,1474744,718498,756248,115478,316733,304327,239988,219779,278439,329258,284266,181317,192357,290777,196769,211859,210580,212871,214261,216020,209957,199196
20221,D,발달상권,3120055,군자역,2274031,1085183,1188848,208362,501790,492993,338544,314195,418146,482094,449908,296204,308517,447025,290283,324826,325423,328331,330761,331682,322141,310868
20221,D,발달상권,3120054,어린이대공원역,1403703,669880,733823,108858,564898,271765,156920,133433,167828,361193,287927,169211,167379,234228,183766,199327,198975,200791,200872,201158,201604,200976
20221,D,발달상권,3120053,건대입구역(건대),2578659,1189761,1388898,291021,973505,431172,292895,263617,326449,413335,435044,340687,408346,673410,307837,357874,357689,361904,365534,376500,395091,364068
20221,D,발달상권,3120052,성수역,1301597,695978,605618,87033,302019,309448,226498,187594,189004,162475,280059,244283,251754,256239,106786,204158,201573,203062,215457,211760,140146,125442
20221,D,발달상권,3120051,뚝섬역,2315593,1159184,1156409,220463,494656,550626,401444,294208,354198,364328,476068,392408,399744,456635,226410,350378,347474,350000,368415,362924,275732,260671
20221,D,발달상권,3120050,서울숲역,172290,85117,87173,16598,33789,41118,28780,24709,27297,25211,32045,30943,34856,35013,14223,24685,24630,25349,26230,25426,23552,22420
20221,D,발달상권,3120049,왕십리역(왕십리),1993597,929878,1063719,231534,739280,311196,223156,209719,278717,444694,390678,258670,267862,392568,239128,283263,279918,285027,288621,293393,290572,272804
20221,D,발달상권,3120048,금호역,827607,383589,444018,118356,92409,134172,123702,133979,224989,183654,156637,105087,111465,164553,106211,114554,115368,115786,114689,116302,126959,123947
20221,D,발달상권,3120046,이태원(이태원역),1330382,664839,665544,88758,319099,312503,219973,166609,223439,228499,238386,186770,210437,303925,162366,180343,180694,184073,186103,195522,211572,192075
20221,D,발달상권,3120044,삼각지역,489218,263820,225397,34003,91486,121396,89455,70915,81963,101665,105957,70968,68488,86333,55805,71229,71425,71852,74253,73981,64411,62065
20221,D,발달상권,3120043,서울역,746885,410147,336738,19108,118911,189935,185733,128498,104700,47356,184986,175458,174418,126594,38072,128156,124620,124082,136259,132990,56972,43803
20221,D,발달상권,3120042,"숙대입구역(남영역, 남영동)",302290,157078,145213,22074,68966,59704,53100,44956,53490,33987,66858,53942,55676,64455,27373,45701,44927,45331,47519,48220,37175,33416
20221,D,발달상권,3120041,신용산역(용산역),1820356,987998,832358,142023,391025,466561,339632,238133,242981,409435,377351,266250,266687,308354,192279,272046,271962,273829,281787,275954,228355,216424
20221,D,발달상권,3120040,용산전자상가(용산역),1175066,671131,503935,101995,187065,266557,240681,182382,196389,194811,240990,195068,202841,221987,119369,171974,170334,172510,179343,179333,157071,144497
20221,D,발달상권,3120039,신당역,2453786,1178540,1275247,130824,418800,498547,443951,446557,515110,498355,478589,351992,356008,463937,304906,358603,366462,368766,375359,378248,321640,284707
20221,D,발달상권,3120038,약수역,1079978,519716,560261,139464,167636,189044,161208,157738,264888,237378,218785,145862,147127,199143,131682,155628,154142,155634,158205,159221,150676,146475
20221,D,발달상권,3120037,동대문역사문화공원역,3032728,1489899,1542829,156611,625458,701608,561926,453177,533949,514800,619952,495837,513075,569624,319440,457980,452832,455216,475237,478925,376635,335903
20221,D,발달상권,3120033,을지로4가역,628367,394237,234130,15043,77809,104880,138871,140134,151630,50836,143713,141145,143594,113620,35459,105236,102282,103140,112320,110652,57316,37420
20221,D,발달상권,3120032,충무로역,1608754,905067,703687,115056,318780,280713,304929,289684,299592,251189,336946,296767,294718,289567,139565,254280,250749,252343,269894,263322,169134,149030
20221,D,발달상권,3120031,을지로3가역,1956655,1157487,799168,55512,333998,415349,430711,370533,350553,147400,443180,433138,434403,384669,113866,325402,316117,319096,348629,343491,172970,130952
20221,D,발달상권,3120027,명동역(명동재미로),705990,347215,358775,56049,143448,141603,134878,104958,125054,109024,150293,132768,131632,121336,60937,107026,104211,104057,109163,110151,90672,80713
20221,D,발달상권,3120026,을지로입구역,666693,370845,295847,17514,128215,185986,164021,100968,69985,32379,155302,161418,160325,128203,29064,114484,112538,111000,123398,118067,49257,37947
20221,D,발달상권,3120024,회현역,569301,265196,304105,26937,78097,113525,113907,100515,136319,81337,121595,120048,108503,91309,46507,85919,86422,86379,90242,91439,69410,59490
20221,D,발달상권,3120022,북창동(시청역_6번),936349,503069,433280,35466,175899,247967,200755,154678,121583,57306,203643,228043,224950,179548,42858,145676,146080,145281,158585,157234,100225,83270
20221,D,발달상권,3120021,시청역_8번,418434,239874,178560,12282,66391,116831,115650,70244,37039,30863,108199,98450,97711,65500,17710,74365,72077,71036,79912,75941,25115,19987
20221,D,발달상권,3120020,시청역_1번,53763,28188,25575,4238,7548,12677,13765,9257,6279,4507,13282,12458,12040,8779,2694,9123,8989,8886,9815,9300,4079,3569
20221,D,발달상권,3120017,동묘앞역(동묘),717764,353482,364282,37499,133944,122670,118976,125385,179288,152174,148057,108815,110161,118158,80398,103355,102051,101967,104221,105733,101662,98774
20221,D,발달상권,3120016,동대문역,927354,463286,464068,34526,115644,134135,147873,203314,291862,192730,177906,144103,145581,162777,104257,136706,136747,136618,138482,142533,124567,111699
20221,D,발달상권,3120014,종로5가역,877300,476948,400352,36927,149293,151718,154435,167796,217133,108228,191704,178576,175973,156710,66108,137666,137116,136557,145662,144642,98503,77153
20221,D,발달상권,3120012,대학로(혜화역),3127482,1346245,1781238,367666,1033919,494429,392111,361945,477412,505590,509670,455554,541528,773569,341573,418624,430961,444501,444753,453632,480261,454750
20221,D,발달상권,3120009,종로3가역,5319130,3059800,2259330,235953,1114041,959777,944893,860822,1203645,532654,1007168,1075619,1157407,1160393,385890,810027,803423,808014,852947,861095,659990,523635
20221,D,발달상권,3120007,북촌(안국역),701683,343559,358124,80997,108318,132960,142368,108675,128363,109168,153121,126232,131023,122167,59974,103497,103611,104581,108889,107740,89323,84040
20221,D,발달상권,3120006,종각역,2172020,1243152,928868,88407,482103,483653,441950,334179,341728,166948,437295,481430,488537,465666,132145,351825,346180,345433,372186,367250,220855,168290
20221,D,발달상권,3120003,광화문역,1027925,511801,516125,57673,164738,245540,231478,163699,164798,117422,227298,212266,207864,191714,71359,164232,163498,162598,175051,168876,100887,92784
20221,D,발달상권,3120002,서촌(경복궁역),1288619,592386,696233,146166,226693,232842,225486,193493,263940,195078,239799,214605,229568,272319,137250,183560,184702,187968,194029,193577,180139,164646
20221,D,발달상권,3120001,서대문역,1049206,544611,504597,79372,160201,232412,233927,177515,165781,115876,240231,199052,198841,206091,89114,171086,166583,166568,179774,173510,99590,92095
20221,A,골목상권,3111080,굽은다리역 3번,554752,248640,306112,83990,63866,69390,85145,92184,160175,127203,107013,68607,71501,106147,74281,76675,76411,77512,77704,78275,81996,86178
20221,A,골목상권,3111078,굽은다리역 4번,4210186,1924610,2285576,739988,506396,640380,608336,649158,1065931,1303578,895055,443138,416378,595632,556406,592319,596186,595657,590053,586665,620328,628978
20221,A,골목상권,3111075,굽은다리역 2번,1665098,755301,909796,270470,189334,224216,254974,257162,468942,537710,359983,166666,153088,223857,223795,236049,237205,235779,233435,233011,241804,247814
20221,A,골목상권,3111074,명일역 1번,648389,295363,353025,108652,70559,84963,109349,101580,173287,204682,137668,66140,63449,91887,84563,90442,90880,90589,89345,89759,97092,100282
20221,A,골목상권,3111073,둔촌동역 1번(한산중학교),3739610,1825897,1913713,732687,450824,553025,596031,550487,856558,989444,796309,443642,427590,595624,487003,537672,535261,533476,531729,535550,531275,534648
20221,A,골목상권,3111072,굽은다리역 1번(십자성마을),2201336,1005932,1195404,382052,263408,336029,339785,306067,573997,627204,458625,238827,233850,345928,296902,310441,310762,310965,306653,306705,322246,333562
20221,A,골목상권,3111064,둔촌동역 4번,603485,289484,314000,98645,78094,80183,101216,99419,145925,191019,124742,60188,57393,86698,83444,85566,85049,85599,83942,85028,87821,90479
20221,A,골목상권,3111062,둔촌동역 3번(성내3동주민센터),872955,438683,434273,163969,104143,120133,155127,134510,195073,244523,179927,101832,99065,135153,112454,124005,124898,125970,124888,125274,122161,125757
20221,A,골목상권,3111061,암사역 1번,3336378,1570193,1766186,515407,399346,507591,556269,521667,836098,976652,699542,357516,349665,513756,439247,467813,468468,469269,462812,463887,493203,510926
20221,A,골목상권,3111060,암사역 2번(서울강동초등학교),3333806,1558807,1774999,569100,388592,520269,512460,516824,826562,904144,686250,367973,368801,554416,452222,470281,463425,467646,465754,467312,491740,507645
20221,A,골목상권,3111059,강동역 4번(강풀만화거리),3532807,1678650,1854157,440131,485752,633393,558478,555025,860030,987562,725922,393029,392414,565060,468820,495447,498938,502097,496336,495768,519864,524359
20221,A,골목상권,3111054,암사역 4번(삼성광나루아파트),147792,70610,77182,26397,17051,25470,25123,21551,32201,36932,28917,17651,18167,26476,19650,20457,20772,20509,20644,20536,22217,22656
20221,A,골목상권,3111052,암사역 3번(천호동자전거거리),1165205,552244,612962,173334,145108,225306,196390,171418,253651,333230,238200,127497,127781,183961,154538,165451,166018,165661,164338,165774,169073,168891
20221,A,골목상권,3111051,천호역 6번,3000693,1398142,1602551,415741,397777,492764,462524,447621,784268,846127,612009,331478,327920,483856,399303,423426,422485,423072,419052,421077,441283,450298
20221,A,골목상권,3111050,강동구청(강동구청역 2번),396968,176659,220309,72083,43761,60016,65734,61345,94028,90673,84000,54952,53649,67690,46003,58820,58363,58610,59452,58734,51891,51100
20221,A,골목상권,3111048,천호역 1번(천호문구완구거리),1481326,709626,771699,124593,218508,282676,236463,243808,375279,370338,301351,177984,189465,250749,191438,211106,209150,210234,214220,214406,215456,206752
20221,A,골목상권,3111046,마천역(마천초등학교),2031413,970993,1060420,308880,200600,268211,293900,337892,621930,607994,421139,213008,208658,307515,273102,286307,286105,285077,281812,282699,298895,310517
20221,A,골목상권,3111042,거여역 1번(거여공원),1835977,870048,965930,259167,230916,281999,287226,314754,461916,525431,377348,195262,195227,291291,251421,259240,258982,259502,256459,254613,270555,276626
20221,A,골목상권,3111041,거여역 8번,149775,70274,79502,22599,18064,21978,24709,24266,38160,42547,32396,16007,15774,22835,20214,21422,21377,21485,21670,21605,21202,21013
20221,A,골목상권,3111032,방이역 1번,427983,199703,228280,93188,46412,58007,64118,65643,100616,94108,88260,60810,60919,75661,48225,61888,61634,61660,62243,62023,60048,58487
20221,A,골목상권,3111030,방이역 2번,1235619,569878,665740,258691,134318,169249,186036,197982,289343,295804,255275,156172,153656,217564,157149,173011,169786,171104,173219,172985,185433,190082
20221,A,골목상권,3111029,오금역 4번,190553,87632,102922,39958,20875,26083,35452,28446,39738,50260,39641,22808,22378,30083,25384,27188,27399,27656,27945,27692,26311,26363
20221,A,골목상권,3111028,문현중학교(장지역 1번),929655,445817,483838,160589,130662,200752,150376,127622,159655,209276,198008,122197,124523,165367,110283,133436,132381,134031,134342,134368,132109,128989
20221,A,골목상권,3111026,문정역 2번,902337,445030,457309,139574,129911,201310,155816,130373,145354,229545,190437,114904,109433,146301,111719,129484,127890,128814,130590,130649,128102,126807
20221,A,골목상권,3111025,경찰병원역 3번,989809,458878,530931,148343,134039,189965,171099,138624,207740,262057,209913,116450,116521,157668,127200,141195,139627,141705,141118,141407,140476,144282
20221,A,골목상권,3111024,경찰병원역 4번(건너말공원),396141,192557,203584,48065,61027,75743,65303,63560,82441,96734,83454,51604,50641,65582,48126,58389,57846,58389,59229,58989,52639,50659
20221,A,골목상권,3111023,문정역 1번,857392,433687,423705,95485,155113,179476,149790,126489,151040,206208,186636,117832,112887,136240,97589,128597,127170,127354,130881,128864,108634,105891
20221,A,골목상권,3111021,방이역 4번,2474376,1184313,1290063,582486,299178,344494,398364,348486,501369,501166,467325,322993,353896,525045,303954,349478,351856,350482,358168,360471,359993,343927
20221,A,골목상권,3111019,한성백제역 3번,1364796,645439,719356,232427,177229,249989,225647,188356,291146,404141,285887,143474,140629,208873,181791,193094,192947,194673,192558,193703,199009,198813
20221,A,골목상권,3111017,송파나루역 3번,183727,86033,97694,28679,25929,35673,29851,26468,37126,53472,37535,19881,19702,28575,24562,26183,25955,26184,26351,26595,26201,26257
20221,A,골목상권,3111016,송파역 2번,664869,291396,373474,141836,84606,108232,98986,97170,134040,164185,145935,88384,82948,103966,79453,96542,96413,95314,97176,96519,91489,91416
20221,A,골목상권,3111015,석촌역 3번,2014305,916465,1097840,345249,324803,418765,302726,267872,354890,531322,417749,240150,236971,327609,260504,285659,286093,290366,291568,290020,287685,282914
20221,A,골목상권,3111014,송파나루역 2번,715736,350495,365239,90565,128062,160948,120880,91901,123378,204094,145508,78030,75166,118735,94202,101702,101486,102343,103060,103424,103058,100664
20221,A,골목상권,3111013,송파나루역 1번(송리단길),2353587,1088183,1265405,302807,450424,524047,366511,293773,416025,638469,456037,277756,283662,403012,294652,328422,329025,335118,334249,336085,347387,343302
20221,A,골목상권,3111012,석촌역 6번,1038203,465843,572361,158974,145035,222919,171934,142531,196811,282912,213582,121210,118348,166685,135465,147566,145825,147662,148006,148279,149167,151699
20221,A,골목상권,3111011,잠실나루역,38164,17713,20451,7405,4280,5178,7250,5831,8220,7785,7830,5009,5362,7380,4797,5590,5556,5569,5713,5764,5219,4753
20221,A,골목상권,3111010,석촌역 7번,1922217,875100,1047117,223631,320303,447749,318532,239122,372880,541511,396316,217904,211601,302861,252026,267415,270677,272081,270828,270293,282000,288924
20221,A,골목상권,3111008,석촌고분역 3번,754410,346279,408131,112675,106307,165938,127048,100102,142339,239331,163848,77610,71502,103125,98993,105846,105813,106330,104669,104770,111167,115813
20221,A,골목상권,3111007,석촌고분역 4번,1259536,581861,677676,197498,191553,271367,212616,163942,222561,411096,266045,123337,115367,170257,173436,177610,177854,178900,177841,176232,182624,188474
20221,A,골목상권,3111006,석촌고분역 1번,2376820,1081810,1295010,391432,352045,476888,398888,308251,449317,669414,495188,262836,256222,377154,316006,334623,335052,337664,337009,336856,345796,349820
20221,A,골목상권,3111005,삼전역 3번,1474491,685665,788825,224876,213956,321582,243999,197818,272258,474972,323369,145317,131342,197320,202168,206568,208047,208767,206695,205587,216090,222734
20221,A,골목상권,3111004,삼전역 1번,2334280,1088590,1245689,369647,345268,462698,395691,313580,447396,663881,486571,253945,248913,367386,313584,328302,328760,333304,332941,333900,339436,337638
20221,A,골목상권,3111003,삼전역 4번,2138505,991754,1146752,330576,309793,432624,353935,278269,433307,632215,453879,223871,213373,321323,293846,301298,298759,303237,298327,301053,312335,323499
20221,A,골목상권,3110995,봉은사역 4번,581913,280663,301250,106213,63692,100140,112513,84694,114661,156001,131693,69111,66259,85182,73664,83560,84727,83510,84285,84115,80981,80736
20221,A,골목상권,3110991,삼성중앙역 5번,179522,89553,89970,12423,35258,48727,40582,22740,19791,19463,34112,36782,38138,37663,13363,25463,25579,26185,28136,28098,23990,22072
20221,A,골목상권,3110990,청담역 12번,51371,25866,25505,5535,6717,10750,10349,7486,10534,8024,10710,8076,8098,10453,6011,7520,7558,7546,7898,7829,6810,6212
20221,A,골목상권,3110988,청담역 3번,128211,62922,65287,16930,15838,24084,25043,18644,27673,23782,28873,18798,20458,22531,13768,18621,18026,17924,18813,18829,18053,17946
20221,A,골목상권,3110986,삼성중앙역 7번,308818,154054,154764,25867,52403,71925,64060,41438,53126,71516,65525,44009,43033,49675,35061,46085,45520,45766,47179,46573,39077,38616
20221,A,골목상권,3110975,매봉역 1번,274529,123824,150704,32520,41816,47634,42975,48828,60755,52773,57154,42159,41813,51503,29127,40661,39965,40211,41207,40650,36392,35441
20221,A,골목상권,3110973,강남구청역 4번,1133377,541744,591632,176505,170350,232917,244793,148875,159938,226468,243150,175336,170498,197046,120877,167491,168006,171019,176564,172800,142893,134602
20221,A,골목상권,3110971,선정릉역 4번,803559,391734,411825,45806,162780,238288,158493,95666,102527,214154,180066,106738,101484,112857,88260,119077,117667,118583,121662,119880,103810,102879
20221,A,골목상권,3110968,강남구청역 2번,295260,150015,145245,33666,56150,70904,61210,35645,37682,49895,60990,50569,51628,54544,27635,45114,44983,45615,47748,46837,34026,30937
20221,A,골목상권,3110967,역삼역 8번,673492,361419,312072,36479,149969,192056,141678,80140,73171,141161,144654,105664,100491,111100,70426,101250,101770,102660,106969,104967,78514,77363
20221,A,골목상권,3110965,언주역 6번,870773,435025,435749,50024,198998,253665,174888,95511,97687,170092,188923,136529,135675,146045,93510,129820,129577,130782,136325,133461,107016,103792
20221,A,골목상권,3110961,언주역 3번,725302,372644,352659,70035,137048,182736,144856,90301,100326,146462,155183,115583,114151,120123,73803,110898,108899,111019,115794,113057,85466,80169
20221,A,골목상권,3110958,역삼역 4번,561770,305384,256386,25406,133139,160676,112027,68105,62419,73693,118712,109544,110202,104412,45208,89754,88170,88199,94679,92363,60181,48425
20221,A,골목상권,3110956,언주역 8번,349522,184904,164618,18713,84354,102508,64656,37369,41923,68680,73955,55030,55195,59453,37210,51111,50404,51816,53216,52779,46527,43669
20221,A,골목상권,3110950,논현역 7번,166640,81971,84669,12419,29205,39236,34339,22409,29030,30447,35122,28112,28774,28313,15873,26042,25687,25661,26791,26628,19066,16764
20221,A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),37980,18982,18998,7062,3047,6365,6897,5960,8649,6429,8541,6173,6120,6845,3873,5450,5573,5608,5545,5591,5210,5004
20221,A,골목상권,3110939,양재역 8번(양재동우체국),1924173,929496,994678,211771,294936,436697,334946,251960,393863,426456,403755,276385,274546,331227,211806,285810,284574,288725,295841,293208,243648,232367
20221,A,골목상권,3110929,남부터미널역 1번,1548382,734988,813395,291376,185296,256576,305409,209264,300459,432472,326938,175292,172407,233438,207835,223151,221758,222212,225394,225809,215280,214775
20221,A,골목상권,3110927,잠원역,180186,83157,97029,43325,14746,18050,35264,29604,39198,36147,37304,25251,25423,33986,22075,25945,25381,25889,26117,26254,25916,24684
20221,A,골목상권,3110923,방배역 1번,37398,18187,19212,5971,5065,5964,6003,5492,8904,5828,7982,6379,6309,7365,3538,5413,5527,5403,5629,5622,4958,4847
20221,A,골목상권,3110922,내방역 1번,874396,388007,486387,139823,111224,154680,139664,118457,210547,242137,189254,102660,101064,132209,107069,124621,125467,125610,125277,125540,123960,123921
20221,A,골목상권,3110920,방배역 2번(백석예술대학교),49340,24360,24981,7073,8217,8126,7768,7512,10643,8550,11296,7235,7172,9594,5494,7395,7364,7386,7606,7556,6240,5792
20221,A,골목상권,3110919,내방역 8번,680565,310429,370137,112149,87088,98926,124166,112269,145968,195342,142433,77256,75267,103135,87134,97342,97441,97776,97888,97430,96051,96638
20221,A,골목상권,3110918,방배역 3번,1079318,517539,561779,181323,164629,192278,187340,138676,215072,296441,230161,127274,124027,168241,133176,155982,157045,158839,158926,157059,146625,144844
20221,A,골목상권,3110916,내방역 4번,844869,389746,455123,162077,116654,153038,148432,111260,153408,190050,175336,113696,114023,148790,102974,124436,123157,124343,125909,125672,111780,109572
20221,A,골목상권,3110914,내방역 6번,243832,110705,133128,38582,35001,43551,46075,34156,46467,70609,51145,27827,27343,35649,31258,35452,35335,35611,36179,36016,33038,32199
20221,A,골목상권,3110910,내방역 5번,358519,163731,194786,70537,44558,60771,69096,46364,67191,104853,74919,40002,37460,51861,49422,51184,50584,51836,51700,51386,50620,51208
20221,A,골목상권,3110909,남태령역(서울전자고등학교),70412,38185,32227,7386,13202,11567,11365,10457,16435,13912,15927,9938,9817,12800,8020,9914,10081,9982,10186,10195,10131,9923
20221,A,골목상권,3110908,구반포역,23636,10896,12740,4005,2790,2930,4604,4099,5208,2384,5383,4458,4620,4960,1830,3450,3558,3515,3640,3651,3176,2646
20221,A,골목상권,3110904,이수역 5번,249590,111399,138192,42313,34244,47390,42453,37167,46026,33696,48798,41915,45540,53081,26561,36680,36077,36658,37392,37077,32940,32767
20221,A,골목상권,3110902,사당역 4번,2338048,1083277,1254772,272400,437341,419825,318077,327626,562778,645786,494903,260508,257355,375438,304058,327037,329199,329420,326244,327493,346213,352443
20221,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),1918266,907916,1010351,202573,504425,415662,262043,197079,336484,557303,403427,197148,193930,300524,265933,267997,267729,269777,268719,269913,283560,290572
20221,A,골목상권,3110899,낙성대역 5번(관악중학교),918722,442718,476005,75030,264664,225656,117700,85486,150184,295507,198535,88815,81780,127039,127044,127250,126676,128741,127927,127598,136906,143626
20221,A,골목상권,3110897,서울대입구역 8번,1545761,741306,804454,150508,439393,338305,188467,162126,266962,469216,319624,162461,159207,227852,207403,216101,215352,215523,214096,216258,232584,235845
20221,A,골목상권,3110890,봉천역 1번(관악초등학교),845689,399462,446228,72872,254238,167325,95728,89894,165632,233876,172476,91448,90269,139914,117707,116998,116828,118315,117351,118320,126788,131089
20221,A,골목상권,3110889,봉천역 6번,479274,225640,253634,56201,74326,78652,78046,64842,127206,146276,100636,48653,46161,71449,66100,67113,67669,67831,66071,66606,71371,72614
20221,A,골목상권,3110884,봉천역 4번(봉천110안전센터),757720,369904,387819,75054,150261,134046,113801,112030,172527,173002,145147,87265,92694,150094,109518,107823,105768,106658,106676,107127,111947,111720
20221,A,골목상권,3110880,신림역 1번,504027,253545,250482,33076,162086,104696,63479,55166,85525,165981,110060,49302,44542,64464,69680,71266,72969,73594,72565,72417,71379,69835
20221,A,골목상권,3110877,신림역 8번,1372733,711111,661622,77659,419814,312389,181569,157702,223598,361179,276550,156698,157840,232656,187809,190488,190464,192317,191685,192947,206976,207858
20221,A,골목상권,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",4398774,2278849,2119925,226094,1665555,1077804,533278,357848,538194,1266644,911481,452956,449837,707637,610220,607288,608783,616163,613897,617173,664578,670891
20221,A,골목상권,3110858,신대방역 1번,503763,244192,259571,26906,136671,102925,69729,63540,103991,97282,106269,58286,60967,105623,75335,72502,71899,72586,72615,73110,71642,69408
20221,A,골목상권,3110855,신대방역 2번,1292683,629939,662743,99128,318622,245643,188979,169156,271156,301578,261685,152275,160408,247517,169219,180599,181217,181926,182541,182000,192515,191883
20221,A,골목상권,3110852,이수역 9번,722895,331315,391582,74161,139549,153071,114795,96025,145295,182447,142941,92475,93557,125326,86149,104022,102916,105083,106112,106657,101851,96256
20221,A,골목상권,3110850,사당역 10번,2513013,1191424,1321589,252345,539908,523790,354995,307216,534758,777891,528949,261507,251364,369356,323946,355877,354663,357491,354188,356411,367607,366778
20221,A,골목상권,3110849,이수역 10번,1899239,875647,1023590,308101,238844,339980,278383,274696,459232,534979,372841,202930,204843,313242,270402,267056,266576,268426,266926,268942,277509,283804
20221,A,골목상권,3110846,남성역 1번,2835167,1319026,1516142,359835,452873,503114,467127,375107,677112,768342,572563,314222,314562,476073,389406,399174,400040,401271,397546,398359,419401,419377
20221,A,골목상권,3110839,숭실대입구역 4번,706545,347295,359251,131374,157792,112653,104791,74721,125216,205970,140435,79731,76937,110628,92845,100478,98496,99358,99531,97689,104594,106399
20221,A,골목상권,3110837,숭실대입구역 1번,1876731,887976,988755,304981,405348,263251,262703,227193,413258,423706,375883,233563,245885,359461,238234,260389,262005,261702,262650,261371,283163,285450
20221,A,골목상권,3110836,상도역 5번,1584153,743110,841043,200783,434537,231726,189164,186606,341337,467483,329181,171012,168979,241455,206041,219937,220145,221095,219372,220988,238705,243909
20221,A,골목상권,3110835,상도역 1번,144947,66476,78471,18824,35130,23925,20389,17384,29295,27185,29486,19689,20218,28928,19441,20251,20667,20657,21275,21530,20738,19827
