기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20234,D,발달상권,3120249,고덕역,513153,254560,258592,156515,51352,47798,79225,70265,107996,77030,91296,78375,89901,122525,54027,72754,73916,74764,73955,76166,76732,64865
20234,D,발달상권,3120248,명일역,1504781,667229,837552,311931,146774,197208,271851,211172,365846,341813,299523,195046,194238,282561,191601,212525,212787,213654,211853,216180,217870,219915
20234,D,발달상권,3120247,굽은다리역,710160,322544,387616,94210,89014,108650,111599,110496,196192,155662,136629,89447,96070,140286,92064,101038,99489,99839,99347,100471,105806,104170
20234,D,발달상권,3120246,길동역,4412632,2074555,2338077,385856,702266,811697,752263,705000,1055548,1056943,888596,576180,573116,761822,555975,625641,633994,635017,638214,645248,629965,604552
20234,D,발달상권,3120244,암사역,737658,347745,389912,100452,93811,126832,124485,115672,176406,167085,144330,93561,96775,142827,93079,103647,103009,102682,102958,104834,112323,108205
20234,D,발달상권,3120243,천호역,1355682,641704,713979,99101,247539,271414,211324,216879,309427,269766,255503,193508,208461,268533,159912,187525,186249,188346,187706,199023,208032,198800
20234,D,발달상권,3120242,강동구청역,1769097,813750,955347,271208,211504,304794,311598,286320,383674,362963,366070,255478,257663,322655,204267,255311,262083,262120,265532,262294,234146,227609
20234,D,발달상권,3120241,거여역,658749,303102,355647,111451,71665,93177,106575,110078,165805,150300,131847,80758,84482,124858,86504,93506,92502,93082,92660,92809,97342,96848
20234,D,발달상권,3120240,개롱역,1682113,755321,926793,302399,189153,236140,257879,267121,429421,439359,336753,184800,195801,298193,227207,241015,238791,238295,237451,240113,247913,238536
20234,D,발달상권,3120239,오금역,1213742,580714,633028,163398,163200,222293,187985,192060,284809,235180,270184,178998,176251,217477,135654,175453,179709,179892,181567,178764,160795,157560
20234,D,발달상권,3120238,방이역,283005,130758,152248,65699,31334,36875,43096,42787,63213,55913,53518,33513,37084,62414,40566,38459,39284,39095,39844,40479,43608,42237
20234,D,발달상권,3120237,경찰병원역,2346207,1147208,1198998,386340,307785,438517,424272,354734,434560,607584,490177,282761,279362,384856,301465,332781,332828,337601,338834,336957,333014,334191
20234,D,발달상권,3120236,장지역(가든파이브),197252,97055,100197,24197,27733,43950,37851,28869,34653,30912,42401,30672,32727,39284,21256,28111,28881,29109,29129,28989,26896,26137
20234,D,발달상권,3120235,문정역,497476,257233,240243,42688,83652,126013,103817,73404,67902,81704,104631,87636,87966,89687,45852,73057,76284,77766,77598,75601,60599,56570
20234,D,발달상권,3120234,가락시장역,1829788,957381,872407,155185,232322,376022,360965,334010,371286,404957,361892,254214,251408,336212,221104,259887,268796,271894,275087,276422,254770,222931
20234,D,발달상권,3120233,몽촌토성역,1005028,473900,531128,101416,228254,284449,148870,110359,131679,223670,206659,137509,134462,182269,120460,141716,143844,145202,145229,148485,146050,134505
20234,D,발달상권,3120232,송파나루역,389631,185525,204106,49866,67575,86645,63828,51364,70353,84882,76073,50996,51352,77024,49305,54282,53955,54228,54552,55545,59274,57796
20234,D,발달상권,3120230,송파사거리(송파역),620014,285348,334666,119648,86158,117602,97084,83401,116122,111723,127794,93227,92447,121749,73076,88294,89914,90929,90877,92803,86972,80227
20234,D,발달상권,3120228,석촌역(석촌호수),2162650,974064,1188587,253482,391281,474641,359991,286139,397117,443601,425606,300576,310206,425382,257278,303810,303947,306383,306186,311301,322663,308361
20234,D,발달상권,3120227,잠실역,1172584,554393,618191,158466,163799,242379,240159,166848,200934,145943,243111,216904,228026,234790,103811,169949,179083,182567,183625,176646,148213,132500
20234,D,발달상권,3120226,석촌고분역,726179,343176,383002,100638,113724,154454,121046,101971,134347,176866,145326,88977,90335,130942,93732,102100,101621,101899,102455,102779,108227,107098
20234,D,발달상권,3120225,잠실새내역(신천),2779057,1339165,1439892,429790,526567,542237,519154,359944,401363,605779,494889,344919,378615,580166,374691,388126,384378,387643,388819,407999,429146,392944
20234,D,발달상권,3120224,수서역,251672,120620,131051,28586,24519,40572,43336,34597,80060,40073,56007,45159,42028,44826,23579,37942,39593,40041,39980,39304,28887,25924
20234,D,발달상권,3120222,삼성역,1041259,555939,485322,112197,191993,286864,224039,126186,99980,77708,244074,236162,230218,191790,61309,154119,174687,182254,182084,169454,95847,82817
20234,D,발달상권,3120221,봉은사역,461496,237700,223795,52018,71421,107777,101095,64714,64471,45125,104037,95803,95293,86856,34383,68117,74065,76889,76857,73604,49048,42914
20234,D,발달상권,3120220,대치역,482201,222545,259655,186896,35574,35599,91635,62019,70477,67849,84173,71450,87661,118914,52153,66272,67067,65412,67890,68259,78166,69135
20234,D,발달상권,3120213,삼성중앙역,2309690,1155482,1154210,208659,378792,578128,528425,323227,292459,426882,465358,383838,382431,414717,236463,329397,352838,362630,366205,355088,283202,260330
20234,D,발달상권,3120212,한티역,994528,465645,528884,376610,95708,87942,192000,131501,110766,126483,167385,155961,184348,249143,111207,133993,137597,138271,138645,143218,158917,143889
20234,D,발달상권,3120210,선릉역,5393205,2693065,2700140,693602,919543,1262092,1107936,732745,677285,842717,1128723,960069,936027,1011322,514347,779637,861161,885301,887732,853339,609525,516512
20234,D,발달상권,3120209,"강남구청(청담역_8번, 강남세무서)",859959,403287,456672,172946,101783,140208,178793,124900,141328,155453,175042,139245,143395,159838,86985,123349,130035,131034,131944,130496,112746,100355
20234,D,발달상권,3120207,선정릉역,1981503,980170,1001332,250420,320265,456497,416602,260917,276803,399615,424624,312802,306822,331151,206489,288664,308812,314148,311833,301915,236455,219674
20234,D,발달상권,3120205,매봉역,554883,278263,276618,60358,79772,113637,108445,88845,103825,84176,113797,101272,98910,104079,52648,81226,87413,89853,89276,87668,62564,56881
20234,D,발달상권,3120203,강남구청역,1863424,939602,923822,176777,341654,470362,389858,257138,227636,282806,373364,332971,336127,360474,177685,268971,295220,306344,306478,292872,213387,180153
20234,D,발달상권,3120202,압구정로데오역(압구정로데오),2050638,933509,1117128,161660,492931,508305,396869,248232,242642,256710,335264,376315,398995,461784,221570,267853,293580,301433,308646,328549,312369,238209
20234,D,발달상권,3120197,역삼역,4715219,2589115,2126104,160535,1054776,1420670,1032879,568332,478027,571485,1016172,953130,929642,863416,381374,711470,809055,835237,832885,764068,415678,346823
20234,D,발달상권,3120194,언주역(차병원),1863648,946450,917199,79840,389597,552505,393120,225727,222858,316542,404776,326998,320603,319826,174904,270122,291600,298125,299441,287664,219027,197666
20234,D,발달상권,3120191,학동역,2225873,1092806,1133066,187740,438353,559511,463855,285963,290452,419448,470796,366573,368031,380344,220680,322407,346511,354847,355904,342656,263676,239871
20234,D,발달상권,3120189,강남역,7668004,3876812,3791192,649342,2123544,1984763,1435167,824698,650490,949409,1431458,1390646,1442016,1690471,764002,1082589,1187814,1223792,1236900,1255876,959653,721379
20234,D,발달상권,3120188,압구정역,2127633,932605,1195027,318488,334951,421199,429786,290242,332965,244952,398484,405906,421953,469835,186504,294256,321796,323595,327879,335363,287081,237665
20234,D,발달상권,3120187,신논현역,3660727,1815675,1845051,290141,963510,940420,688488,404299,373869,544330,687608,590384,629013,806336,403058,510151,541650,555127,564285,579008,507244,403264
20234,D,발달상권,3120185,논현역,2486804,1235728,1251077,149990,521674,631798,509994,324681,348669,437671,506554,389959,399210,484193,269219,357955,381561,390232,390354,389607,311302,265792
20234,D,발달상권,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",700888,370625,330263,81237,104462,152504,142933,106987,112763,114321,156963,119716,116443,125006,68440,102231,108172,111063,111762,109848,83800,74014
20234,D,발달상권,3120179,양재역,2278451,1137890,1140561,288999,344891,503470,449073,321512,370505,363449,498668,398602,371657,425856,220219,329149,354511,366177,369459,361260,266322,231573
20234,D,발달상권,3120178,신사역,3326778,1655990,1670790,231564,748068,818322,681831,432756,414239,505111,661356,569844,587248,675894,327327,471237,510367,521861,524870,530724,427685,340032
20234,D,발달상권,3120177,신논현역 1번,1365480,669778,695701,169759,251430,318737,276121,167379,182056,391471,293810,154287,150976,201063,173873,196703,198131,198014,197878,198294,192395,184064
20234,D,발달상권,3120176,논현역 4번,1932967,971337,961630,156209,362293,500278,397128,248358,268703,554919,417110,220620,216142,281026,243151,277883,281186,281400,282760,282346,269383,258009
20234,D,발달상권,3120175,남부터미널역,1244791,635808,608984,113058,186082,267686,256121,190891,230955,230332,271995,204800,202894,211913,122859,182260,193168,195740,194716,191017,152715,135176
20234,D,발달상권,3120174,논현역 5번,335669,173500,162169,28909,58023,77626,70286,49842,50983,73689,72997,49041,51119,54787,34035,48505,50883,51378,52013,51556,42701,38634
20234,D,발달상권,3120173,교대역(법원.검찰청),4502521,2278130,2224390,432397,770733,954431,893995,686720,764245,593976,943785,820048,806341,920493,417880,654037,712229,726950,730327,714020,505143,459814
20234,D,발달상권,3120169,서초역,1387368,742627,644742,87767,232994,335480,287625,234343,209159,171622,289935,272329,260293,272998,120191,203139,224221,229313,232652,223003,139695,135345
20234,D,발달상권,3120167,고속터미널(고속터미널역),694844,306807,388037,129118,97947,103709,126664,109629,127776,76113,123308,122318,140717,167849,64540,94624,96722,97388,97890,104019,110146,94055
20234,D,발달상권,3120166,방배역,1024155,475114,549040,170808,159038,174521,170771,144467,204548,182673,203452,160295,163319,203595,110822,147558,154843,154620,157417,152542,134431,122743
20234,D,발달상권,3120164,내방역,1402974,631381,771592,207524,205656,260935,251500,196831,280529,270285,285667,196428,204333,277946,168314,202791,208237,210187,209796,208879,188222,174862
20234,D,발달상권,3120163,사당역 11번(사당역먹자골목),1516617,657260,859357,291639,179982,232195,237606,206695,368500,455047,313237,158700,155558,228254,205820,214782,213960,215335,214601,214700,220843,222397
20234,D,발달상권,3120160,사당역(사당),2148304,1055580,1092724,204747,438175,419530,326949,299751,459152,364476,368561,290711,307007,526843,290706,289124,302922,307709,312377,329982,329437,276751
20234,D,발달상권,3120159,서울대입구역,3434030,1668550,1765480,272966,1313821,698640,394763,330171,423668,759136,653622,419891,446796,691249,463337,480179,483574,486052,490055,504643,516119,473408
20234,D,발달상권,3120157,신림역(신림),4538967,2350700,2188265,250451,1597131,1071091,592229,451656,576409,1086992,876188,524798,553581,870462,626947,633280,619828,623613,620876,642209,706596,692565
20234,D,발달상권,3120156,"총신대입구역(이수, 총신대)",3766861,1750594,2016267,532615,642041,644742,605079,533077,809305,647233,695387,530826,582039,838086,473288,522676,532727,538135,536259,558005,561307,517751
20234,D,발달상권,3120154,장승배기역,510231,232490,277741,94268,78048,79746,80190,68096,109883,84906,101131,75464,81257,106857,60616,73222,73509,73914,74090,74288,72996,68210
20234,D,발달상권,3120153,노량진역(노량진),1632188,885440,746748,107807,621277,330564,181069,171291,220180,285844,333428,233548,246115,343915,189337,230158,235304,238643,238393,243334,241068,205289
20234,D,발달상권,3120152,신대방삼거리역,756943,348504,408439,91065,147269,132594,118962,107731,159323,148619,144282,96643,106446,159280,101672,107512,106333,106148,105889,107660,113178,110223
20234,D,발달상권,3120149,여의도역(여의도),1618330,876810,741518,110754,282564,442464,382769,230680,169097,139938,355884,352881,354143,311390,104094,241574,269611,277858,279862,266548,155519,127358
20234,D,발달상권,3120148,국회의사당역(국회의사당),443174,239890,203285,17807,75897,125452,105889,66697,51433,38448,106967,102628,95897,73931,25304,64700,72288,76155,74777,70895,37908,46451
20234,D,발달상권,3120147,보라매역,820644,394899,425745,124635,144022,150067,135614,120422,145884,184588,163687,107539,105454,152091,107285,116298,115410,117099,117375,116628,119225,118610
20234,D,발달상권,3120145,영등포역(영등포),4173609,2120242,2053367,222524,1013120,898353,610150,602264,827198,734600,702200,643555,735029,883287,474938,548135,540869,546006,551508,611211,719848,656031
20234,D,발달상권,3120143,당산역,1199506,589358,610148,105398,257933,275960,196850,157742,205622,167584,245285,179739,189801,278160,138935,169412,177364,181598,181043,185944,164921,139226
20234,D,발달상권,3120142,대림역,1966648,969468,997181,118014,248356,336987,353835,396883,512573,319386,381157,273610,291253,446714,254530,276995,273893,273994,272799,278831,286143,303995
20234,D,발달상권,3120137,문래역(문래로데오거리),36039,17118,18920,5106,4561,6065,7456,5537,7315,6836,7420,5482,5584,6795,3924,5189,5280,5362,5353,5395,5052,4408
20234,D,발달상권,3120136,영등포구청역,1815287,880644,934644,126783,326203,417594,316061,284314,344334,342864,362793,273980,277875,347866,209910,252436,260872,264118,264403,270706,261087,241666
20234,D,발달상권,3120135,양평역,489059,250158,238899,56439,86962,108743,94343,67418,75155,85810,111416,89065,82068,76653,44048,73930,78211,78283,78488,76655,52494,50998
20234,D,발달상권,3120130,구로디지털단지역,1567090,829738,737353,68114,370237,406096,283685,218909,220049,314170,307101,203963,212640,321783,207434,220482,229875,233754,235690,238240,213942,195107
20234,D,발달상권,3120128,신도림역,570426,262554,307873,58666,94674,130632,107101,79391,99960,97023,112296,84456,91582,122441,62627,78993,79689,80701,80951,83360,87963,78770
20234,D,발달상권,3120125,구로역,707204,358362,348842,76128,97159,142907,133868,117410,139734,113385,155703,112441,116456,137337,71883,100408,102591,104352,103800,104301,98716,93040
20234,D,발달상권,3120123,오류동역,752278,357344,394934,79544,153587,158104,107207,105883,147952,167673,143835,92946,100489,144732,102602,106878,106381,106875,105437,106321,112349,108038
20234,D,발달상권,3120121,까치산역,2859171,1363156,1496014,394338,450718,544493,515705,405098,548820,526472,566108,410518,429704,568831,357537,404213,412085,414792,415524,416773,404456,391329
20234,D,발달상권,3120120,화곡역,1730104,804029,926075,209647,296077,331507,278750,232397,381728,332189,341778,225188,239136,361094,230720,244300,243001,245218,242316,247308,258378,249583
20234,D,발달상권,3120119,발산역(마곡),1166013,554396,611617,156266,205526,234863,210596,159755,199007,207082,216246,183638,192608,240855,125585,164444,167782,171630,171495,171116,166999,152547
20234,D,발달상권,3120118,마곡역(마곡),162443,80937,81505,27260,27402,33762,32655,20990,20373,32310,34224,25545,25204,27688,17469,23849,24810,25358,25204,24899,20210,18110
20234,D,발달상권,3120116,송정역,275493,135669,139823,32758,48417,53134,41683,37621,61881,50057,56659,39853,39955,56138,32832,39159,39102,39792,39330,39854,39648,38607
20234,D,발달상권,3120115,김포공항역(김포공항),10750,5196,5555,1261,1643,2100,1799,1614,2335,1830,2355,1610,1652,2064,1239,1510,1465,1460,1479,1541,1655,1642
20234,D,발달상권,3120113,오목교역,1975023,919075,1055948,559038,225207,226913,381799,282730,299336,346924,371934,294199,308331,420234,233401,272998,274927,277691,276517,285819,305158,281915
20234,D,발달상권,3120112,등촌역,1491546,684683,806863,170095,253190,341469,251380,185855,289557,321161,304198,200222,202725,277138,186101,212405,215205,215345,215704,217659,212381,202845
20234,D,발달상권,3120110,목동역 8번출구,1241327,591763,649564,246770,165917,181570,208255,184541,254273,273241,237244,157843,169920,241459,161619,175407,176648,177681,176854,180076,181831,172833
20234,D,발달상권,3120108,신정네거리역,912606,434614,477993,163352,110385,133965,155453,143107,206345,214912,183662,112253,115912,166446,119421,130430,130057,129891,129192,131276,132333,129427
20234,D,발달상권,3120107,공덕역(공덕오거리),1449487,670307,779181,169419,231642,316243,280704,221110,230370,182571,303275,257763,257460,306456,141961,212626,225180,229714,229748,225709,173996,152515
20234,D,발달상권,3120106,마포역,808502,381831,426671,105243,102859,168815,164278,123970,143336,166545,169172,120093,115526,144644,92521,116386,121883,123078,123711,122960,105600,94883
20234,D,발달상권,3120105,상수역(홍대),1053546,487216,566332,121410,426922,196798,128165,82049,98203,214981,188277,150514,154251,211881,133645,142542,148580,151320,152515,155073,158289,145228
20234,D,발달상권,3120103,홍대입구역(홍대),4448802,2122152,2326648,511791,1925243,909148,500781,300071,301768,866572,597615,579638,714584,1058175,632217,579902,558971,567341,580385,657348,796332,708523
20234,D,발달상권,3120101,합정역,1450871,658893,791977,109501,405716,377128,229432,156749,172342,211775,258437,232885,241416,336265,170092,197158,205575,209775,212937,222331,213717,189379
20234,D,발달상권,3120100,망원역,592871,257037,335834,57673,132437,136129,98619,68026,99986,106316,117981,84222,90602,122565,71184,83157,85214,85695,86328,88708,85934,77835
20234,D,발달상권,3120099,월드컵경기장역(월드컵경기장),8401,4000,4401,1017,1213,1614,1512,1302,1744,364,1441,1617,2016,2251,712,984,944,962,1194,1278,1598,1440
20234,D,발달상권,3120097,충정로역,503161,239930,263230,33500,82393,118863,108463,80219,79725,78263,114888,89584,91085,85728,43614,74347,80000,82203,82411,78221,54528,51451
20234,D,발달상권,3120096,"이화여대(이대역, 이대)",1495034,509505,985531,112061,741492,246903,136190,120639,137750,403401,314059,176396,175411,239193,186575,211714,214165,215124,214867,214198,216986,207980
20234,D,발달상권,3120095,홍제역,1290964,560676,730287,162764,167146,187608,196882,215778,360788,255345,249006,174231,186354,262700,163327,182245,180472,179332,180011,183159,195160,190584
20234,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",7237508,3179205,4058303,673811,3476359,1137707,706183,573996,669452,1255256,1229314,1042391,1119627,1663931,926993,980425,1007303,1019266,1022835,1080859,1123902,1002916
20234,D,발달상권,3120092,불광역,584518,257906,326613,42821,92805,98718,86240,102122,161811,108925,110150,82095,91017,122817,69513,80860,80405,81814,80144,82315,90410,88568
20234,D,발달상권,3120090,연신내역,1807945,822854,985092,178821,327615,292554,253118,270381,485458,394357,340761,227147,246381,356373,242926,256864,255698,256578,254638,260829,271126,252211
20234,D,발달상권,3120089,구파발역,289317,125925,163392,65308,37391,44426,51792,38433,51966,64306,57293,35762,39352,55497,37106,40705,40221,40417,40512,41167,43570,42726
20234,D,발달상권,3120088,구산역,541956,226729,315229,102282,74669,73317,83554,82471,125664,106889,104882,72270,79149,111113,67656,78088,78466,78125,77742,78170,78283,73083
20234,D,발달상권,3120087,응암역,813718,360208,453511,107596,123915,130417,137401,113934,200457,157758,169611,108794,110623,162884,104046,113512,110980,110711,110641,113247,127066,127561
20234,D,발달상권,3120086,태릉입구역,468398,219461,248936,48368,106985,71837,67655,69676,103876,90120,95988,60991,66317,96907,58074,65672,66320,66756,67382,68063,69118,65089
20234,D,발달상권,3120084,공릉역,653674,312927,340747,97376,148065,88978,89989,83947,145322,134320,125069,84719,90763,136915,81888,91267,90378,90308,90166,91835,100328,99395
20234,D,발달상권,3120081,노원역,4946038,2181962,2764076,768691,930546,741002,724523,788133,993143,780627,874027,756989,836549,1121041,576804,686101,687976,696047,693509,730988,758312,693104
20234,D,발달상권,3120080,마들역,116703,48812,67890,22661,11376,17552,17890,17207,30020,10776,21074,19205,23296,30960,11391,16520,16186,16376,16164,16663,18292,16504
20234,D,발달상권,3120079,창동역,411695,193200,218495,53516,54850,57356,63114,72899,109959,44853,76548,69664,78968,99749,41915,57088,57821,58616,58285,61107,63048,55729
20234,D,발달상권,3120078,미아사거리역,1208577,528421,680157,160366,204544,171386,184159,202024,286097,197863,218247,189211,203066,259310,140879,167734,168465,172059,169344,178315,184653,168006
20234,D,발달상권,3120077,미아역,1909857,883451,1026405,224203,291365,236811,271214,345730,540534,457508,405022,241584,238712,326079,240951,270882,273599,273079,275374,274424,274730,267772
20234,D,발달상권,3120076,수유역,4976423,2354834,2621589,427726,1272441,794127,711636,735894,1034597,972873,941742,653289,709543,1034399,664578,695947,696653,702131,700003,732415,744626,704647
20234,D,발달상권,3120075,월곡역,413070,179150,233920,53626,100633,58454,53571,61627,85158,96979,84442,53865,53976,73345,50462,59103,59441,59794,59326,58831,59413,57164
20234,D,발달상권,3120074,안암역,983994,486080,497915,139199,540560,90315,68567,64181,81171,167047,171892,157715,155462,207903,123976,146629,154853,156671,157229,137475,121432,109707
20234,D,발달상권,3120070,한성대입구역,640367,293217,347150,92929,129631,100732,92644,99161,125273,97168,115046,89902,106691,152639,78922,90831,93482,93778,93276,94382,90997,83620
20234,D,발달상권,3120069,상봉역,1646715,765707,881008,131633,344425,361899,232525,241412,334819,342962,307246,211740,228035,339225,217506,232481,225794,224801,227449,235300,260432,240458
20234,D,발달상권,3120068,사가정역,323237,152363,170874,35634,49435,51223,50691,56403,79851,57929,58355,43453,46970,71825,44706,45949,45971,46052,45927,47056,47524,44760
20234,D,발달상권,3120066,장한평역(장한평),1500896,783160,717738,97712,248351,297363,272633,250289,334547,301992,320387,220700,218704,267275,171838,215356,221056,226093,226248,224523,197808,189813
20234,D,발달상권,3120065,회기역,1290147,574976,715170,126856,558578,173079,120593,125326,185718,265067,272087,162491,167602,253209,169690,181153,182577,183627,183851,185729,191343,181867
20234,D,발달상권,3120063,청량리역(청량리),1045983,494240,551744,84787,178004,141652,148907,170399,322234,159302,197042,178148,191078,214717,105695,145857,146626,147602,146515,150696,160495,148192
20234,D,발달상권,3120062,신설동역,2018192,980500,1037692,142005,467157,339898,299030,310651,459450,377161,445172,327496,316309,342922,209132,287018,293134,297675,298754,305186,272810,263614
20234,D,발달상권,3120060,강변역(테크노마트),321100,155604,165495,46072,42881,54264,59659,53537,64687,66004,65448,45359,47706,59845,36738,45060,43983,45049,45501,46852,49433,45224
20234,D,발달상권,3120057,아차산역,1277644,563253,714391,208891,179713,212711,200448,190619,285261,285403,264246,159562,166805,237352,164277,180263,178030,177751,177928,179044,190314,194311
20234,D,발달상권,3120056,구의역,1422782,711051,711732,120379,316294,283945,227433,216768,257963,309127,274137,173954,184710,284732,196123,200909,204293,205205,206240,208635,206692,190808
20234,D,발달상권,3120055,군자역,2686568,1272748,1413820,254563,632201,568278,398773,352541,480212,611610,548186,325956,335310,511737,353769,380763,384401,386789,387058,389370,384231,373956
20234,D,발달상권,3120054,어린이대공원역,1829276,848243,981031,213714,750685,305711,204662,161922,192585,454585,378346,234778,226605,305041,229919,262418,266425,268184,268369,262220,253550,248110
20234,D,발달상권,3120053,건대입구역(건대),2998446,1357628,1640819,307833,1219342,509901,344097,279183,338090,531820,484932,382352,436240,730484,432618,410404,402582,406367,409944,443340,489523,436286
20234,D,발달상권,3120052,성수역,1418127,718520,699607,100695,370756,338625,238973,183300,185779,165692,285484,271035,285856,291379,118680,204620,221462,228702,229856,226922,163935,142630
20234,D,발달상권,3120051,뚝섬역,2720089,1323502,1396586,242658,630399,677262,478557,327621,363591,416018,552523,466571,484207,540949,259820,386864,414499,425601,426613,424099,337100,305314
20234,D,발달상권,3120050,서울숲역,175762,85722,90039,16782,35790,43409,27955,25120,26706,25937,33675,31862,33971,35103,15216,25030,26209,26732,26879,26355,23086,21471
20234,D,발달상권,3120049,왕십리역(왕십리),2514398,1161279,1353119,326193,889729,390411,309492,277322,321252,581448,493597,321734,324269,471701,321648,350925,358509,362408,361608,370722,368197,342028
20234,D,발달상권,3120048,금호역,970851,439802,531049,115185,120868,156593,145172,160108,272927,235115,190256,114504,122193,183556,125227,137173,134594,135036,134219,136596,149021,144211
20234,D,발달상권,3120046,이태원(이태원역),1484092,764286,719806,92347,374093,374009,253964,175895,213783,313694,251183,200402,217890,301439,199485,195977,188381,192124,195219,217337,253675,241378
20234,D,발달상권,3120044,삼각지역,835347,443703,391643,62247,167236,211581,160209,115250,118824,211391,176436,105717,102225,136253,103326,113971,118426,119806,120742,120754,120903,120744
20234,D,발달상권,3120043,서울역,1078641,557866,520776,28373,162221,274874,276106,184209,152858,60768,267030,264010,265358,172554,48921,166747,191825,200613,200072,187890,76897,54597
20234,D,발달상권,3120042,"숙대입구역(남영역, 남영동)",370621,184644,185978,28224,83078,77435,62540,55122,64224,40656,84242,69040,68352,76095,32235,52531,54871,55874,56684,57681,48726,44254
20234,D,발달상권,3120041,신용산역(용산역),2153875,1099575,1054300,168465,437457,552741,420567,290587,284058,385775,433645,354718,355664,408286,215787,312843,324078,328952,331008,328312,278995,249687
20234,D,발달상권,3120040,용산전자상가(용산역),1184629,662814,521816,105018,187913,267790,251255,184670,187984,183025,247903,203038,208073,227247,115342,169138,174907,180118,180862,183032,154669,141903
20234,D,발달상권,3120039,신당역,2314714,1115270,1199444,141602,374845,459460,408847,423366,506596,499790,444049,319042,317410,430814,303609,338634,351826,356311,355569,345793,287824,278758
20234,D,발달상권,3120038,약수역,1040170,494473,545697,129253,151884,195922,164603,151972,246536,228637,208808,141720,141524,190927,128554,147193,149443,149893,151039,152807,147095,142700
20234,D,발달상권,3120037,동대문역사문화공원역,3980981,1912507,2068474,227758,902515,888289,684461,582899,695060,631043,807595,651917,681149,779260,430019,582237,611689,633017,633734,612403,472459,435442
20234,D,발달상권,3120033,을지로4가역,759842,440311,319531,33593,100247,150802,153332,155485,166384,85642,167839,155939,156474,137411,56537,111387,124909,130326,131329,128632,76632,56629
20234,D,발달상권,3120032,충무로역,1911083,1028322,882761,139557,398890,345402,339059,340462,347715,263042,400449,359197,351041,365541,171813,276386,307967,316358,322350,314249,205343,168430
20234,D,발달상권,3120031,을지로3가역,2282879,1266668,1016211,95141,387656,516753,486400,423692,373238,182987,498479,483023,484876,462432,171083,335703,379727,397599,399249,393126,211720,165758
20234,D,발달상권,3120027,명동역(명동재미로),787463,360066,427397,78239,143773,151409,149498,125606,138938,86149,161744,163861,165018,152292,58400,114311,119051,122184,122182,120717,100000,89020
20234,D,발달상권,3120026,을지로입구역,869116,465696,403421,30568,158654,240889,219304,132763,86939,37806,197861,206010,208463,173236,45741,134230,151422,157925,158315,149687,65861,51678
20234,D,발달상권,3120024,회현역,856027,375307,480720,40891,101126,162024,171575,151781,228626,88218,171283,206956,190959,141108,57503,126137,138309,139906,138752,134562,101545,76816
20234,D,발달상권,3120022,북창동(시청역_6번),1190943,596374,594569,67796,221060,300845,258193,187385,155664,54700,231268,287770,291809,262422,62976,170297,190227,195344,197878,194360,132753,110084
20234,D,발달상권,3120021,시청역_8번,502482,256520,245961,21571,93113,132595,127191,79124,48890,21063,128317,117348,118074,93114,24567,77077,89127,93178,93673,88871,34804,25751
20234,D,발달상권,3120020,시청역_1번,64676,31249,33426,8601,9304,14094,14758,10417,7500,4428,15693,15519,14929,10985,3120,9645,11114,11712,11588,10895,5384,4337
20234,D,발달상권,3120017,동묘앞역(동묘),940316,436166,504150,51892,224431,170163,145067,143429,205334,170328,194993,140720,143730,180043,110502,134238,138041,136666,137552,137433,131386,125000
20234,D,발달상권,3120016,동대문역,966917,480338,486577,42331,133048,134638,151558,194716,310626,176188,200094,154687,156277,176698,102973,140924,144360,147178,145366,143220,123761,122108
20234,D,발달상권,3120014,종로5가역,1013599,531185,482413,55704,173868,171270,171818,191793,249144,130157,220403,206174,201814,176643,78409,148836,161517,165287,163915,161769,116934,95339
20234,D,발달상권,3120012,대학로(혜화역),4029662,1725762,2303900,559141,1409089,646577,483859,429882,501114,582976,631126,596861,697803,1037819,483077,525155,537001,566936,565239,595329,646788,593214
20234,D,발달상권,3120009,종로3가역,6233838,3437604,2796234,300190,1256235,1192428,1118808,1026673,1339503,631718,1116209,1228038,1311425,1397815,548634,876293,937495,971924,975259,998878,827544,646445
20234,D,발달상권,3120007,북촌(안국역),752113,365876,386238,91507,113843,144765,150720,115809,135468,99765,164836,151470,153140,126453,56450,106855,113727,117016,117001,115595,96582,85337
20234,D,발달상권,3120006,종각역,2782039,1526025,1256014,123596,591561,650762,571244,429026,415851,227013,523050,587110,591583,625503,227780,405923,445307,466035,467337,461739,304510,231188
20234,D,발달상권,3120003,광화문역,1329642,645981,683661,94762,211570,302562,292511,220442,207794,135627,288669,277647,269999,262366,95333,194862,211175,222093,221622,214449,137554,127889
