기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20212,D,발달상권,3120186,가로수길,CS100009,호프-간이주점,2207533590,45176,1443374113,764159477,207609030,264512463,307900315,286235293,377117012,460151331,304008146,8450765,0,39816835,177805671,867877971,1113582348,955112094,1184497055,43981137,1005103280,680016399,225816792,152778302,31913239,28278,16898,3804,4860,6056,5516,8042,10633,6265,41,0,98,2387,22036,20614,18971,25734,1293,24392,11347,3618,3223,831
20212,D,발달상권,3120186,가로수길,CS200024,스포츠클럽,29532655,55,29532655,0,0,8135411,0,12035950,9361294,0,0,0,0,3789095,9249850,13261835,3231875,9472738,20059917,0,5572199,0,0,20059916,3900540,55,0,0,15,0,22,18,0,0,0,0,6,21,22,6,17,38,0,12,0,0,37,6
20212,D,발달상권,3120186,가로수길,CS100007,치킨전문점,180210227,4555,133448278,46761949,26462774,23288888,30243428,22440275,31012913,27784105,18977844,0,0,0,6527940,74748680,98933607,89474355,62410772,1423579,32411202,38105618,35597363,32010256,12337110,3369,1186,688,592,746,548,795,684,502,0,0,0,192,1987,2376,2263,1700,92,917,970,856,805,324
20212,D,발달상권,3120186,가로수길,CS200028,미용실,2236414273,28629,1275836260,960578013,198368078,198027950,258194100,301464917,319781215,664746114,295831899,0,37744576,509789698,714082976,934269831,40527192,809004870,1411988239,19756521,501779891,729745529,499705969,287674912,182330286,18721,9908,2749,2808,4271,3954,4939,5595,4313,0,502,6549,9875,11242,461,14200,14328,509,8651,8463,5069,4068,1769
20212,D,발달상권,3120186,가로수길,CS100010,커피-음료,4897291631,357752,3140869752,1756421879,526894186,604824326,696793936,586535624,725821680,940070171,816351708,144572,210722687,1211065753,1581919765,1759965915,133472939,1611058631,2818660190,66731354,1619243193,1304651245,624984778,603820753,210287482,244123,113629,42672,47648,52299,47879,53625,63704,49925,10,33686,95388,112101,105201,11366,127927,210502,7481,144707,97072,38722,35957,14480
20212,D,발달상권,3120186,가로수길,CS300011,일반의류,30715176537,399092,19401695432,11313481105,3179269937,3388196396,4445655742,3579153525,4809419832,6291638297,5021842808,0,38497125,4812774590,11435181244,13539642118,889081460,8678540372,21021537378,406837868,9536983767,8315071310,5259498323,4582377453,1599309031,251133,147959,39177,45729,58476,49253,58498,82765,65194,0,622,64491,137626,181052,15301,98376,294347,9310,158854,96495,59917,50482,17666
20212,D,발달상권,3120186,가로수길,CS300021,문구,22627141,1922,22016693,610448,11796253,2427780,1165909,1498085,5128666,610448,0,0,3191562,5134094,11255664,3045821,0,5688687,4427258,0,470114,3015725,3188140,1240090,2201874,1832,90,536,343,312,269,372,90,0,0,271,684,699,268,0,558,564,0,190,346,294,227,61
20212,D,발달상권,3120186,가로수길,CS300022,화장품,21243123002,939287,14598477436,6644645566,2391343840,2927006924,3269815223,2697170858,3313140591,3898889456,2745756110,4922089,483799859,3471101818,5484393034,9327489736,2471416466,4753668432,16365415837,392002914,10320973294,5473380355,2136756252,2107360505,688610948,642680,296607,108546,127147,140368,117695,148924,170643,125964,55,26707,155125,235380,409635,112385,190522,745608,24971,498547,234375,71623,85557,21056
20212,D,발달상권,3120186,가로수길,CS300027,섬유제품,13452124,27,13452124,0,0,0,13452124,0,0,0,0,0,0,0,13452124,0,0,13452124,0,0,0,0,0,0,13452124,27,0,0,0,27,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,27
20212,D,발달상권,3120186,가로수길,CS200005,스포츠 강습,117988716,457,93232129,24756587,13062338,35747682,31321975,4103867,8996267,13420677,11335910,0,390893,12804722,52348812,40555691,11888598,49506081,58710298,0,18625124,42712902,25622246,16518005,4738102,373,84,78,97,148,19,31,48,36,0,12,48,236,118,43,203,243,0,121,184,74,43,24
20212,D,발달상권,3120186,가로수길,CS200030,피부관리실,383083749,2315,253252882,129830867,19978340,68327231,49608134,73499422,41839755,129236696,594171,0,704017,53037275,133831210,132924488,62586759,81742849,277872898,0,88385428,120505584,103630331,43445983,3648422,1709,606,214,298,358,547,292,596,10,0,10,387,987,678,253,332,1713,0,383,970,475,209,10
20212,D,발달상권,3120186,가로수길,CS100006,패스트푸드점,966268004,48214,594937768,371330236,102441200,102641349,143746224,115582327,130526668,190121641,181208595,0,3770350,356139458,229351920,366562349,10443927,422177062,453352472,7644144,380208284,270634376,107815038,80819464,28408227,31353,16861,5061,5817,7136,6134,7205,8948,7913,0,473,17368,11929,17743,701,20592,24638,584,20158,13221,5459,4411,1399
20212,D,발달상권,3120186,가로수길,CS200031,세탁소,32763062,1203,31756987,1006075,5380316,7261239,6626975,6998785,5489672,1006075,0,0,9317131,5489672,10410694,7545565,0,16797084,13013366,0,306197,4702309,18634265,2712030,3455650,1181,22,219,219,283,220,240,22,0,0,284,218,327,374,0,547,525,0,44,175,635,110,110
20212,D,발달상권,3120186,가로수길,CS300001,슈퍼마켓,126289571,10882,87590141,38699430,16784816,16804088,18099943,17006944,18894350,23931111,14768319,514607,7974202,25799670,23428545,52074179,16498368,65181387,38613851,571452,15008094,25866137,22760420,17350356,22238779,7912,2970,1476,1452,1662,1540,1782,1518,1452,75,666,2231,2444,3921,1545,6265,3388,160,1985,2480,1971,877,2180
20212,D,발달상권,3120186,가로수길,CS300024,운동/경기용품,4098583416,15083,3112864284,985719132,535771873,501167051,772341909,779670376,523913075,954958932,30760200,0,138099191,1275337366,1391813041,1292636347,697471,2235209781,1107908286,0,123785175,761199161,1089029732,997172125,371931876,10957,4126,1807,2320,2181,2397,2252,3986,140,0,942,4019,5275,4812,35,7789,6144,0,704,3699,5325,2747,1458
20212,D,발달상권,3120186,가로수길,CS100004,양식음식점,6432860871,149893,4074385401,2358475470,659762774,756337768,863190256,763923094,1031171509,1276842401,1081633069,18560765,33439561,1257425394,1142844923,2836058091,1144532137,2361590611,3191303452,125828592,2254578481,1558540456,763639026,623899283,226408226,97661,52232,16315,18549,21164,18780,22853,27857,24375,414,1186,39683,32626,59601,16383,51590,86098,5148,61136,35180,17044,14966,4207
20212,D,발달상권,3120186,가로수길,CS300015,가방,81831488,183,75712102,6119386,13462649,0,0,62249453,0,6119386,0,0,0,6578340,61025576,14227572,0,0,74947179,0,7343263,6119386,61484530,0,0,152,31,61,0,0,91,0,31,0,0,0,30,91,62,0,0,153,0,30,31,92,0,0
20212,D,발달상권,3120186,가로수길,CS100002,중식음식점,869211356,24655,667886354,201325002,138788396,139250064,121804540,133875210,134168144,153762311,47562691,0,0,240607852,67162088,433470938,127970478,356793671,280399297,5154632,153481856,170827293,110020253,91584112,106124822,18892,5763,3708,3660,3741,3721,4062,3776,1987,0,0,10513,2802,10003,1337,11442,9808,396,6998,6094,3181,2625,1958
20212,D,발달상권,3120186,가로수길,CS200007,치과의원,1089648485,8386,911398479,178250006,162001551,240474102,215914669,91951405,201056752,178250006,0,0,198576578,337813532,426125812,127132563,0,620867061,464273298,0,27191353,148726417,138893431,425237012,345092145,7539,847,1585,1699,1418,1030,1807,847,0,0,1991,1905,3239,1251,0,4884,3486,0,464,874,1515,2197,3320
20212,D,발달상권,3120186,가로수길,CS200016,당구장,6568816,481,3571606,2997210,361741,610379,795923,637486,1166077,1666155,1331055,0,0,229009,917904,4017472,1404431,5671165,897651,255119,1593420,1171477,877449,1693324,978027,280,201,33,47,61,56,83,117,84,0,0,18,60,286,117,405,76,24,116,85,76,104,76
20212,D,발달상권,3120186,가로수길,CS300004,핸드폰,318578805,7148,304832740,13746065,241380904,42722770,2749213,0,17979853,8247639,5498426,0,0,38488982,255126969,24962854,0,255126969,49705771,0,15230640,10996852,268873034,0,9732214,5498,1650,550,3298,550,0,1100,1100,550,0,0,1649,2200,3299,0,2200,4398,0,1649,1650,2200,0,1100
20212,D,발달상권,3120186,가로수길,CS200006,일반의원,7267815440,18071,6026859537,1240955903,1424938695,995797746,913195664,1261065620,1431861812,1240955903,0,0,1231637692,2741549760,2297776295,986400248,10451445,1429795466,5783759267,8415447,592047050,1147215492,2279766030,2143930779,1042179934,15524,2547,3896,2778,2645,2632,3573,2547,0,0,2837,6171,6108,2916,39,5431,12570,79,2434,3375,4048,4287,3777
20212,D,발달상권,3120186,가로수길,CS300020,서적,661046993,1605,653029443,8017550,342148944,114049648,49040680,137500982,10289189,8017550,0,0,0,281148751,275603280,86255475,18039487,422391256,134561213,0,9687873,34475465,26057037,191419005,295313090,1538,67,266,402,401,268,201,67,0,0,0,335,601,602,67,668,534,0,268,267,134,267,268
20212,D,발달상권,3120186,가로수길,CS300028,화초,216432617,3669,174146778,42285839,4638867,31758169,51275599,37626026,48848117,27664826,14621013,0,30599922,43755267,78296944,61084443,2696041,64469829,113845188,1331623,32879827,92299257,34365749,14395835,3042727,2647,1022,222,391,462,483,1089,695,327,0,214,790,1062,1517,86,1193,2206,80,1318,1246,448,210,99
20212,D,발달상권,3120186,가로수길,CS300029,애완동물,354175064,876,232642079,121532985,44497942,139529145,35620323,4734414,8260255,57359716,64173269,0,3006694,31797174,147880706,171490490,0,49873586,302988870,0,44824299,22104007,124731118,121507631,39695402,702,174,144,176,144,134,104,69,105,0,103,174,216,383,0,252,595,0,134,136,274,239,65
20212,D,발달상권,3120186,가로수길,CS200037,노래방,103708215,10506,66625313,37082902,11452923,11989910,11244445,14180418,17757617,22551369,14531533,0,91989,2111147,9861220,65143221,26500638,57370004,45831311,4795088,57448943,20713460,11746819,7582741,914264,6773,3733,1251,1280,1428,1339,1475,2006,1727,0,28,511,1794,6096,2077,5699,4801,906,6957,1476,502,583,77
20212,D,발달상권,3120186,가로수길,CS300002,편의점,1692427512,306447,1273659953,418767559,234795616,260338809,251762421,252560144,274202963,237858217,180909342,100445187,251466710,282757350,273419807,444854882,339483576,927025701,631496058,40000648,552376384,484826311,270839092,161207519,49271805,232462,73985,43992,45726,45985,46858,49901,41485,32500,13187,53326,59161,54583,79064,47126,165324,129255,12716,115782,83263,44845,29599,8374
20212,D,발달상권,3120186,가로수길,CS100001,한식음식점,7180505246,205996,5312875068,1867630178,927535161,1053881061,1011214796,1056030182,1264213868,1127279934,740350244,40955354,39227945,1289417399,648836075,3223628872,1938439601,3251097990,2754749621,64982800,2334017364,1825472293,882951033,643280743,255143371,157113,48883,28761,30913,30613,30986,35840,28566,20317,408,1981,72094,29816,73157,28540,91614,91199,3089,72917,53012,25000,20383,8412
20212,D,발달상권,3120186,가로수길,CS100005,제과점,517857812,33129,313883388,203974424,51345041,57825847,68454796,61481788,74775916,113438058,90536366,0,15531815,122090434,174047341,191281222,14907000,154351628,328404888,4982804,191077096,136238279,70975747,63054569,16428019,20136,12993,3549,3741,4432,3806,4608,7157,5836,0,826,7122,10803,13203,1175,9165,22459,507,14029,8690,3909,3571,922
20212,D,발달상권,3120186,가로수길,CS200003,예술학원,1534133915,3141,1370892092,163241823,302922133,172443549,375766372,284847093,234912945,105744428,57497395,0,35443268,230513610,522777576,720005267,25394194,512456378,977651730,0,465690171,221193662,469606538,261055177,72562558,2755,386,563,584,634,602,372,198,188,0,67,651,1059,1323,41,1328,1763,0,766,539,1223,498,66
20212,D,발달상권,3120186,가로수길,CS300014,신발,5721889900,79208,3182702993,2539186907,418376787,706128405,756363283,537061313,764773205,1480108452,1059078455,0,0,923437516,1793370579,2865333845,139747960,1621816684,3926362200,28585250,2157857962,1488606851,1036439535,646278242,190411046,45934,33274,6373,8563,10551,8888,11559,19814,13460,0,0,11910,23644,40435,3219,13697,64944,706,39174,21665,8287,7118,1693
20212,D,발달상권,3120186,가로수길,CS300043,전자상거래업,4054355129,215999,2377328704,1677026425,517650238,299705636,573243365,592780910,393948555,1021988795,655037630,0,11115815,1059004289,1760444041,1169741609,54049375,1244922245,2718670727,153355483,1964682739,808792587,191172203,754340836,91249124,129604,86395,23456,20040,33282,24679,28147,44788,41607,0,1428,66899,94280,52372,1020,69119,145656,9408,121297,34833,15040,29021,5177
20212,D,발달상권,3120186,가로수길,CS100003,일식음식점,5348028971,118141,3766239690,1581789281,588849385,719900317,825469531,689991749,942028708,999743092,582046189,3279251,0,871050798,605905498,2111774185,1756019239,2554752062,2003846182,65707057,2017904083,1431598049,528675980,377105230,137607851,83520,34621,14467,16479,18247,15368,18959,18866,15755,17,0,38130,19430,43306,17258,51317,56286,2988,49747,29404,12330,10175,2973
20212,D,발달상권,3120186,가로수길,CS200001,일반교습학원,1865420815,4660,1530547402,334873413,268388463,426790505,280896326,281199206,273272902,275572628,59300785,5880318,21609295,304441668,506480479,859061853,167947202,982438218,880897833,0,0,62835076,1285086252,431333912,84080812,3763,897,596,1022,772,726,647,686,211,10,100,597,1435,2224,294,2229,2427,0,0,237,3313,914,191
20212,D,발달상권,3120186,가로수길,CS200029,네일숍,248645564,3748,169296028,79349536,22127848,37728142,35867574,34850661,38721803,53113579,26235957,0,1989814,34266074,90276883,106933910,15178883,23377474,224559970,1319497,66625736,97857504,44831315,26187155,11116237,2596,1152,409,489,634,526,538,778,374,0,18,715,1416,1482,117,289,3451,27,1069,1306,732,512,95
20213,D,발달상권,3120186,가로수길,CS300027,섬유제품,90129228,81,90129228,0,0,5380849,84748379,0,0,0,0,0,44392008,0,45737220,0,0,49772857,40356371,0,0,84748379,0,0,5380849,81,0,0,27,54,0,0,0,0,0,27,0,54,0,0,54,27,0,0,54,0,0,27
20213,D,발달상권,3120186,가로수길,CS300001,슈퍼마켓,114081857,9795,86414508,27667349,13652001,14938171,24681239,16385440,16757657,14713682,12953667,322174,10897878,22151651,27071356,44591049,9047749,56559420,36563069,359367,11291565,15685542,21982570,17512922,26290524,7328,2467,1271,1532,1369,1588,1568,1276,1191,45,890,2059,2359,3465,977,5593,2846,94,1489,2039,1846,824,2148
20213,D,발달상권,3120186,가로수길,CS300017,시계및귀금속,621861656,525,621861656,0,257358287,0,0,0,364503369,0,0,0,0,0,168070718,453790938,0,303577734,318283922,0,0,0,257358287,0,364503369,525,0,210,0,0,0,315,0,0,0,0,0,105,420,0,210,315,0,0,0,210,0,315
20213,D,발달상권,3120186,가로수길,CS300032,가전제품,56834187,395,56382540,451647,8699858,3020393,11099236,20369302,13193751,451647,0,0,17941696,17450527,16987591,4454373,0,18703850,24761572,0,3901104,7875603,24185720,2421960,5081034,389,6,56,40,91,101,101,6,0,0,79,124,141,51,0,242,69,0,34,80,153,34,11
20213,D,발달상권,3120186,가로수길,CS100010,커피-음료,3846686036,283211,2542962314,1303723722,424905696,473242546,523714476,496729223,624370373,680086389,623637333,0,203209327,967877013,1345550705,1252039146,78009845,1211874217,2158056214,60347371,1195387054,945002287,470219341,518036011,180938371,200483,82728,35877,36025,38489,43735,46357,46592,36136,0,33792,81344,85070,76101,6904,102624,165101,7511,110798,75077,34276,27883,12175
20213,D,발달상권,3120186,가로수길,CS200001,일반교습학원,1830222875,4892,1475421133,354801742,252092503,332721010,231663915,433712456,225231249,279471877,75329865,0,94097923,307436640,482921427,863951356,81815529,957282635,872940240,9274837,0,65534980,1266868499,401066264,87478295,4066,826,780,879,682,1065,660,631,195,0,142,842,1479,2291,138,2452,2440,41,0,188,3374,1099,190
20213,D,발달상권,3120186,가로수길,CS200016,당구장,4217035,327,3253328,963707,452876,596358,721613,909024,573457,474843,488864,0,0,193490,1253473,1951716,818356,3699662,517373,112168,1441353,368284,508961,1521740,264529,238,89,23,42,51,75,47,43,46,0,0,19,74,169,65,294,33,14,124,27,37,107,18
20213,D,발달상권,3120186,가로수길,CS200028,미용실,2047726304,28209,1273101621,774624683,185208412,196753976,296637518,237137925,357363790,490543263,284081420,0,52257098,433576391,739116941,804467963,18307911,754115213,1281519158,25420092,487161697,661175809,457148681,283348880,121379215,17197,11012,2635,2578,3437,3783,4764,6428,4584,0,766,7023,9491,10670,259,14440,13705,596,8778,8604,5035,3797,1335
20213,D,발달상권,3120186,가로수길,CS300011,일반의류,27088131434,377189,16385141582,10702989852,3277876313,2500277907,3146367556,3723542090,3737077716,6120684974,4582304878,0,58771174,4398896846,10080284997,11857076071,693102346,8635949098,16873994440,510562172,9458017785,6286870677,3985904895,3420534368,1848053643,236607,140582,43431,38933,47709,51706,54828,79675,60907,0,916,68602,128646,171328,7697,105888,261222,12624,155954,84387,53704,44925,15521
20213,D,발달상권,3120186,가로수길,CS300028,화초,116153520,1860,96912463,19241057,7908983,16771381,34171275,6998555,31062269,10439778,8801279,0,1239641,23120457,58680553,33112869,0,20362787,83279948,308085,22023882,52595958,12990182,11872407,3852221,1204,656,199,176,374,159,296,370,286,0,20,458,608,774,0,627,1088,27,685,661,202,69,73
20213,D,발달상권,3120186,가로수길,CS200008,한의원,1069070648,3288,761364612,307706036,184849169,182748081,9628250,198844360,185294752,307706036,0,0,26873849,530542989,484566368,27087442,0,269431984,799638664,88106,32426134,163640567,231007404,218409573,423498864,2412,876,420,554,155,651,632,876,0,0,72,1602,1332,282,0,1074,2214,15,376,630,638,732,897
20213,D,발달상권,3120186,가로수길,CS300010,반찬가게,524848033,198,524848033,0,0,0,0,524848033,0,0,0,0,524848033,0,0,0,0,0,524848033,0,0,0,0,524848033,0,198,0,0,0,0,198,0,0,0,0,198,0,0,0,0,0,198,0,0,0,0,198,0
20213,D,발달상권,3120186,가로수길,CS200037,노래방,70866244,8315,44294782,26571462,6989924,8542534,8087128,9506654,11168542,16919691,9651771,0,50594,2722874,11563776,43417032,13111968,38046230,31779252,4321935,37924745,16881250,5116244,4985449,595859,5381,2934,1019,870,1007,1197,1288,1664,1270,0,14,566,1685,4752,1298,4577,3711,900,5286,1295,363,396,48
20213,D,발달상권,3120186,가로수길,CS200030,피부관리실,319827723,2260,288927099,30900624,109788953,19216366,90044501,44488250,25389029,30900624,0,0,0,41380151,105435695,145987487,27024390,54650336,255502942,0,44421206,116221686,92753764,7517214,49239408,1918,342,536,223,613,268,278,342,0,0,0,399,874,742,245,310,1904,0,472,776,664,127,177
20213,D,발달상권,3120186,가로수길,CS100005,제과점,547414523,33647,353795577,193618946,65901589,55101923,71307084,75133640,86351341,107736201,85882745,0,16105307,129938950,182240872,207213125,11916269,162383908,351978497,8333934,210969134,145445757,70311979,60168759,19132844,21760,11887,4065,3354,4536,4536,5269,6677,5210,0,774,7213,11236,13545,879,9666,22691,740,14583,8735,3884,3438,976
20213,D,발달상권,3120186,가로수길,CS100008,분식전문점,1097592376,58664,747390504,350201872,100099063,125538351,160904248,170870865,189977977,203120346,147081526,0,6109357,408427190,224250104,424754248,34051477,383167327,587327723,18187516,418614688,275084886,134963916,101800080,21843967,43414,15250,6522,7758,9102,9852,10180,9419,5831,0,465,24051,12566,20754,828,20619,31422,1098,22823,14465,6726,5727,1203
20213,D,발달상권,3120186,가로수길,CS300020,서적,575359427,2139,396234000,179125427,29464497,111711196,20377940,140607781,94072586,179125427,0,0,13362583,218478235,125975753,217542856,0,322572759,169029996,1062325,10890506,29531309,17170919,302662510,130285186,1738,401,268,400,201,602,267,401,0,0,67,401,936,735,0,1069,601,67,268,267,201,802,67
20213,D,발달상권,3120186,가로수길,CS100009,호프-간이주점,1794606584,33707,1141974794,652631790,208648252,168109368,235660030,269340408,260216736,345787350,306844440,7714965,23094727,65322816,154777632,775242604,768453840,905978654,842666065,32321390,821554513,577611651,166311766,132741704,18103692,20405,13302,3412,3700,3530,4382,5381,7567,5735,30,18,319,3092,17503,12745,14763,18732,970,19250,7915,2287,2570,503
20213,D,발달상권,3120186,가로수길,CS300016,안경,1537630529,11308,1097203332,440427197,205233888,189642621,161180500,246629314,294517009,227070273,213356924,0,98926112,315330325,545781120,532317208,45275764,799266820,721116254,14679702,336673860,260175926,559434757,222939203,126479627,7911,3397,1558,1354,1447,1742,1810,1859,1538,0,399,2475,3175,4818,441,3248,7951,351,5076,1976,1869,1415,515
20213,D,발달상권,3120186,가로수길,CS300043,전자상거래업,3000586470,173747,1774887875,1225698595,291072568,217489093,285491759,411898433,568936022,702695149,523003446,0,21109850,743783615,1511995148,723697857,0,1009219731,1904275859,126764770,1717750295,650929920,185837656,200192253,32020696,107435,66312,19448,15580,18095,26633,27679,34329,31983,0,2040,59069,79413,33225,0,58747,114388,8839,101424,27377,11636,21368,2491
20213,D,발달상권,3120186,가로수길,CS200003,예술학원,1363689608,2548,1183768987,179920621,173139515,153016961,271927967,267713272,317971272,93801891,86118730,0,18694518,142352116,455791333,686539458,60312183,552338601,805723436,10985064,346306295,207412983,630493877,153051215,9812601,2194,354,319,564,458,539,314,181,173,0,34,388,851,1184,91,989,1543,16,639,482,1082,289,25
20213,D,발달상권,3120186,가로수길,CS300022,화장품,21650532453,876502,15289213026,6361319427,2678145752,2670155056,2947321505,3438171946,3555418767,3813243113,2548076314,52797395,541960509,3861117164,5810304461,9393558983,1990793941,4799502132,16725592653,465561358,9713917235,5087663512,2989982043,2500241345,767729288,606487,270015,111156,101134,120038,132649,141510,152911,117104,94,26518,148966,231237,388615,81072,183226,690334,25852,466550,207527,75729,77434,20471
20213,D,발달상권,3120186,가로수길,CS100002,중식음식점,808819001,26754,614747787,194071214,103749514,111032284,115192979,137489666,147283344,147964319,46106895,0,511453,303499518,108917549,350164255,45726226,354477149,295302912,5193466,188070963,178970894,102445233,85144264,89955246,20821,5933,3768,3755,3831,4631,4836,4361,1572,0,44,12190,3465,10552,503,11671,11807,330,8590,7110,3006,2720,1723
20213,D,발달상권,3120186,가로수길,CS100007,치킨전문점,134158844,3599,101243433,32915411,17441608,18085129,18118850,25446788,22151058,17874187,15041224,209981,0,14650,6019379,75038200,52876634,64701519,46502749,1154158,22877096,27793829,25407114,23897486,10074585,2675,924,469,472,476,650,608,513,411,15,0,5,201,2079,1299,1725,1378,55,649,764,728,640,271
20213,D,발달상권,3120186,가로수길,CS200002,외국어학원,240132506,378,221866404,18266102,19195340,66324440,24180581,69152893,43013150,18266102,0,0,23527642,65986684,60421301,83507157,6689722,96404771,143727735,3950623,0,3950622,162525600,64732639,4973022,332,46,27,104,42,73,86,46,0,0,32,61,136,139,10,130,248,5,0,15,231,116,11
20213,D,발달상권,3120186,가로수길,CS200005,스포츠 강습,123083031,627,112523191,10559840,21755560,31141281,14412970,37086028,8127352,3002566,7557274,0,0,41157031,24235700,52952197,4738103,65935044,57147987,0,24635839,33931423,30459424,24580139,9476206,597,30,79,95,73,319,31,7,23,0,0,328,86,189,24,234,393,0,102,293,111,73,48
20213,D,발달상권,3120186,가로수길,CS200031,세탁소,23358445,1006,21565006,1793439,5380315,3936817,4046172,2362090,5839612,1793439,0,0,7829891,3455650,7414338,4658566,0,8923451,8748481,0,218712,393682,12685298,2755771,1618469,874,132,174,154,240,132,174,132,0,0,308,261,218,219,0,415,415,0,22,44,525,154,88
20213,D,발달상권,3120186,가로수길,CS100003,일식음식점,4823786062,115389,3381712170,1442073892,608452023,598212094,623816068,766314235,784917750,914981755,527092137,1251152,0,994325995,622419330,2212351804,993437781,2303395721,1967543463,74290810,2094558179,1240274285,436232729,321258720,104324471,82511,32878,15454,14497,15879,18371,18310,19116,13762,6,0,38207,21323,44374,11479,50968,54929,3663,50731,27485,11412,9726,2876
20213,D,발달상권,3120186,가로수길,CS100004,양식음식점,5372507941,131425,3382231560,1990276381,636566331,585715446,644901847,732196112,782851824,1093496308,896780073,14397508,30049790,1217091484,1177036029,2300564852,633368278,2079677164,2579113679,150306579,1985844054,1240817248,616638943,492965304,172218717,85271,46154,15616,15581,16298,18436,19340,24785,21369,272,964,37335,32762,50796,9296,46421,74780,6020,55253,29179,14779,12455,3515
20213,D,발달상권,3120186,가로수길,CS100006,패스트푸드점,805841866,43066,517100501,288741365,92763867,91552567,103101214,116412480,113270373,155056737,133684628,0,5761432,298331161,193971136,303139223,4638914,362197948,364064974,15789189,308899188,216283132,88335755,77896704,19058953,28282,14784,5073,5060,5445,6459,6245,8022,6762,0,727,15333,10890,15785,331,18647,21481,1131,17568,11121,4956,4433,919
20213,D,발달상권,3120186,가로수길,CS200006,일반의원,7077973238,17057,5959801080,1118172158,1206465933,979939488,1052099675,1268691000,1452604984,1087915397,30256761,0,1266965749,2735875582,2166637265,889002143,19492499,1309378949,5766141437,5350036,512660124,1003666595,2160810084,2201443948,1191589600,14422,2635,3124,2567,2660,2692,3379,2601,34,0,2814,5600,5859,2719,65,5360,11687,94,2032,2671,4350,4482,3419
20213,D,발달상권,3120186,가로수길,CS200029,네일숍,200523773,3074,139661164,60862609,17646333,39341039,24359469,29898813,28415510,49430640,11431969,0,5915,29966981,73868338,87067248,9615291,19190627,179138841,4226430,45986499,61303483,46523963,30892887,9396205,2067,1007,308,472,447,387,453,712,295,0,6,521,1091,1349,107,256,2799,93,1022,799,640,424,75
20213,D,발달상권,3120186,가로수길,CS300018,의약품,880837378,44121,755979460,124857918,198238608,121179634,131971497,128242502,176347219,124857918,0,0,144988799,278153735,307370699,150324145,0,397267879,472858035,958706,89019551,122548676,181037742,202032486,274528753,38716,5405,8761,6188,7067,7747,8953,5405,0,0,7787,13979,14798,7557,0,19338,24321,228,6397,7724,8979,9410,10921
20213,D,발달상권,3120186,가로수길,CS300024,운동/경기용품,3439566922,15376,2882200721,557366201,665983407,611847753,497197689,476268747,630903125,485146601,72219600,0,128886291,590810272,1492759799,1227110560,0,1681527907,938455126,0,64535113,929603960,757809582,520772428,347261951,11592,3784,2954,1876,2151,1758,2853,3645,139,0,1427,4242,5996,3711,0,7520,6707,0,476,3949,5604,2147,2049
20213,D,발달상권,3120186,가로수길,CS300014,신발,4428946983,57729,2427448903,2001498080,321250808,476991705,502046823,582800953,544358614,1042062133,959435947,0,1823005,835915195,1687825664,1861505389,41877730,1664511773,2727261066,12202601,1834404875,1022437864,615483988,856178794,51064716,33770,23959,3685,6329,7285,7964,8507,13489,10470,0,40,9491,18880,28314,1004,12595,44992,524,32343,13489,4493,6029,709
20213,D,발달상권,3120186,가로수길,CS100001,한식음식점,5302180460,170600,3868255247,1433925213,654535659,700288191,735492532,872312158,905626707,836622806,597302407,14113695,43119841,1163726554,650601436,2438676994,991941940,2367341133,2057214373,60694096,1758791424,1296844093,607328447,514874790,186022649,130020,40580,23414,23602,24807,29359,28838,23701,16879,263,2351,62322,28567,60627,16470,77667,72425,2878,58942,41998,21056,18371,6841
20213,D,발달상권,3120186,가로수길,CS200007,치과의원,1641813514,7906,1377046312,264767202,170276734,356086633,278871955,198119990,373691000,244995174,19772028,0,220148747,571241485,630810755,218798797,813730,929411009,712402505,0,36976677,190252884,234437818,592791109,587355026,6640,1266,1202,1630,1242,791,1775,1262,4,0,1637,2450,2823,986,10,3447,4459,0,299,831,1679,2149,2948
