기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20191,D,발달상권,3120186,가로수길,CS300011,일반의류,35968728068,534090,22677545297,13291182771,3821009025,4429257004,4742585907,4737357205,4947336156,7650734290,5640448481,4839619,173826511,5166748448,12020514955,16182297553,2420500982,10523047903,24141807281,642275654,13049842641,8360211673,6592732663,4454987682,1564804864,327887,206203,55104,56702,68763,70694,76624,117834,88369,20,2223,74460,167779,248249,41359,141239,386843,15210,246941,113136,77988,56463,18341
20191,D,발달상권,3120186,가로수길,CS300024,운동/경기용품,1177173548,3836,925212270,251961278,85579650,211159245,128317164,249903738,250252473,223225486,28735792,0,8404521,219424270,253617770,598883185,96843802,587235425,235710210,0,48892693,238151358,292449449,184620485,58831650,2895,941,488,487,453,734,733,732,209,0,175,1046,1046,1534,35,2197,1326,0,453,803,1151,697,419
20191,D,발달상권,3120186,가로수길,CS100009,호프-간이주점,2685308062,60674,1759629448,925678614,255666344,351028593,369990325,337969032,444975154,539803910,385874704,919471284,802186,619361,22325897,535157185,1206932149,1364377201,1169580643,42795346,1273455771,756627049,281174929,149337289,30567457,38201,22473,6462,6999,7110,7683,9947,12852,9621,16418,18,29,998,14912,28299,28398,31416,1650,35013,14277,4420,3772,688
20191,D,발달상권,3120186,가로수길,CS100010,커피-음료,4743417492,325520,2998794230,1744623262,463346407,483140078,576547747,707482888,768277110,954056829,790566433,35575624,144213329,959481005,1536356742,1661717501,406073291,1581639839,2861517972,53636570,1882879761,1201138147,741010760,419557778,144934795,218497,107023,37445,40944,43912,46487,49709,60731,46292,3472,20288,69501,94626,104237,33396,108620,202539,5075,150911,81224,37885,27675,8392
20191,D,발달상권,3120186,가로수길,CS300016,안경,1552262917,7819,1093220384,459042533,125735923,127951722,143630746,272927584,422974409,229698459,229344074,124179486,15754622,332813457,562124140,484066073,33325139,1007349125,544913792,4036428,324161609,329140824,383756450,164506158,346661448,5215,2604,977,964,1001,917,1356,1417,1187,42,228,1174,2734,3318,323,3011,4808,135,2798,1858,1588,869,571
20191,D,발달상권,3120186,가로수길,CS100006,패스트푸드점,270698617,14895,159121804,111576813,25292380,24977849,33057403,35407476,40386696,62427711,49149102,0,5557678,62345410,67193898,122194240,13407391,100450215,142552254,2620568,124286633,68584726,24360135,16448525,6701881,9004,5891,1528,1423,1782,1965,2306,3344,2547,0,463,3405,4100,6336,591,4911,8976,181,7337,3731,1338,975,323
20191,D,발달상권,3120186,가로수길,CS300029,애완동물,371536679,1337,214188562,157348117,5373696,70392519,18778477,4648070,114995800,152993950,4354167,0,2402484,18811294,95030426,146329954,108962521,95648703,275887976,49922,148666582,161515986,50557310,9485365,1261514,954,383,156,240,149,157,252,240,143,0,61,185,365,659,67,417,920,4,310,319,435,225,44
20191,D,발달상권,3120186,가로수길,CS300032,가전제품,112862747,655,109729443,3133304,19302282,15123415,27510977,27956978,19835791,3133304,0,0,12070278,44247337,43036357,13508775,0,48570732,23463086,169368,4141042,32466678,23406630,11624276,225824,626,29,68,119,146,157,136,29,0,0,108,259,209,79,0,372,91,6,51,152,158,85,12
20191,D,발달상권,3120186,가로수길,CS200003,예술학원,678946246,1675,567217006,111729240,52085750,58059197,202026045,123588117,131457897,67545697,44183543,0,39708107,49674304,256727674,325413820,7422341,323132415,355813831,10556218,102638529,83355316,335881917,129243974,17270292,1379,296,174,148,430,297,330,205,91,0,82,157,545,858,33,668,1007,32,281,222,818,281,41
20191,D,발달상권,3120186,가로수길,CS200028,미용실,2007044252,34901,1230332584,776711668,175337913,188293033,218515896,298018710,350167032,492744468,283967200,0,8627143,376640001,695269314,875589337,50918457,580737257,1417512012,14559798,623569090,675237756,327870581,242024997,114987047,22688,12213,3921,4111,4108,4730,5818,7244,4969,0,293,7516,11044,15336,712,17238,17555,731,13745,9311,5056,4718,1231
20191,D,발달상권,3120186,가로수길,CS300001,슈퍼마켓,98577321,10148,74618831,23958490,12979438,11527951,18977232,15915296,15218914,11796840,12161650,1763344,6894198,19337615,22078488,34966798,13536878,42865636,42388684,274241,17071054,19430446,14959372,21653413,11865794,7689,2459,1418,1439,1618,1546,1668,1236,1223,319,647,1974,2101,3397,1710,5408,3808,52,2818,2209,1574,1440,1120
20191,D,발달상권,3120186,가로수길,CS300002,편의점,1424804612,273088,1056364386,368440226,184335197,201896338,206416869,221308853,242407129,207971700,160468526,160305511,219585412,244882652,234681681,334686835,230662521,753258916,572729441,18206077,544242577,441030242,182986925,102190206,37332331,204424,68664,37413,38735,40555,42842,44879,38506,30158,21956,50084,51797,47338,64465,37448,142368,122891,6087,122111,81384,31896,18195,5584
20191,D,발달상권,3120186,가로수길,CS200030,피부관리실,280468534,1238,223403615,57064919,51074671,22121785,84741188,24466028,40999943,57064919,0,0,340820,71712567,62918843,113793070,31703234,17936746,220822476,0,20732038,93445197,116445433,3562539,4574016,1099,139,257,109,326,125,282,139,0,0,7,291,437,412,91,101,786,0,207,236,382,45,17
20191,D,발달상권,3120186,가로수길,CS300018,의약품,202684040,14722,183162606,19521434,33645287,27279788,39856263,40575223,41806045,19521434,0,0,30490437,63159223,69313326,39721054,0,98126769,99587847,1049848,23660574,29313847,33020375,35715572,74954399,13434,1288,2747,2276,2586,2758,3067,1288,0,0,2393,4399,4635,3295,0,6418,8004,132,2849,2969,2688,2338,3446
20191,D,발달상권,3120186,가로수길,CS300026,완구,240000000,409,236464088,3535912,74506708,0,81767956,80189424,0,3535912,0,0,0,1767956,0,238232044,0,240000000,0,0,3535912,1767956,234696132,0,0,346,63,64,0,146,136,0,63,0,0,0,63,0,346,0,409,0,0,63,63,283,0,0
20191,D,발달상권,3120186,가로수길,CS300027,섬유제품,16755768,44,10976933,5778835,0,0,0,10976933,0,0,5778835,0,0,0,16755768,0,0,10976933,5778835,0,0,5778835,0,0,10976933,27,17,0,0,0,27,0,0,17,0,0,0,44,0,0,27,17,0,0,17,0,0,27
20191,D,발달상권,3120186,가로수길,CS200007,치과의원,1201780928,9523,1087844248,113936680,208693685,276890112,199299307,134452636,268508508,113936680,0,0,161444259,382625500,504189393,152995342,526434,624190257,577590671,0,119030956,123237046,146457066,248365295,564690565,8360,1163,1647,2098,1759,989,1867,1163,0,0,2327,2424,3459,1308,5,4086,5437,0,919,1401,1667,2503,3033
20191,D,발달상권,3120186,가로수길,CS300022,화장품,28502174013,1264904,19602069168,8900104845,3129764951,3164789423,4397201775,4634779603,4275533416,5286746413,3613358432,24442242,489619988,4308910158,7182972972,12737005130,3759223523,6438857911,21666476559,490611047,13574815982,7615696442,3129841708,2590636126,703733168,863758,401146,142768,142691,182290,196812,199197,233067,168079,257,25541,194456,299535,566346,178769,235700,1024386,29219,700037,310812,108068,89075,22878
20191,D,발달상권,3120186,가로수길,CS200006,일반의원,2800359223,13494,2407053219,393306004,422229305,355380774,437817073,511487919,680138148,389492400,3813604,0,574750722,978150508,789644651,457327533,485809,553467564,2234231129,6946524,516505776,894586672,560165185,478411981,331082554,11589,1905,2349,1924,2237,2438,2641,1900,5,0,2477,3902,4562,2548,5,4307,9117,73,2865,2933,2788,2454,2311
20191,D,발달상권,3120186,가로수길,CS100002,중식음식점,766578646,9014,567888319,198690327,92040658,90828942,111938807,136204294,136875618,139894222,58796105,49795154,0,118206279,79612095,324587917,194377201,327554824,227733231,874314,75405168,139105697,112276470,95070292,132556114,6776,2238,1057,1181,1380,1520,1638,1782,456,667,0,1912,861,3593,1981,4068,3132,32,1261,2104,1617,1075,1106
20191,D,발달상권,3120186,가로수길,CS100008,분식전문점,1287846853,62905,883401636,404445217,168056865,166083028,159060495,182332066,207869182,207949696,196495521,36136665,1873854,379035688,227911601,501660240,141228805,401356145,702355513,10804395,419331415,358105479,190140957,103045710,22283700,45988,16917,8497,8371,8940,9865,10315,9062,7855,768,204,23305,11720,23075,3833,21782,33928,745,22269,17715,9290,4678,1012
20191,D,발달상권,3120186,가로수길,CS200008,한의원,832518997,3069,498797609,333721388,47213960,157084094,55853346,139340864,99305345,333721388,0,0,14771944,372893400,248928499,195584478,340676,181602431,637387417,0,48734444,206840391,273330392,226182287,63902333,2274,795,299,644,253,571,507,795,0,0,27,1007,1214,806,15,1095,1967,0,331,1000,762,718,252
20191,D,발달상권,3120186,가로수길,CS200002,외국어학원,168344035,371,141059217,27284818,28331763,25687738,20349102,45410332,21280282,20237843,7046975,0,3002474,15615525,40111027,78753329,30861680,115264607,53079428,0,0,1975312,121463281,44905442,0,299,72,57,51,46,87,58,46,26,0,11,42,107,165,46,245,126,0,0,11,282,78,0
20191,D,발달상권,3120186,가로수길,CS300014,신발,4651595551,26743,2900835517,1750760034,434304671,462389072,624388729,588957243,790795802,855138382,895621652,0,0,795148727,1630042633,2108614458,117789733,2258844084,2304766061,71594698,1432116018,1312950156,1010595232,663300333,73053709,16109,10634,2323,2531,3367,2748,5140,5222,5412,0,0,4410,8823,12915,595,13474,12921,398,9562,6568,5669,3718,478
20191,D,발달상권,3120186,가로수길,CS100004,양식음식점,4181736563,110702,2636089547,1545647016,393457095,481122638,549107640,540940682,671461492,894511014,651136002,216356407,57508784,668472917,702233223,1683217169,853948063,1596159920,2037389568,65449638,1630974530,981815959,521393551,332641772,101274036,72345,38357,11496,13022,14560,15188,18079,21751,16606,3821,4585,25980,21786,41515,13015,41179,61990,2483,47159,26839,14949,9384,2348
20191,D,발달상권,3120186,가로수길,CS200005,스포츠 강습,147690417,635,126499252,21191165,45171816,20001709,31234984,24878830,5211913,1693872,19497293,0,0,19639436,18058025,51037203,58955753,72650312,64746577,0,22868261,41442990,35049977,38035661,0,575,60,182,55,160,166,12,12,48,0,0,36,66,208,325,244,367,0,113,119,109,270,0
20191,D,발달상권,3120186,가로수길,CS300015,가방,113808339,154,113808339,0,0,0,54113729,50484934,9209676,0,0,0,0,0,59694610,54113729,0,50484934,63323405,0,0,0,113808339,0,0,154,0,0,0,31,92,31,0,0,0,0,0,123,31,0,31,123,0,0,0,154,0,0
20191,D,발달상권,3120186,가로수길,CS300020,서적,265848593,936,199035677,66812916,14698842,0,59530308,105297155,19509372,66812916,0,0,0,51445946,89596120,78037486,46769041,131287380,46769042,0,0,1002194,100219374,31068006,45766848,802,134,133,0,268,267,134,134,0,0,0,268,333,201,134,468,201,0,0,67,201,267,134
20191,D,발달상권,3120186,가로수길,CS300043,전자상거래업,9156562128,50221,5715301172,3441260956,254145548,442067059,481006728,2426015250,2112066587,2855224268,586036688,0,1737831,2125869882,4161522354,2713854992,153577069,564828179,7978870068,2680054,1089967684,2443678816,3429231909,1006993190,571146594,32929,17292,3976,5893,5286,8001,9773,10144,7148,0,103,7884,16717,22901,2616,6616,42654,169,18141,17532,6329,4644,2454
20191,D,발달상권,3120186,가로수길,CS100003,일식음식점,6168391454,176921,4143142194,2025249260,694600406,694260436,807404595,860323227,1086553530,1221248287,804000973,634238975,0,1042602473,736778153,2243745665,1511026188,2714318898,2662149078,67147051,2431221908,1633762822,650321581,449951168,144063456,121944,54977,21535,21778,24088,24961,29582,31598,23379,8236,0,49671,30641,66514,21859,70460,94655,3533,86414,40712,16926,13992,3535
20191,D,발달상권,3120186,가로수길,CS100007,치킨전문점,107062009,2790,83347102,23714907,12918546,18612568,19956854,11972619,19886515,13441505,10273402,30229347,0,7361842,3027510,19700138,46743172,54797615,30745953,363272,24581309,28582408,14932165,14502966,2581447,2177,613,316,543,423,309,586,293,320,581,0,427,137,622,1023,1406,968,28,757,785,423,307,77
20191,D,발달상권,3120186,가로수길,CS200001,일반교습학원,2225811828,6512,1697798685,528013143,292084817,304893807,407980838,380164491,312674732,346186156,181826987,0,105951577,333067476,503238909,1139028901,144524965,889468566,1305416715,0,65258290,143340523,1434797912,466906674,84581882,4671,1841,884,856,948,1082,901,1218,623,0,395,883,1652,3178,404,2617,3859,0,129,316,4574,1112,345
20191,D,발달상권,3120186,가로수길,CS200024,스포츠클럽,37612343,67,37612343,0,15267827,0,9138405,7020971,6185140,0,0,0,0,15602157,12648891,9361295,0,8804075,10252846,0,0,6463750,10810066,1783104,0,67,0,26,0,18,11,12,0,0,0,0,27,23,17,0,17,17,0,0,12,17,6,0
20191,D,발달상권,3120186,가로수길,CS200037,노래방,141982211,3321,99972255,42009956,10925754,22346904,10979771,34713984,21005842,24689244,17320712,82166614,1687636,0,735195,11714636,45678130,81756902,39205503,689479,34352446,38497170,19352926,19204187,8866197,2004,1317,366,314,352,370,602,788,529,1461,34,0,34,437,1355,1750,1447,31,1424,1122,302,251,65
20191,D,발달상권,3120186,가로수길,CS300031,가구,891674793,3368,447109685,444565108,79814053,83274847,87209121,134297257,62514407,289804808,154760300,0,0,239176977,306449528,346048288,0,332137956,482063085,0,43827117,190910325,246649026,210780898,122033676,2088,1280,290,435,424,482,457,722,558,0,0,759,1388,1221,0,972,2173,0,242,841,757,794,508
20191,D,발달상권,3120186,가로수길,CS100001,한식음식점,6662372040,206351,4654667404,2007704636,698106419,843648913,908397478,1040715395,1163799199,1135067014,872637622,611780736,40537530,1302909718,765876846,2287557080,1653710130,2823260607,2716876804,42300378,2109554827,1846347506,843312085,503432880,195189731,150395,55956,25344,27290,29343,33245,35173,31434,24522,10857,1898,65060,34588,64561,29387,88136,98286,2477,78080,58576,25076,15682,6523
20191,D,발달상권,3120186,가로수길,CS100005,제과점,471907054,31876,278632985,193274069,46373924,48489754,53385807,59019481,71364019,104595671,88678398,0,15516259,105576335,154749533,177846795,18218132,135493161,300141189,3258992,169087488,142023976,64929968,42489133,13844795,18733,13143,3037,3331,3755,4017,4593,7217,5926,0,716,6096,10293,13375,1396,9210,21173,365,13580,8903,3888,2830,819
20191,D,발달상권,3120186,가로수길,CS200029,네일숍,292517889,3042,205737738,86780151,30794131,19110164,29278681,62221098,64333664,55440523,31339628,0,1346951,32533642,104412822,135098986,19125488,50611672,241906217,458217,72879131,127481528,52565832,30057058,9076123,2025,1017,332,275,397,474,547,648,369,0,6,486,904,1526,120,310,2732,15,984,1334,407,236,66
20191,D,발달상권,3120186,가로수길,CS300021,문구,42745263,2350,42253391,491872,4963726,10071334,7414820,9323634,10479877,491872,0,0,5090964,15688750,11855876,10109673,0,12784390,7485250,0,2079947,4403048,3848797,8678080,1259769,2260,90,385,554,501,399,421,90,0,0,266,733,786,565,0,704,595,0,270,418,266,195,148
20191,D,발달상권,3120186,가로수길,CS300028,화초,134904874,2842,103252518,31652356,10017991,18530544,10966093,27104704,36633186,21742048,9910308,0,6814478,51344048,42213338,32325364,2207646,71191545,49032574,67266,26590215,62665337,13191860,9306751,8402691,1928,914,289,221,274,599,545,538,376,0,156,619,872,1121,74,1260,1355,14,1228,788,316,169,105
20192,D,발달상권,3120186,가로수길,CS300031,가구,938729408,3131,547165521,391563887,112915601,103920526,153079288,70864430,106385676,146681076,244882811,0,0,179714878,411277651,347736879,0,290222952,561775128,753262,38569116,208889118,245823447,231416002,126547139,1922,1209,334,336,443,371,438,535,674,0,0,822,1163,1146,0,877,1952,10,205,720,675,789,428
20192,D,발달상권,3120186,가로수길,CS100007,치킨전문점,104076458,2805,75119137,28957321,10221893,14215009,14677507,16001962,20002766,14579642,14377679,24757587,117198,5343469,5575941,19779224,48503039,54311126,36598959,444377,24163428,29229366,19997797,12476070,4599049,2019,786,303,370,337,409,600,359,427,614,5,260,159,643,1124,1492,981,20,796,721,512,322,101
20192,D,발달상권,3120186,가로수길,CS100009,호프-간이주점,2897308077,64281,1852768447,1044539630,257471671,360988664,356632396,406605429,471070287,623004207,421535423,1059082230,937218,16115194,79622387,480516694,1261034354,1535261536,1204908447,42711469,1319695505,855548454,285383589,198574490,38256476,39307,24974,6412,6812,7833,8085,10165,13872,11102,17366,11,41,1777,14872,30214,31084,32117,1489,35712,15966,4956,4220,860
20192,D,발달상권,3120186,가로수길,CS100010,커피-음료,5643113541,383611,3611660700,2031452841,804770053,596310694,674699386,710770715,825109852,1126707689,904745152,42761029,192531454,1293016272,1646359331,1993800697,474644758,1713495003,3530210438,52842622,1918512814,1515275120,889556666,730217560,137300658,254665,128946,45561,49775,50982,50836,57511,73622,55324,4152,27091,84771,107482,119232,40883,132698,232195,6346,173024,99481,44534,32175,9324
20192,D,발달상권,3120186,가로수길,CS300022,화장품,28805516892,1281841,19594351557,9211165335,3716357566,3645114908,3988732974,3832664262,4411481847,5489181816,3721983519,29805976,510426181,4681520579,7097836699,12699491229,3786436228,5759227271,22884461478,506757654,13943848735,7876512511,3098040192,2344325098,874204558,864375,417466,161274,155726,174036,170519,202820,242812,174654,301,26847,200152,307975,567716,178850,225865,1051975,30123,698835,322846,114320,88193,23523
20192,D,발달상권,3120186,가로수길,CS100001,한식음식점,6804606428,211808,4827286959,1977319469,826175677,959088776,947126725,969744640,1125151141,1149141619,828177850,597120140,40765915,1420260161,731545611,2326139888,1688774713,2926396915,2758759357,47995356,1992880351,1902041961,953037761,552589359,236611485,156165,55643,28294,31332,31061,30292,35186,31972,23671,10521,1814,70320,35159,64703,29291,90170,100885,2876,76683,59348,27394,17252,7501
20192,D,발달상권,3120186,가로수길,CS300032,가전제품,160580429,909,141204753,19375676,17597314,18111062,20067260,23553415,61875702,10749210,8626466,0,5230642,39730862,89948412,25670513,0,115898382,21879497,67747,20050325,31875018,62705604,16191561,6887623,750,159,113,136,118,192,191,79,80,0,91,316,366,136,0,637,136,6,96,265,231,91,85
20192,D,발달상권,3120186,가로수길,CS300027,섬유제품,145692004,131,62288838,83403166,0,0,10203772,35135390,16949676,83403166,0,0,0,0,120132969,25559035,0,118538556,10203772,0,0,9873553,9906574,0,108962201,104,27,0,0,33,44,27,27,0,0,0,0,104,27,0,71,33,0,0,16,34,0,54
20192,D,발달상권,3120186,가로수길,CS200006,일반의원,2429704087,14141,2017562637,412141450,602375871,461796027,301177850,200232692,451980197,411441625,699825,0,455209340,822438651,743965777,408090319,0,586752643,1842951444,23843616,543250638,669491140,414537233,484905935,293675525,12199,1942,2694,2580,2229,1984,2712,1935,7,0,2786,4061,4707,2587,0,4580,9561,148,2970,3276,3049,2444,2254
20192,D,발달상권,3120186,가로수길,CS300029,애완동물,96906186,1326,32302069,64604117,7617066,5735279,4668374,7516495,6764855,44253180,20350937,0,1210881,4332838,7324355,72184767,11853345,29519505,66869841,0,50221959,20322130,9646030,14776689,1422539,1009,317,219,251,222,185,132,185,132,0,24,144,238,871,49,365,953,0,333,337,328,287,32
20192,D,발달상권,3120186,가로수길,CS300026,완구,160000000,454,153640167,6359833,0,73640167,75209581,0,4790419,6359833,0,0,0,0,6359833,153640167,0,153640167,6359833,0,0,8143713,147065868,0,4790419,370,84,0,83,191,0,96,84,0,0,0,0,83,371,0,370,84,0,0,95,263,0,96
20192,D,발달상권,3120186,가로수길,CS200008,한의원,1141580867,4158,760945070,380635797,32167786,238239528,47200638,246319843,197017275,380635797,0,0,19219511,521421053,437994100,162946203,0,317215551,810355989,0,58614779,224946303,330378804,176698549,336933104,3224,934,367,913,329,681,934,934,0,0,97,1809,1489,763,0,1400,2677,0,393,1092,945,668,979
20192,D,발달상권,3120186,가로수길,CS300016,안경,1866366043,14540,1294367895,571998148,273794159,296269000,219084052,354546946,150673738,336175127,235823021,0,132334127,423371639,509450557,760707448,40502272,1042193228,817305130,16802740,389622678,481547546,538679386,234142617,198703391,9724,4816,1836,1851,1889,2329,1819,2785,2031,0,409,2844,4113,6251,923,4177,10338,422,6501,3152,2227,1608,606
20192,D,발달상권,3120186,가로수길,CS300028,화초,186852562,4458,136641422,50211140,9742968,27371094,44733684,27548107,27245569,31498154,18712986,0,12216367,41346837,56405424,66476710,10407224,48565328,106379804,1718228,45618953,62268569,22764883,17291477,5283024,3004,1454,307,845,767,442,643,917,537,0,181,861,1115,2079,222,1574,2552,123,1721,1363,494,332,103
20192,D,발달상권,3120186,가로수길,CS300010,반찬가게,1979647,198,1979647,0,0,1979647,0,0,0,0,0,0,0,0,1979647,0,0,0,1979647,0,0,1979647,0,0,0,198,0,0,198,0,0,0,0,0,0,0,0,198,0,0,0,198,0,0,198,0,0,0
20192,D,발달상권,3120186,가로수길,CS200007,치과의원,1323846355,9556,1222201832,101644523,236967588,232403263,358560396,215021068,179249517,101644523,0,0,212990299,378895410,462241241,269719405,0,770865690,548686941,188331,92249028,129172830,249158379,249064163,599719901,8753,803,1870,1975,2102,1005,1801,803,0,0,1824,2555,3605,1572,0,5187,4355,51,982,1498,1706,2136,3169
20192,D,발달상권,3120186,가로수길,CS200037,노래방,177416804,9622,118085915,59330889,15148246,21377979,25809631,28276386,27473673,35986535,23344354,74123765,493417,1278647,4645444,24821768,72053763,98108323,62752027,3161720,57111265,45115659,24270225,28069272,3132210,5893,3729,948,1015,1102,1198,1630,2104,1625,2148,28,299,879,2887,3381,4584,4904,482,5716,1862,637,626,165
20192,D,발달상권,3120186,가로수길,CS300001,슈퍼마켓,135410185,16503,103717738,31692447,14786592,19999373,21722512,20543103,26666158,15667190,16025257,2777988,12275736,21687619,28219899,51166728,19282215,64577106,49812379,562474,23143670,30240369,23813908,23127202,13501865,12647,3856,2233,2492,2551,2602,2769,1983,1873,431,1229,2952,3543,5699,2649,8618,6283,117,4228,3580,3033,2397,1547
20192,D,발달상권,3120186,가로수길,CS300021,문구,58225770,3590,57343145,882625,10380750,26672995,5901471,5869061,8518868,882625,0,0,6057301,12049026,20058664,19769776,291003,23935189,6675806,58201,4124818,7141525,3711076,15290372,285002,3487,103,764,737,730,343,913,103,0,0,464,957,1415,725,29,1386,972,29,562,702,784,235,44
20192,D,발달상권,3120186,가로수길,CS300018,의약품,201974198,15099,186071182,15903016,43294403,40940071,31900462,31909046,38027200,15903016,0,0,33242882,55009196,69458727,44263393,0,92488054,93552010,1032300,22387626,31695504,35186227,32838332,62900075,13983,1116,3253,2929,2865,2361,2575,1116,0,0,2436,4228,5066,3369,0,6503,7930,150,2951,3262,2940,2050,3079
20192,D,발달상권,3120186,가로수길,CS300024,운동/경기용품,2866286342,8013,2265624608,600661734,453739540,616642333,509486625,284184422,401571688,537401145,63260589,0,34176063,649558823,898720548,1120622773,163208135,1500959240,612791130,0,53740115,495317018,547732231,554782072,462178935,5885,2128,871,1255,1638,1116,1005,1465,663,0,524,2017,2439,2893,140,4181,2961,0,767,1564,1916,1776,1117
20192,D,발달상권,3120186,가로수길,CS100003,일식음식점,6286344268,186681,4185160535,2101183733,719226223,823047169,847100288,842181434,953605421,1259839678,841344055,600416554,0,1188395219,771148356,2227484073,1498900066,2804535892,2662062106,72662896,2385774480,1693200268,694796786,460922145,159241427,126953,59728,23601,25268,24791,24966,28327,34192,25536,7781,0,54920,32084,68527,23369,77939,95242,3882,85457,45917,19505,14564,3859
20192,D,발달상권,3120186,가로수길,CS300043,전자상거래업,6183360802,61599,4820158440,1363202362,2217198263,459690518,683392401,618146577,841730681,833528774,529673588,0,19244297,2139043161,1750411358,1870809664,403852322,535756952,5607117810,27991259,867097253,1731098174,1146888339,584532626,1785267111,37433,24166,8581,5407,8200,7463,7782,13835,10331,0,462,12320,19706,24779,4332,10072,50507,514,19156,21869,9202,7247,2592
20192,D,발달상권,3120186,가로수길,CS300020,서적,529625986,1937,481186622,48439364,88126236,250882500,74763654,29798561,37615671,41089943,7349421,0,227163915,120998191,66879729,7015356,107568795,133358581,330857561,4008775,4008775,111711196,104228149,55855598,184403649,1470,467,201,400,268,134,467,267,200,0,467,601,535,67,267,602,1001,67,134,467,334,468,133
20192,D,발달상권,3120186,가로수길,CS200030,피부관리실,481902392,1927,345173416,136728976,41631121,113277391,61557304,53678509,75029091,136728976,0,0,4173817,73379405,122125843,240800796,41422531,78655167,347593835,0,47741717,106679247,240886403,26244239,4697395,1537,390,478,411,205,207,236,390,0,0,30,481,471,821,124,337,1389,0,302,594,742,69,20
20192,D,발달상권,3120186,가로수길,CS300014,신발,6384224346,36511,3788094764,2596129582,818828733,758169994,703604516,763982658,743508863,1336828515,1259301067,0,0,1002797999,1998878718,3238706851,143840778,2579043302,3468527599,54222581,1713403449,1661003587,1791857931,582874401,244208950,21014,15497,3574,3601,4660,4646,4533,8408,7089,0,0,5957,11810,17864,880,14351,21012,416,12731,9704,7684,3320,1507
20192,D,발달상권,3120186,가로수길,CS200002,외국어학원,248163352,436,203731427,44431925,74484126,18446931,35238623,44583591,30978156,18981249,25450676,0,27504452,34289878,55278246,101663320,29427456,152052518,96110834,0,0,3786013,170726501,57194832,16456006,332,104,88,36,79,51,78,42,62,0,38,63,115,174,46,296,140,0,0,15,328,78,15
20192,D,발달상권,3120186,가로수길,CS200005,스포츠 강습,167494169,943,125650366,41843803,19724200,24542651,18120263,17529782,45733470,3862348,37981455,0,0,15775661,66305342,49626792,35786374,65304642,102189527,0,34139163,91602673,29839020,11913313,0,637,306,68,72,42,55,400,129,177,0,0,269,306,154,214,207,736,0,225,477,100,141,0
20192,D,발달상권,3120186,가로수길,CS200024,스포츠클럽,36943679,61,36943679,0,15880767,7578191,6742361,3789095,2953265,0,0,0,0,19391253,0,10531455,7020971,7020971,14599161,0,0,7020970,11367286,3231875,0,61,0,26,12,11,6,6,0,0,0,0,32,0,17,12,11,23,0,0,12,17,6,0
20192,D,발달상권,3120186,가로수길,CS300002,편의점,1698265288,338337,1268364254,429901034,232218462,250213591,251859690,260340508,273732003,241601846,188299188,196597788,258483911,294080984,283624817,383602591,281875197,935536857,652160655,33980759,648610738,498498685,240998922,119297778,46310626,251603,86734,45980,51021,51008,50964,52630,49119,37615,30594,57344,65134,59581,78168,47516,180514,148476,11669,148322,92871,45807,24033,6289
20192,D,발달상권,3120186,가로수길,CS300015,가방,1798386964,12781,1143774800,654612164,187923590,217634877,212847429,144471188,380897716,356423619,298188545,0,0,288249607,570631176,742894121,196612060,409489889,1388897075,3888793,774014922,542246494,248217093,204107607,25912055,8517,4264,1666,1377,1601,1245,2628,2244,2020,0,0,1859,3617,5573,1732,3028,9753,97,5990,3505,1595,1367,227
20192,D,발달상권,3120186,가로수길,CS100004,양식음식점,4374214528,100390,2702827287,1671387241,463362571,498120429,498796347,588177186,654370754,982177122,689210119,287668469,42702833,695775131,660398656,1771829295,915840144,1684455852,2040394498,66685658,1489736519,1147022055,541326795,341784449,138294875,63153,37237,11041,11807,11882,12831,15592,20967,16270,4777,1661,23830,18433,37983,13706,37161,55231,2393,40751,25914,12855,8004,2469
20192,D,발달상권,3120186,가로수길,CS100005,제과점,483940399,33923,300354852,183585547,59689089,53458616,63718061,64947273,58541813,100701575,82883972,0,13717927,111085926,153863341,184057813,21215392,126865342,308727981,3985796,161884126,130906764,74644788,50994209,13177640,20286,13637,4028,3714,4309,4221,4014,7422,6215,0,761,6713,10611,14093,1745,9130,22899,485,13640,9104,4736,3168,899
