"날짜","요일","시간","성별","연령","유형","방문수"
"2023-10-20","금요일","21","female","20","not purchase","2"
"2023-10-20","금요일","21","female","30","not purchase","4"
"2023-10-20","금요일","21","male","30","not purchase","6"
"2023-10-20","금요일","21","male","40","purchase","1"
"2023-10-20","금요일","21","unknown","-1","not purchase","4"
"2023-10-21","토요일","10","female","30","not purchase","1"
"2023-10-21","토요일","10","male","30","not purchase","2"
"2023-10-21","토요일","10","unknown","-1","not purchase","5"
"2023-10-21","토요일","11","male","30","not purchase","2"
"2023-10-21","토요일","11","unknown","-1","not purchase","1"
"2023-10-21","토요일","12","female","30","not purchase","1"
"2023-10-21","토요일","12","male","30","not purchase","4"
"2023-10-21","토요일","12","male","40","not purchase","5"
"2023-10-21","토요일","12","unknown","-1","not purchase","5"
"2023-10-21","토요일","13","female","30","not purchase","3"
"2023-10-21","토요일","13","male","20","not purchase","1"
"2023-10-21","토요일","13","male","30","not purchase","7"
"2023-10-21","토요일","13","male","30","purchase","1"
"2023-10-21","토요일","13","male","40","not purchase","4"
"2023-10-21","토요일","13","male","40","purchase","1"
"2023-10-21","토요일","13","unknown","-1","not purchase","3"
"2023-10-21","토요일","14","female","20","purchase","1"
"2023-10-21","토요일","14","female","30","not purchase","1"
"2023-10-21","토요일","14","male","20","not purchase","4"
"2023-10-21","토요일","14","male","30","not purchase","9"
"2023-10-21","토요일","14","male","30","purchase","1"
"2023-10-21","토요일","14","male","40","not purchase","4"
"2023-10-21","토요일","14","unknown","-1","not purchase","7"
"2023-10-21","토요일","15","female","30","not purchase","3"
"2023-10-21","토요일","15","male","30","not purchase","8"
"2023-10-21","토요일","15","male","40","not purchase","8"
"2023-10-21","토요일","15","unknown","-1","not purchase","3"
"2023-10-21","토요일","16","female","20","not purchase","2"
"2023-10-21","토요일","16","female","20","purchase","1"
"2023-10-21","토요일","16","female","30","not purchase","5"
"2023-10-21","토요일","16","male","20","not purchase","1"
"2023-10-21","토요일","16","male","30","not purchase","7"
"2023-10-21","토요일","16","male","30","purchase","1"
"2023-10-21","토요일","16","male","40","not purchase","7"
"2023-10-21","토요일","16","male","50","purchase","1"
"2023-10-21","토요일","16","unknown","-1","not purchase","6"
"2023-10-21","토요일","17","female","20","not purchase","1"
"2023-10-21","토요일","17","female","30","not purchase","9"
"2023-10-21","토요일","17","male","20","not purchase","1"
"2023-10-21","토요일","17","male","30","not purchase","14"
"2023-10-21","토요일","17","male","30","purchase","1"
"2023-10-21","토요일","17","male","40","not purchase","8"
"2023-10-21","토요일","17","unknown","-1","not purchase","6"
"2023-10-21","토요일","18","female","30","not purchase","4"
"2023-10-21","토요일","18","female","30","purchase","1"
"2023-10-21","토요일","18","male","20","not purchase","5"
"2023-10-21","토요일","18","male","30","not purchase","17"
"2023-10-21","토요일","18","male","30","purchase","1"
"2023-10-21","토요일","18","male","40","not purchase","7"
"2023-10-21","토요일","18","male","40","purchase","1"
"2023-10-21","토요일","18","unknown","-1","not purchase","4"
"2023-10-21","토요일","19","female","20","not purchase","1"
"2023-10-21","토요일","19","female","30","not purchase","4"
"2023-10-21","토요일","19","male","30","not purchase","4"
"2023-10-21","토요일","19","male","40","not purchase","6"
"2023-10-21","토요일","19","unknown","-1","not purchase","9"
"2023-10-21","토요일","20","female","30","not purchase","3"
"2023-10-21","토요일","20","female","40","not purchase","1"
"2023-10-21","토요일","20","male","20","not purchase","1"
"2023-10-21","토요일","20","male","30","not purchase","7"
"2023-10-21","토요일","20","male","40","not purchase","6"
"2023-10-21","토요일","20","unknown","-1","not purchase","3"
"2023-10-21","토요일","21","female","30","not purchase","4"
"2023-10-21","토요일","21","female","30","purchase","1"
"2023-10-21","토요일","21","male","20","not purchase","1"
"2023-10-21","토요일","21","male","30","not purchase","15"
"2023-10-21","토요일","21","male","40","not purchase","13"
"2023-10-21","토요일","21","male","40","purchase","1"
"2023-10-21","토요일","21","male","50","not purchase","1"
"2023-10-21","토요일","21","unknown","-1","not purchase","7"
"2023-10-21","토요일","22","female","30","not purchase","1"
"2023-10-21","토요일","22","female","40","not purchase","1"
"2023-10-21","토요일","22","male","30","not purchase","1"
"2023-10-21","토요일","22","male","50","not purchase","1"
"2023-10-21","토요일","22","unknown","-1","not purchase","6"
"2023-10-22","일요일","10","female","40","not purchase","1"
"2023-10-22","일요일","10","male","30","not purchase","3"
"2023-10-22","일요일","10","male","30","purchase","1"
"2023-10-22","일요일","10","male","40","not purchase","2"
"2023-10-22","일요일","10","unknown","-1","not purchase","1"
"2023-10-22","일요일","11","female","30","not purchase","2"
"2023-10-22","일요일","11","male","30","not purchase","4"
"2023-10-22","일요일","11","male","30","purchase","1"
"2023-10-22","일요일","11","male","40","not purchase","5"
"2023-10-22","일요일","11","unknown","-1","not purchase","8"
"2023-10-22","일요일","11","unknown","-1","purchase","1"
"2023-10-22","일요일","12","female","40","not purchase","1"
"2023-10-22","일요일","12","male","30","not purchase","7"
"2023-10-22","일요일","12","male","40","not purchase","7"
"2023-10-22","일요일","12","male","50","not purchase","3"
"2023-10-22","일요일","12","male","50","purchase","1"
"2023-10-22","일요일","12","unknown","-1","not purchase","4"
"2023-10-22","일요일","13","female","30","not purchase","3"
"2023-10-22","일요일","13","male","30","not purchase","2"
"2023-10-22","일요일","13","male","40","not purchase","5"
"2023-10-22","일요일","13","male","40","purchase","1"
"2023-10-22","일요일","13","male","50","not purchase","1"
"2023-10-22","일요일","13","unknown","-1","not purchase","9"
"2023-10-22","일요일","14","female","30","not purchase","3"
"2023-10-22","일요일","14","female","40","not purchase","1"
"2023-10-22","일요일","14","male","30","not purchase","20"
"2023-10-22","일요일","14","male","30","purchase","1"
"2023-10-22","일요일","14","male","40","not purchase","10"
"2023-10-22","일요일","14","male","50","not purchase","1"
"2023-10-22","일요일","14","unknown","-1","not purchase","5"
"2023-10-22","일요일","15","female","30","not purchase","3"
"2023-10-22","일요일","15","male","20","not purchase","2"
"2023-10-22","일요일","15","male","30","not purchase","11"
"2023-10-22","일요일","15","male","40","not purchase","18"
"2023-10-22","일요일","15","male","40","purchase","1"
"2023-10-22","일요일","15","unknown","-1","not purchase","6"
"2023-10-22","일요일","16","female","20","not purchase","2"
"2023-10-22","일요일","16","female","30","not purchase","4"
"2023-10-22","일요일","16","female","30","purchase","1"
"2023-10-22","일요일","16","female","40","not purchase","2"
"2023-10-22","일요일","16","male","20","not purchase","1"
"2023-10-22","일요일","16","male","30","not purchase","25"
"2023-10-22","일요일","16","male","40","not purchase","24"
"2023-10-22","일요일","16","male","50","not purchase","1"
"2023-10-22","일요일","16","unknown","-1","not purchase","6"
"2023-10-22","일요일","17","female","30","not purchase","5"
"2023-10-22","일요일","17","female","40","not purchase","2"
"2023-10-22","일요일","17","male","20","not purchase","1"
"2023-10-22","일요일","17","male","30","not purchase","3"
"2023-10-22","일요일","17","male","30","purchase","2"
"2023-10-22","일요일","17","male","40","not purchase","8"
"2023-10-22","일요일","17","male","50","not purchase","2"
"2023-10-22","일요일","17","unknown","-1","not purchase","7"
"2023-10-22","일요일","17","unknown","-1","purchase","1"
"2023-10-22","일요일","18","female","20","not purchase","1"
"2023-10-22","일요일","18","female","30","not purchase","4"
"2023-10-22","일요일","18","male","20","not purchase","1"
"2023-10-22","일요일","18","male","30","not purchase","9"
"2023-10-22","일요일","18","male","40","not purchase","10"
"2023-10-22","일요일","18","unknown","-1","not purchase","5"
"2023-10-22","일요일","19","female","30","not purchase","2"
"2023-10-22","일요일","19","female","40","not purchase","1"
"2023-10-22","일요일","19","male","30","not purchase","5"
"2023-10-22","일요일","19","male","40","not purchase","5"
"2023-10-22","일요일","19","unknown","-1","not purchase","6"
"2023-10-22","일요일","20","female","30","not purchase","3"
"2023-10-22","일요일","20","male","30","not purchase","5"
"2023-10-22","일요일","20","male","30","purchase","1"
"2023-10-22","일요일","20","male","40","not purchase","4"
"2023-10-22","일요일","20","unknown","-1","not purchase","3"
"2023-10-22","일요일","21","female","30","not purchase","3"
"2023-10-22","일요일","21","male","30","not purchase","4"
"2023-10-22","일요일","21","male","40","not purchase","1"
"2023-10-22","일요일","21","unknown","-1","not purchase","3"
"2023-10-23","월요일","10","female","30","not purchase","1"
"2023-10-23","월요일","10","male","30","not purchase","2"
"2023-10-23","월요일","10","unknown","-1","not purchase","4"
"2023-10-23","월요일","11","female","30","not purchase","1"
"2023-10-23","월요일","11","female","40","not purchase","1"
"2023-10-23","월요일","11","male","20","not purchase","1"
"2023-10-23","월요일","11","male","30","not purchase","2"
"2023-10-23","월요일","11","male","40","not purchase","1"
"2023-10-23","월요일","11","unknown","-1","not purchase","2"
"2023-10-23","월요일","11","unknown","-1","purchase","1"
"2023-10-23","월요일","12","unknown","-1","not purchase","5"
"2023-10-23","월요일","13","male","30","not purchase","1"
"2023-10-23","월요일","14","female","30","not purchase","1"
"2023-10-23","월요일","14","male","20","not purchase","1"
"2023-10-23","월요일","14","male","30","not purchase","2"
"2023-10-23","월요일","14","male","40","not purchase","2"
"2023-10-23","월요일","14","unknown","-1","not purchase","3"
"2023-10-23","월요일","15","female","30","not purchase","1"
"2023-10-23","월요일","15","male","20","not purchase","1"
"2023-10-23","월요일","15","male","20","purchase","1"
"2023-10-23","월요일","15","male","30","not purchase","2"
"2023-10-23","월요일","15","male","40","not purchase","4"
"2023-10-23","월요일","15","male","40","purchase","1"
"2023-10-23","월요일","15","unknown","-1","not purchase","3"
"2023-10-23","월요일","16","male","30","not purchase","1"
"2023-10-23","월요일","16","male","40","not purchase","3"
"2023-10-23","월요일","16","unknown","-1","not purchase","2"
"2023-10-23","월요일","17","female","30","not purchase","1"
"2023-10-23","월요일","17","male","30","not purchase","2"
"2023-10-23","월요일","17","male","40","not purchase","2"
"2023-10-23","월요일","17","unknown","-1","not purchase","2"
"2023-10-23","월요일","18","male","30","not purchase","3"
"2023-10-23","월요일","18","male","40","not purchase","1"
"2023-10-23","월요일","18","unknown","-1","not purchase","2"
"2023-10-23","월요일","19","female","20","not purchase","1"
"2023-10-23","월요일","19","male","30","not purchase","4"
"2023-10-23","월요일","19","male","40","not purchase","1"
"2023-10-23","월요일","19","unknown","-1","not purchase","2"
"2023-10-23","월요일","20","female","20","not purchase","1"
"2023-10-23","월요일","20","male","30","not purchase","4"
"2023-10-23","월요일","20","male","40","not purchase","3"
"2023-10-23","월요일","20","male","40","purchase","1"
"2023-10-23","월요일","20","unknown","-1","not purchase","4"
"2023-10-23","월요일","21","male","30","not purchase","1"
"2023-10-23","월요일","21","male","40","not purchase","1"
"2023-10-23","월요일","21","unknown","-1","not purchase","2"
"2023-10-24","화요일","10","female","30","not purchase","1"
"2023-10-24","화요일","10","female","40","not purchase","1"
"2023-10-24","화요일","10","unknown","-1","not purchase","2"
"2023-10-24","화요일","11","male","40","purchase","1"
"2023-10-24","화요일","11","unknown","-1","not purchase","4"
"2023-10-24","화요일","12","female","30","not purchase","2"
"2023-10-24","화요일","12","male","40","not purchase","3"
"2023-10-24","화요일","12","unknown","-1","not purchase","5"
"2023-10-24","화요일","13","female","40","not purchase","1"
"2023-10-24","화요일","13","male","30","not purchase","3"
"2023-10-24","화요일","13","male","40","not purchase","1"
"2023-10-24","화요일","13","unknown","-1","not purchase","4"
"2023-10-24","화요일","13","unknown","-1","purchase","1"
"2023-10-24","화요일","14","female","30","not purchase","1"
"2023-10-24","화요일","14","male","30","not purchase","1"
"2023-10-24","화요일","14","unknown","-1","not purchase","2"
"2023-10-24","화요일","15","female","30","not purchase","1"
"2023-10-24","화요일","15","male","30","not purchase","1"
"2023-10-24","화요일","15","male","40","not purchase","2"
"2023-10-24","화요일","15","unknown","-1","not purchase","4"
"2023-10-24","화요일","16","female","30","not purchase","2"
"2023-10-24","화요일","16","male","30","not purchase","1"
"2023-10-24","화요일","16","male","30","purchase","1"
"2023-10-24","화요일","16","male","40","not purchase","6"
"2023-10-24","화요일","16","unknown","-1","not purchase","1"
"2023-10-24","화요일","17","female","20","not purchase","1"
"2023-10-24","화요일","17","male","30","not purchase","1"
"2023-10-24","화요일","17","male","40","not purchase","7"
"2023-10-24","화요일","17","unknown","-1","not purchase","1"
"2023-10-24","화요일","18","male","40","purchase","1"
"2023-10-24","화요일","18","unknown","-1","not purchase","1"
"2023-10-24","화요일","19","female","20","purchase","1"
"2023-10-24","화요일","19","unknown","-1","not purchase","4"
"2023-10-24","화요일","20","female","20","not purchase","1"
"2023-10-24","화요일","20","female","30","not purchase","5"
"2023-10-24","화요일","20","male","20","not purchase","3"
"2023-10-24","화요일","20","male","30","not purchase","5"
"2023-10-24","화요일","20","male","40","not purchase","1"
"2023-10-24","화요일","20","unknown","-1","not purchase","5"
"2023-10-24","화요일","21","male","20","not purchase","1"
"2023-10-24","화요일","21","unknown","-1","not purchase","6"
"2023-10-26","목요일","10","female","20","not purchase","2"
"2023-10-26","목요일","10","female","30","not purchase","1"
"2023-10-26","목요일","10","male","30","not purchase","1"
"2023-10-26","목요일","10","unknown","-1","not purchase","4"
"2023-10-26","목요일","11","male","30","not purchase","1"
"2023-10-26","목요일","11","unknown","-1","not purchase","1"
"2023-10-26","목요일","12","female","30","not purchase","2"
"2023-10-26","목요일","12","female","40","not purchase","1"
"2023-10-26","목요일","12","male","30","not purchase","1"
"2023-10-26","목요일","12","male","40","not purchase","3"
"2023-10-26","목요일","12","unknown","-1","not purchase","11"
"2023-10-26","목요일","13","female","10","not purchase","1"
"2023-10-26","목요일","13","male","40","not purchase","2"
"2023-10-26","목요일","13","unknown","-1","not purchase","7"
"2023-10-26","목요일","14","female","20","not purchase","1"
"2023-10-26","목요일","14","female","30","not purchase","2"
"2023-10-26","목요일","14","male","30","not purchase","1"
"2023-10-26","목요일","14","unknown","-1","not purchase","3"
"2023-10-26","목요일","15","male","30","not purchase","1"
"2023-10-26","목요일","15","unknown","-1","not purchase","2"
"2023-10-26","목요일","16","female","20","not purchase","1"
"2023-10-26","목요일","16","female","30","not purchase","1"
"2023-10-26","목요일","16","female","40","not purchase","1"
"2023-10-26","목요일","16","male","20","not purchase","2"
"2023-10-26","목요일","16","male","30","not purchase","6"
"2023-10-26","목요일","16","male","30","purchase","1"
"2023-10-26","목요일","16","male","40","not purchase","3"
"2023-10-26","목요일","16","unknown","-1","not purchase","4"
"2023-10-26","목요일","17","female","30","not purchase","2"
"2023-10-26","목요일","17","male","30","not purchase","1"
"2023-10-26","목요일","17","male","50","purchase","1"
"2023-10-26","목요일","17","unknown","-1","not purchase","1"
"2023-10-26","목요일","17","unknown","-1","purchase","2"
"2023-10-26","목요일","18","unknown","-1","not purchase","4"
"2023-10-26","목요일","19","female","30","not purchase","1"
"2023-10-26","목요일","19","male","30","not purchase","2"
"2023-10-26","목요일","19","male","50","not purchase","1"
"2023-10-26","목요일","19","unknown","-1","not purchase","1"
"2023-10-26","목요일","19","unknown","-1","purchase","1"
"2023-10-26","목요일","20","female","30","not purchase","1"
"2023-10-26","목요일","20","male","30","not purchase","4"
"2023-10-26","목요일","20","unknown","-1","not purchase","2"
"2023-10-26","목요일","20","unknown","-1","purchase","1"
"2023-10-26","목요일","21","male","30","not purchase","1"
"2023-10-26","목요일","21","male","40","not purchase","1"
"2023-10-26","목요일","21","unknown","-1","not purchase","1"
"2023-10-27","금요일","10","female","20","not purchase","1"
"2023-10-27","금요일","10","female","30","not purchase","2"
"2023-10-27","금요일","10","male","30","not purchase","2"
"2023-10-27","금요일","10","unknown","-1","not purchase","2"
"2023-10-27","금요일","10","unknown","-1","purchase","1"
"2023-10-27","금요일","11","female","30","not purchase","2"
"2023-10-27","금요일","11","male","30","not purchase","2"
"2023-10-27","금요일","11","male","30","purchase","1"
"2023-10-27","금요일","11","unknown","-1","not purchase","2"
"2023-10-27","금요일","12","female","30","not purchase","1"
"2023-10-27","금요일","12","female","30","purchase","1"
"2023-10-27","금요일","12","female","40","not purchase","1"
"2023-10-27","금요일","12","male","30","not purchase","1"
"2023-10-27","금요일","12","male","40","not purchase","2"
"2023-10-27","금요일","12","unknown","-1","not purchase","2"
"2023-10-27","금요일","12","unknown","-1","purchase","1"
"2023-10-27","금요일","13","male","30","not purchase","2"
"2023-10-27","금요일","13","unknown","-1","not purchase","3"
"2023-10-27","금요일","14","female","30","not purchase","5"
"2023-10-27","금요일","14","female","40","not purchase","1"
"2023-10-27","금요일","14","male","30","not purchase","5"
"2023-10-27","금요일","14","male","40","not purchase","6"
"2023-10-27","금요일","14","unknown","-1","not purchase","18"
"2023-10-27","금요일","14","unknown","-1","purchase","1"
"2023-10-27","금요일","15","female","20","not purchase","1"
"2023-10-27","금요일","15","female","30","not purchase","2"
"2023-10-27","금요일","15","female","40","not purchase","1"
"2023-10-27","금요일","15","male","30","not purchase","5"
"2023-10-27","금요일","15","unknown","-1","not purchase","1"
"2023-10-27","금요일","16","female","30","not purchase","1"
"2023-10-27","금요일","16","male","20","not purchase","1"
"2023-10-27","금요일","16","male","30","not purchase","3"
"2023-10-27","금요일","16","male","40","not purchase","2"
"2023-10-27","금요일","16","unknown","-1","not purchase","2"
"2023-10-27","금요일","16","unknown","-1","purchase","1"
"2023-10-27","금요일","17","female","30","not purchase","2"
"2023-10-27","금요일","17","female","40","not purchase","1"
"2023-10-27","금요일","17","male","20","not purchase","1"
"2023-10-27","금요일","17","male","40","not purchase","4"
"2023-10-27","금요일","17","male","50","not purchase","1"
"2023-10-27","금요일","17","unknown","-1","not purchase","3"
"2023-10-27","금요일","18","male","30","not purchase","2"
"2023-10-27","금요일","18","male","40","not purchase","2"
"2023-10-27","금요일","18","unknown","-1","not purchase","1"
"2023-10-27","금요일","19","female","30","not purchase","3"
"2023-10-27","금요일","19","male","20","not purchase","1"
"2023-10-27","금요일","19","male","30","not purchase","9"
"2023-10-27","금요일","19","male","40","not purchase","9"
"2023-10-27","금요일","19","male","50","not purchase","1"
"2023-10-27","금요일","19","unknown","-1","not purchase","3"
"2023-10-27","금요일","19","unknown","-1","purchase","1"
"2023-10-27","금요일","20","female","30","not purchase","2"
"2023-10-27","금요일","20","male","20","not purchase","1"
"2023-10-27","금요일","20","male","30","not purchase","10"
"2023-10-27","금요일","20","male","30","purchase","1"
"2023-10-27","금요일","20","male","40","not purchase","13"
"2023-10-27","금요일","20","unknown","-1","not purchase","6"
"2023-10-27","금요일","21","male","30","not purchase","1"
"2023-10-27","금요일","21","male","40","not purchase","1"
"2023-10-27","금요일","21","unknown","-1","not purchase","2"
"2023-10-28","토요일","10","male","20","not purchase","1"
"2023-10-28","토요일","10","male","20","purchase","1"
"2023-10-28","토요일","10","male","30","not purchase","2"
"2023-10-28","토요일","10","male","40","not purchase","2"
"2023-10-28","토요일","10","male","40","purchase","2"
"2023-10-28","토요일","10","unknown","-1","not purchase","4"
"2023-10-28","토요일","11","female","30","not purchase","1"
"2023-10-28","토요일","11","male","30","not purchase","3"
"2023-10-28","토요일","11","male","40","not purchase","5"
"2023-10-28","토요일","11","unknown","-1","not purchase","5"
"2023-10-28","토요일","12","female","30","not purchase","3"
"2023-10-28","토요일","12","male","30","not purchase","8"
"2023-10-28","토요일","12","male","40","not purchase","13"
"2023-10-28","토요일","12","unknown","-1","not purchase","3"
"2023-10-28","토요일","13","female","30","not purchase","2"
"2023-10-28","토요일","13","female","40","not purchase","1"
"2023-10-28","토요일","13","male","30","not purchase","5"
"2023-10-28","토요일","13","male","30","purchase","2"
"2023-10-28","토요일","13","male","40","not purchase","5"
"2023-10-28","토요일","13","male","50","not purchase","1"
"2023-10-28","토요일","13","unknown","-1","not purchase","3"
"2023-10-28","토요일","14","female","30","not purchase","4"
"2023-10-28","토요일","14","male","30","not purchase","4"
"2023-10-28","토요일","14","male","40","not purchase","10"
"2023-10-28","토요일","14","male","50","not purchase","1"
"2023-10-28","토요일","14","unknown","-1","not purchase","4"
"2023-10-28","토요일","15","female","30","not purchase","4"
"2023-10-28","토요일","15","female","40","not purchase","1"
"2023-10-28","토요일","15","male","30","not purchase","3"
"2023-10-28","토요일","15","male","40","not purchase","5"
"2023-10-28","토요일","15","male","50","not purchase","1"
"2023-10-28","토요일","15","unknown","-1","not purchase","7"
"2023-10-28","토요일","16","female","30","not purchase","2"
"2023-10-28","토요일","16","male","20","not purchase","1"
"2023-10-28","토요일","16","male","30","not purchase","7"
"2023-10-28","토요일","16","male","40","not purchase","5"
"2023-10-28","토요일","16","unknown","-1","not purchase","6"
"2023-10-28","토요일","17","female","20","not purchase","2"
"2023-10-28","토요일","17","female","30","not purchase","1"
"2023-10-28","토요일","17","male","10","not purchase","1"
"2023-10-28","토요일","17","male","20","not purchase","3"
"2023-10-28","토요일","17","male","30","not purchase","6"
"2023-10-28","토요일","17","male","40","not purchase","6"
"2023-10-28","토요일","17","unknown","-1","not purchase","9"
"2023-10-28","토요일","17","unknown","-1","purchase","1"
"2023-10-28","토요일","18","female","30","not purchase","4"
"2023-10-28","토요일","18","female","50","not purchase","1"
"2023-10-28","토요일","18","male","20","not purchase","3"
"2023-10-28","토요일","18","male","30","not purchase","6"
"2023-10-28","토요일","18","male","40","not purchase","7"
"2023-10-28","토요일","18","male","40","purchase","1"
"2023-10-28","토요일","18","unknown","-1","not purchase","5"
"2023-10-28","토요일","19","female","30","not purchase","6"
"2023-10-28","토요일","19","female","40","not purchase","1"
"2023-10-28","토요일","19","male","20","not purchase","1"
"2023-10-28","토요일","19","male","30","not purchase","6"
"2023-10-28","토요일","19","male","40","not purchase","9"
"2023-10-28","토요일","19","male","40","purchase","1"
"2023-10-28","토요일","19","unknown","-1","not purchase","6"
"2023-10-28","토요일","20","female","20","not purchase","1"
"2023-10-28","토요일","20","female","30","not purchase","4"
"2023-10-28","토요일","20","male","30","not purchase","7"
"2023-10-28","토요일","20","male","40","not purchase","7"
"2023-10-28","토요일","20","unknown","-1","not purchase","4"
"2023-10-28","토요일","21","female","30","not purchase","2"
"2023-10-28","토요일","21","male","20","not purchase","1"
"2023-10-28","토요일","21","male","30","not purchase","5"
"2023-10-28","토요일","21","male","40","not purchase","2"
"2023-10-29","일요일","10","female","30","not purchase","4"
"2023-10-29","일요일","10","male","30","not purchase","1"
"2023-10-29","일요일","10","unknown","-1","not purchase","6"
"2023-10-29","일요일","10","unknown","-1","purchase","2"
"2023-10-29","일요일","11","female","30","not purchase","2"
"2023-10-29","일요일","11","male","30","not purchase","1"
"2023-10-29","일요일","11","male","40","not purchase","3"
"2023-10-29","일요일","11","unknown","-1","not purchase","7"
"2023-10-29","일요일","12","female","20","not purchase","1"
"2023-10-29","일요일","12","female","20","purchase","1"
"2023-10-29","일요일","12","female","30","not purchase","6"
"2023-10-29","일요일","12","female","30","purchase","1"
"2023-10-29","일요일","12","female","40","not purchase","2"
"2023-10-29","일요일","12","male","10","not purchase","1"
"2023-10-29","일요일","12","male","20","not purchase","1"
"2023-10-29","일요일","12","male","30","not purchase","4"
"2023-10-29","일요일","12","male","30","purchase","1"
"2023-10-29","일요일","12","male","40","not purchase","4"
"2023-10-29","일요일","12","male","50","not purchase","1"
"2023-10-29","일요일","12","unknown","-1","not purchase","12"
"2023-10-29","일요일","13","female","20","not purchase","1"
"2023-10-29","일요일","13","female","30","not purchase","5"
"2023-10-29","일요일","13","female","40","not purchase","2"
"2023-10-29","일요일","13","male","20","not purchase","1"
"2023-10-29","일요일","13","male","30","not purchase","4"
"2023-10-29","일요일","13","male","30","purchase","5"
"2023-10-29","일요일","13","male","40","not purchase","3"
"2023-10-29","일요일","13","unknown","-1","not purchase","6"
"2023-10-29","일요일","14","female","20","not purchase","1"
"2023-10-29","일요일","14","female","30","not purchase","3"
"2023-10-29","일요일","14","female","30","purchase","1"
"2023-10-29","일요일","14","female","40","not purchase","1"
"2023-10-29","일요일","14","male","20","not purchase","2"
"2023-10-29","일요일","14","male","30","not purchase","6"
"2023-10-29","일요일","14","male","40","not purchase","9"
"2023-10-29","일요일","14","male","50","not purchase","1"
"2023-10-29","일요일","14","unknown","-1","not purchase","5"
"2023-10-29","일요일","14","unknown","-1","purchase","1"
"2023-10-29","일요일","15","female","30","not purchase","1"
"2023-10-29","일요일","15","female","40","not purchase","3"
"2023-10-29","일요일","15","male","20","not purchase","2"
"2023-10-29","일요일","15","male","30","not purchase","10"
"2023-10-29","일요일","15","male","40","not purchase","8"
"2023-10-29","일요일","15","male","40","purchase","1"
"2023-10-29","일요일","15","male","50","not purchase","2"
"2023-10-29","일요일","15","unknown","-1","not purchase","8"
"2023-10-29","일요일","15","unknown","-1","purchase","1"
"2023-10-29","일요일","16","female","30","not purchase","3"
"2023-10-29","일요일","16","female","30","purchase","2"
"2023-10-29","일요일","16","male","20","not purchase","1"
"2023-10-29","일요일","16","male","30","not purchase","2"
"2023-10-29","일요일","16","male","40","not purchase","4"
"2023-10-29","일요일","16","unknown","-1","not purchase","5"
"2023-10-29","일요일","17","female","20","not purchase","1"
"2023-10-29","일요일","17","female","30","not purchase","1"
"2023-10-29","일요일","17","female","40","not purchase","1"
"2023-10-29","일요일","17","male","20","not purchase","1"
"2023-10-29","일요일","17","male","20","purchase","1"
"2023-10-29","일요일","17","male","30","not purchase","7"
"2023-10-29","일요일","17","male","40","not purchase","9"
"2023-10-29","일요일","17","unknown","-1","not purchase","5"
"2023-10-29","일요일","18","male","30","not purchase","1"
"2023-10-29","일요일","18","male","40","not purchase","4"
"2023-10-29","일요일","18","male","50","not purchase","1"
"2023-10-29","일요일","18","unknown","-1","not purchase","1"
"2023-10-29","일요일","19","female","30","not purchase","1"
"2023-10-29","일요일","19","female","40","not purchase","1"
"2023-10-29","일요일","19","male","30","not purchase","1"
"2023-10-29","일요일","19","male","40","not purchase","4"
"2023-10-29","일요일","19","unknown","-1","not purchase","3"
"2023-10-29","일요일","20","female","30","not purchase","3"
"2023-10-29","일요일","20","female","50","not purchase","1"
"2023-10-29","일요일","20","male","30","not purchase","4"
"2023-10-29","일요일","20","male","30","purchase","1"
"2023-10-29","일요일","20","male","40","not purchase","2"
"2023-10-29","일요일","20","unknown","-1","not purchase","3"
"2023-10-29","일요일","21","male","20","not purchase","1"
"2023-10-29","일요일","21","male","30","not purchase","2"
"2023-10-29","일요일","21","male","30","purchase","1"
"2023-10-29","일요일","21","unknown","-1","not purchase","1"
"2023-10-30","월요일","10","female","30","not purchase","1"
"2023-10-30","월요일","10","male","40","not purchase","1"
"2023-10-30","월요일","10","unknown","-1","not purchase","3"
"2023-10-30","월요일","11","unknown","-1","not purchase","2"
"2023-10-30","월요일","12","male","30","not purchase","4"
"2023-10-30","월요일","12","male","40","not purchase","2"
"2023-10-30","월요일","12","unknown","-1","not purchase","3"
"2023-10-30","월요일","13","female","30","not purchase","1"
"2023-10-30","월요일","13","male","20","purchase","1"
"2023-10-30","월요일","13","male","30","not purchase","2"
"2023-10-30","월요일","13","male","40","not purchase","2"
"2023-10-30","월요일","13","unknown","-1","not purchase","9"
"2023-10-30","월요일","14","female","30","not purchase","1"
"2023-10-30","월요일","14","male","30","not purchase","2"
"2023-10-30","월요일","14","male","40","not purchase","2"
"2023-10-30","월요일","14","unknown","-1","not purchase","3"
"2023-10-30","월요일","15","female","30","not purchase","3"
"2023-10-30","월요일","15","male","30","not purchase","4"
"2023-10-30","월요일","15","male","40","not purchase","2"
"2023-10-30","월요일","15","unknown","-1","not purchase","8"
"2023-10-30","월요일","15","unknown","-1","purchase","2"
"2023-10-30","월요일","16","male","30","not purchase","2"
"2023-10-30","월요일","16","male","30","purchase","1"
"2023-10-30","월요일","16","male","40","not purchase","3"
"2023-10-30","월요일","16","unknown","-1","not purchase","2"
"2023-10-30","월요일","16","unknown","-1","purchase","1"
"2023-10-30","월요일","17","male","30","not purchase","1"
"2023-10-30","월요일","17","male","40","not purchase","1"
"2023-10-30","월요일","17","unknown","-1","not purchase","4"
"2023-10-30","월요일","18","male","30","not purchase","1"
"2023-10-30","월요일","18","male","40","not purchase","1"
