매장,매장명,판매일자,전표번호,브랜드명,카테고리,판매상품,결제수단,판매금액,환불금액,판매수량,환불수량,본사바코드,비고
M012,이마트_월계점,2024-01-01,11078,마니,여성의류,누빔바지,카드,69000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11020,마니,여성의류,티셔츠,카드,,19900,,1,B235KA99400000F,12/31 판매분
M012,이마트_월계점,2024-01-01,11033,마니,여성의류,골덴바지,카드,27000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11058,마니,여성의류,-,,,19900,,1,B235KA99400000F,당일취소건 추정
M012,이마트_월계점,2024-01-01,11034,마니,여성의류,골덴바지,카드,27000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11045,마니,여성의류,조끼,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11072,마니,여성의류,가디건,현금,29900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11064,마니,여성의류,목폴라,상품권,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11055,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11082,마니,여성의류,가디건,카드,29900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11009,마니,여성의류,"골덴바지, 면바지","상품권, 카드",46900,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11051,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11010,마니,여성의류,골덴바지,카드,27000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11025,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11005,마니,여성의류,"골덴바지, 티셔츠",카드,46900,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11039,마니,여성의류,누빔스커트(아이보리),카드,69900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11053,마니,여성의류,면바지,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11035,마니,여성의류,"후드티, 조끼(아이보리)",카드,71900,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11076,마니,여성의류,가디건,카드,29900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11059,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11061,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-01,11075,마니,여성의류,-,,19900,,1,,B235KA99400000F,당일취소건 추정
M012,이마트_월계점,2024-01-01,11063,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11029,세영유니온,여성 모자,H에코퍼쁘띠(그레이),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11019,세영유니온,여성 모자,H에코퍼쁘띠(베이지),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11025,세영유니온,여성 모자,캐시터치머플러(그린),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11003,세영유니온,여성 모자,귀마개(베이지),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11002,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11012,세영유니온,여성 모자,모자,카드,49001,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11001,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11014,세영유니온,여성 모자,모자,카드,49000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11041,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11015,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11042,세영유니온,여성 모자,H에코퍼쁘띠(베이지),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-01,11013,세영유니온,여성 모자,모자,카드,,49001,,1,B225KA02400000F,가격 오류 추정(49000원)
M012,이마트_월계점,2024-01-01,11030,오브원,홈웨어,여set,카드,78000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11027,오브원,홈웨어,여체크바지,현금,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11056,오브원,홈웨어,여하의,카드,29000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11017,오브원,홈웨어,"남하의, 여하의",카드,38000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11016,오브원,홈웨어,"여하의, 여체크바지",카드,48000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11078,오브원,홈웨어,여하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11066,오브원,홈웨어,여하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11048,오브원,홈웨어,여set,카드,39000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-01,11043,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11045,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11022,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11004,윈드스카프,양말,니트양말3,현금,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11071,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11021,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11070,윈드스카프,양말,양말3,상품권,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11023,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11035,윈드스카프,양말,"니트1, 기능성2",카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11046,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11069,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11079,윈드스카프,양말,"양말6, 니트양말3",상품권,30000,,3,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11065,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-01,11044,팔레트슬라임,슬라임,슬라임,카드,22400,,2,,B235KB67500000F,"8900원 1개, 13500원 1개"
M012,이마트_월계점,2024-01-01,11024,팔레트슬라임,슬라임,슬라임,카드,9900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-01,11047,팔레트슬라임,슬라임,팔레또,카드,13500,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-01,11007,팔레트슬라임,슬라임,마카롱,카드,13500,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-01,11068,팔레트슬라임,슬라임,마카롱,카드,13500,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-01,11018,팔레트슬라임,슬라임,5종세트,카드,28500,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-01,11031,플레인782,문구 및 팬시,"케이스문구세트(시나모롤, 마이멜로디)",카드,38000,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11037,플레인782,문구 및 팬시,지우개,상품권,4500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11083,플레인782,문구 및 팬시,"스티커set, 스티커",카드,27000,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11011,플레인782,문구 및 팬시,모루인형만들기,카드,19800,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11054,플레인782,문구 및 팬시,"수첩, 샤프set",상품권,17900,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11060,플레인782,문구 및 팬시,손거울,카드,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11028,플레인782,문구 및 팬시,지우개,카드,4500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11077,플레인782,문구 및 팬시,모루인형만들기,카드,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11006,플레인782,문구 및 팬시,"수첩(시나모롤), 볼펜set",카드,22000,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11052,플레인782,문구 및 팬시,미니스티커,현금,5500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11032,플레인782,문구 및 팬시,스티커,카드,6900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11081,플레인782,문구 및 팬시,스티커set,카드,20000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11080,플레인782,문구 및 팬시,모루인형만들기,상품권,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11038,플레인782,문구 및 팬시,"샤프, 볼펜",카드,12500,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11073,플레인782,문구 및 팬시,거울(키티),카드,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11049,플레인782,문구 및 팬시,지우개,카드,4500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11036,플레인782,문구 및 팬시,다이어리set(시나모롤),카드,22000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11084,플레인782,문구 및 팬시,"다이어리, 스티커, 손거울, 지우개",카드,40300,,4,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11057,플레인782,문구 및 팬시,포스트잇(짱구),카드,4000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11008,플레인782,문구 및 팬시,"문구set(시나모롤, 마이멜로디)",카드,38000,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11062,플레인782,문구 및 팬시,모루인형만들기,카드,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11050,플레인782,문구 및 팬시,"샤프, 볼펜",카드,12500,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11026,플레인782,문구 및 팬시,샤프(시나모롤),카드,7000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11074,플레인782,문구 및 팬시,"샤프, 메모지",카드,11500,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11067,플레인782,문구 및 팬시,스티커,카드,5500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-01,11040,플레인782,문구 및 팬시,지우개,카드,4500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-02,11030,마니,여성의류,가디건,카드,,29900,,1,B235KA99400000F,1/1 판매분
M012,이마트_월계점,2024-01-02,11018,마니,여성의류,티셔츠,현금,,19900,,1,B235KA99400000F,12/25 판매분
M012,이마트_월계점,2024-01-02,11019,마니,여성의류,티셔츠,카드,,19900,,1,B235KA99400000F,12/29 판매분
M012,이마트_월계점,2024-01-02,11015,마니,여성의류,패딩스커트(카키),카드,39000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-02,11004,마니,여성의류,원피스,카드,,19900,,1,B235KA99400000F,12/29 판매분
M012,이마트_월계점,2024-01-02,11012,마니,여성의류,목폴라,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-02,11016,마니,여성의류,목폴라,현금,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-02,11003,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-02,11005,마니,여성의류,조끼,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-02,11010,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-02,11025,세영유니온,여성 모자,모자,카드,39000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-02,11024,세영유니온,여성 모자,모자,카드,19000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-02,11007,세영유니온,여성 모자,패딩머플러(화이트),카드,14000,,1,,B225KA02400000F,오염으로 1000원 DC
M012,이마트_월계점,2024-01-02,11028,세영유니온,여성 모자,"캐시터치머플러(그레이, 그린)",카드,30000,,2,,B225KA02400000F,
M012,이마트_월계점,2024-01-02,11009,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-02,11013,오브원,홈웨어,남하의,상품권,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-02,11021,오브원,홈웨어,남set,카드,39000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-02,11027,오브원,홈웨어,여체크바지,현금,25000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-02,11011,오브원,홈웨어,여하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-02,11001,윈드스카프,양말,양말3,현금,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11008,윈드스카프,양말,양말6,카드,20000,,2,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11029,윈드스카프,양말,"양말3, 니트양말3",카드,20000,,2,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11026,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11006,윈드스카프,양말,양말3,현금,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11023,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-02,11017,팔레트슬라임,슬라임,슬라임,상품권,8900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-02,11011,팔레트슬라임,슬라임,슬라임,카드,8900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-02,11014,플레인782,문구 및 팬시,"손거울, 자",현금,13900,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-02,11020,플레인782,문구 및 팬시,"필통, 다꾸set, 볼펜set, 얼음통","상품권, 카드",115000,,4,,B235KA00300000F,"50000원 상품권, 65000원 카드"
M012,이마트_월계점,2024-01-02,11002,플레인782,문구 및 팬시,포스트잇,카드,15700,,4,,B235KA00300000F,
M012,이마트_월계점,2024-01-02,11022,플레인782,문구 및 팬시,볼펜,카드,5500,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-03,11021,마니,여성의류,"원피스, 바지, 티셔츠",카드,129400,,6,,B235KA99400000F,티셔츠 4개
M012,이마트_월계점,2024-01-03,11022,마니,여성의류,목폴라,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11006,마니,여성의류,바지,카드,39900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11013,마니,여성의류,티셔츠,카드,,19900,,1,B235KA99400000F,12/29 판매분
M012,이마트_월계점,2024-01-03,11012,마니,여성의류,"가디건, 바지",카드,39800,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11014,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11015,마니,여성의류,목폴라,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11019,마니,여성의류,뽀글이조끼,카드,42000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-03,11017,마니,여성의류,점퍼,"상품권, 카드",39900,,1,,B235KA99400000F,"10000원 상품권, 29900원 카드"
M012,이마트_월계점,2024-01-03,11018,마니,여성의류,"목폴라, 가디건",카드,99500,,5,,B235KA99400000F,"목폴라 2개, 가디건 3개"
M012,이마트_월계점,2024-01-03,11011,세영유니온,여성 모자,H에코퍼쁘띠,카드,,15000,,1,B225KA02400000F,1/1 판매분
M012,이마트_월계점,2024-01-03,11024,세영유니온,여성 모자,귀마개(블랙),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-03,11023,오브원,홈웨어,여하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-03,11009,오브원,홈웨어,남하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-03,11004,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11001,윈드스카프,양말,양말3,상품권,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11006,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11005,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11014,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11020,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11010,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-03,11008,팔레트슬라임,슬라임,블루레몬에이드,카드,8900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-03,11007,팔레트슬라임,슬라임,블루레몬에이드,카드,8900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-03,11003,플레인782,문구 및 팬시,피규어삼색볼펜(쿠로미),카드,7900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-03,11002,플레인782,문구 및 팬시,스티커set,카드,20000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-03,11016,플레인782,문구 및 팬시,"메모지, 비즈만들기",카드,15900,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-04,11005,마니,여성의류,자켓,카드,78000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11020,마니,여성의류,목폴라,카드,19900,,2,,B235KA99400000F,2개 19900원인지 불분명
M012,이마트_월계점,2024-01-04,11022,마니,여성의류,면바지,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11006,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11015,마니,여성의류,조끼,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11017,마니,여성의류,자켓,카드,78000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11021,마니,여성의류,"가디건, 원피스, 바지",카드,59700,,3,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11030,마니,여성의류,롱가디건,카드,29900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11007,마니,여성의류,"가디건, 티셔츠",카드,39800,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11028,마니,여성의류,"골덴바지, 목폴라",카드,49900,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11023,마니,여성의류,티셔츠,카드,39800,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11013,마니,여성의류,자켓,상품권,49900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11027,마니,여성의류,뽀글이조끼,카드,84000,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11018,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-04,11031,세영유니온,여성 모자,"모자, H에코퍼쁘띠",상품권,44000,,2,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11010,세영유니온,여성 모자,모자,현금,39000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11029,세영유니온,여성 모자,H에코퍼쁘띠(베이지),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11016,세영유니온,여성 모자,모자,카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11008,세영유니온,여성 모자,캐시미어머플러(아이보리),카드,29000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11002,세영유니온,여성 모자,모자,카드,49000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-04,11012,오브원,홈웨어,"남하의, 여하의",현금,38000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11025,오브원,홈웨어,남하의,카드,19000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11034,오브원,홈웨어,"남하의, 여하의",카드,38000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11004,오브원,홈웨어,여체크바지,카드,25000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11009,오브원,홈웨어,여set,카드,39000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11019,오브원,홈웨어,여체크바지,카드,25000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-04,11011,윈드스카프,양말,니트양말3,현금,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-04,11035,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-04,11014,윈드스카프,양말,양말4,카드,14000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-04,11026,팔레트슬라임,슬라임,슬라임,카드,9900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-04,11033,팔레트슬라임,슬라임,슬라임,카드,13500,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-04,11032,팔레트슬라임,슬라임,슬라임,카드,9900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-04,11024,플레인782,문구 및 팬시,"스티커, 젓가락, 스티커, 샤프",카드,35000,,5,,B235KA00300000F,
M012,이마트_월계점,2024-01-04,11003,플레인782,문구 및 팬시,모루인형만들기,카드,9900,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-04,11001,플레인782,문구 및 팬시,"스티커, 볼펜",카드,11000,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-05,11029,마니,여성의류,자켓,카드,39900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11020,마니,여성의류,누빔스커트(블랙),카드,39000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11023,마니,여성의류,조끼,카드,42000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11022,마니,여성의류,바지,상품권,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11005,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11008,마니,여성의류,니트자켓,카드,,49000,,1,B235KA99400000F,12/29 판매분
M012,이마트_월계점,2024-01-05,11027,마니,여성의류,가디건,현금,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11004,마니,여성의류,뽀글이조끼(브라운),카드,42000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11014,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11009,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11015,마니,여성의류,바지,카드,39900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-05,11017,뿌잉샵,아동잡화,스키장갑(빙s-화이트),카드,,28000,,1,B235KA71600000F,12/31 판매분
M012,이마트_월계점,2024-01-05,11021,세영유니온,여성 모자,니트머플러(제비고리),카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-05,11026,세영유니온,여성 모자,귀마개,카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-05,11011,세영유니온,여성 모자,니트스카프,현금,19000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-05,11002,오브원,홈웨어,"남set, 여하의",카드,58000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-05,11016,오브원,홈웨어,남set,카드,39000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-05,11023,오브원,홈웨어,"남하의, 여하의",카드,38000,,2,,B225KA04100000F,
M012,이마트_월계점,2024-01-05,11011,오브원,홈웨어,"남set, 여하의",현금,77000,,3,,B225KA04100000F,여하의 2개
M012,이마트_월계점,2024-01-05,11025,오브원,홈웨어,남set,카드,39000,,1,,B225KA04100000F,
M012,이마트_월계점,2024-01-05,11007,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11013,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11015,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11010,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11012,윈드스카프,양말,니트양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11018,윈드스카프,양말,양말3,카드,10000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11001,윈드스카프,양말,니트양말,현금,4000,,1,,B235KA78500000F,
M012,이마트_월계점,2024-01-05,11024,팔레트슬라임,슬라임,슬라임,카드,8900,,1,,B235KB67500000F,
M012,이마트_월계점,2024-01-05,11028,팔레트슬라임,슬라임,"슬라임set, 슬라임",카드,42000,,2,,B235KB67500000F,
M012,이마트_월계점,2024-01-05,11006,플레인782,문구 및 팬시,"무드등, 모루인형만들기",카드,31900,,2,,B235KA00300000F,
M012,이마트_월계점,2024-01-05,11019,플레인782,문구 및 팬시,메모지set,카드,7700,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-05,11003,플레인782,문구 및 팬시,볼펜,카드,5000,,1,,B235KA00300000F,
M012,이마트_월계점,2024-01-06,11041,마니,여성의류,가디건,카드,,109600,,4,B235KA99400000F,"12/30 판매분(29900원), 당일취소건 추정(79700원)"
M012,이마트_월계점,2024-01-06,11060,마니,여성의류,목폴라,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11030,마니,여성의류,가디건,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11042,마니,여성의류,-,,79700,,3,,B235KA99400000F,당일취소건 추정
M012,이마트_월계점,2024-01-06,11036,마니,여성의류,원피스,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11015,마니,여성의류,점퍼,카드,49900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11055,마니,여성의류,점퍼,카드,49900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11040,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11045,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11056,마니,여성의류,원피스,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11016,마니,여성의류,누빔스커트(블랙),상품권,39000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11027,마니,여성의류,목폴라,카드,39800,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11048,마니,여성의류,면바지,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11018,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11043,마니,여성의류,원피스,카드,39800,,2,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11034,마니,여성의류,가디건,카드,29900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11047,마니,여성의류,381점퍼,카드,78000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11044,마니,여성의류,조끼,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11050,마니,여성의류,티셔츠,카드,19900,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11022,마니,여성의류,뽀글이조끼,카드,42000,,1,,B235KA99400000F,
M012,이마트_월계점,2024-01-06,11005,세영유니온,여성 모자,귀마개,카드,15000,,1,,B225KA02400000F,
M012,이마트_월계점,2024-01-06,11021,세영유니온,여성 모자,모자,카드,39000,,1,,B225KA02400000F,
